0,Protein
0.2689643827969224,SAA_15515.2
0.06802398086784599,CRP_4337.49
0.06767228239502097,SAA2_18832.65
0.027923506244965556,IL.1F6_14150.7
0.013624678856661908,TXN4A_21651.9
0.002952445652173914,C3b_4480.59
0.01248188290164747,FTMT_8048.9
0.009554766888800503,Histone.H2A.type.1_22468.54
0.00735447923910097,iC3b_2683.1
0.06169790800928303,H2B2E_14143.8
0.03213148024257689,FGL1_5581.28
0.05850022722784615,CHKB_13117.232
0.026100625344276852,TR.ECD_8795.48
0.0076912104260459,MPIP1_11548.84
0.0260031528080508,C3_2754.50
0.018996811384265205,HN1_19335.2
0.1474281856386412,H2A3_14144.3
0.003255903966032125,Kininostatin_19631.13
0.0,Pregnancy.zone.protein_6580.29
0.07894425811757397,GAGE.2_25413.80
0.020756559400218654,DNJB9_11214.40
0.009980558801874932,C3d_5803.24
0.0013637521222410868,XPO5_25963.2
0.0029938044713906774,HTRA1_15594.47
0.025603156196542777,PCDGK_7859.21
