"Protein","Nominal_pvalue","Inactive_mean","Control_mean","the_log(fold_change)","Nominal_pvalue_and_fold_change","Absolute_nominal_pvalue_and_fold_change"
"Cysteine.rich.protein.1_15529.33",9.0686783576464e-19,26737.6120574074,93992.8841922222,-1.81368091678045,-32.7232581410844,32.7232581410844
"SAA_15515.2",9.39730661706595e-10,77240.2942340741,6791.06193422222,3.50764456518866,31.6634955733405,31.6634955733405
"MBNL1_24408.30",3.55584926487297e-13,3477.32751037407,17283.7011099259,-2.31336132938036,-28.7991662584518,28.7991662584518
"CX038_24707.6",1.70320164201302e-11,308.245781911111,1778.35899180741,-2.52839352814871,-27.2275971822425,27.2275971822425
"NEK7_12703.6",7.40553335128356e-15,11259.4710708519,41167.7065855556,-1.87037402328086,-26.4292147550726,26.4292147550726
"MBNL2_24446.65",5.43684707955763e-11,867.421563845556,4453.09222226296,-2.36000227615594,-24.2246041656764,24.2246041656764
"PKHF2_20994.37",2.31443581190468e-13,3550.91569947778,12245.6415222963,-1.78600533993688,-22.5671684518638,22.5671684518638
"CRP_4337.49",2.36048893378486e-11,60662.9155964074,17318.5097528148,1.80850004642419,19.2189264328567,19.2189264328567
"PP1G_19295.32",3.83043809878632e-12,19939.5798354444,60664.9451851852,-1.60522809624542,-18.3264903585101,18.3264903585101
"SAA2_18832.65",5.62158532334079e-05,18353.2546915926,1223.7244856,3.90668524206621,16.6039638766089,16.6039638766089
"PYRG1_23705.42",1.21068745755251e-13,10592.1606172963,25618.6986003704,-1.27420028618903,-16.4588042671943,16.4588042671943
"X6.Phosphogluconate.dehydrogenase_4187.49",4.65642969886356e-10,5448.50602877778,18272.5513163333,-1.74574548055715,-16.2912042118621,16.2912042118621
"UBS3B_12558.3",1.80765233590014e-09,21044.8655557852,72345.6908618519,-1.78143879472333,-15.574914682986,15.574914682986
"DEST_18883.4",4.57969289459215e-13,2659.93092597407,6355.07275714815,-1.25651986046971,-15.5044041802384,15.5044041802384
"GLRX3_16596.25",9.16087639648796e-12,5597.06672847778,14556.4030454815,-1.37891105013501,-15.2205070104589,15.2205070104589
"I5P2_12641.3",2.623894942817e-09,3885.81065847037,13009.8731272963,-1.74331938248979,-14.9595169889873,14.9595169889873
"HSP.60_2682.68",1.4442315607699e-10,12625.5696297407,35914.3170777778,-1.5082106028511,-14.8413400667985,14.8413400667985
"KS6A6_12688.115",1.49839589349922e-12,1354.05572015185,3210.81783948148,-1.24565371058888,-14.7290746333083,14.7290746333083
"Glutathione.peroxidase_15591.28",1.55312689661998e-11,3451.09127585185,8621.92242825926,-1.32095695133907,-14.2779503271915,14.2779503271915
"SRCN1_5488.74",1.78641801560985e-09,44883.5523814074,133815.238878889,-1.57598364942812,-13.7867316153262,13.7867316153262
"KLC1_12656.1",1.12248596776197e-07,1225.28203702593,4837.48393001111,-1.98114299978225,-13.7685854189497,13.7685854189497
"WWP1_11307.33",1.26997518980803e-09,3173.05851848519,9141.15728374074,-1.52650269601577,-13.5800805555214,13.5800805555214
"CIAO1_21178.8",3.8622924709246e-10,2268.00508232963,6133.01493822222,-1.43517259177232,-13.5095018320557,13.5095018320557
"UB2Q1_21727.15",5.8504090110695e-10,1750.09207823704,4682.62415644444,-1.4198864179086,-13.1095468720437,13.1095468720437
"IL.1F6_14150.7",1.00855172176707e-07,6946.54724285185,1911.4700412037,1.8616134806931,13.0244097921686,13.0244097921686
"FAH2A_23389.28",1.43897260720369e-09,793.168230392593,2165.1413373963,-1.44876240709537,-12.8098811049297,12.8098811049297
"HGS_13644.30",9.34436799610418e-09,3812.31977377778,11302.1765026296,-1.56785958327212,-12.5890502354587,12.5890502354587
"LANC2_12628.31",1.67466628533411e-11,5251.03835394444,11766.5188063333,-1.16401291534562,-12.5434866621257,12.5434866621257
"OSBL1_25266.14",1.0871143390113e-08,701.644897148148,2077.04751030741,-1.5657212450879,-12.4689730716374,12.4689730716374
"LYNB_3381.24",2.79632186259843e-09,19858.6939917407,54282.903127037,-1.45072713315145,-12.4086680906888,12.4086680906888
"SNX8_6925.26",5.38900528037456e-09,1012.61454736667,2858.81222225926,-1.49733074586852,-12.3806663814894,12.3806663814894
"SMAD2_10364.6",3.62686017918291e-09,3013.12508233333,8241.69452703704,-1.45168042802772,-12.252863921835,12.252863921835
"SYMC_24425.8",3.99032110697673e-09,9387.85625537778,25506.5830441852,-1.44200198620357,-12.1113633690338,12.1113633690338
"PRAF3_13503.19",9.15412357085931e-09,8944.67331315926,24648.0715642963,-1.46237407956591,-11.7551232762319,11.7551232762319
"RPS6KA3_3469.74",2.49185873639591e-09,1901.63962963704,4864.00845692593,-1.35490186309363,-11.6568664493463,11.6568664493463
"ARL8A_23281.29",5.16052759771869e-08,12876.3308643481,39001.7410277778,-1.59881697371037,-11.6510683576507,11.6510683576507
"PKC.B.II_5475.10",6.23178978527339e-10,33718.6024688148,80220.9909437037,-1.25043504510578,-11.5107387648856,11.5107387648856
"DCTD_17756.69",1.35279255534503e-09,2490.0741357,6088.55255144444,-1.28991059743105,-11.4399188553556,11.4399188553556
"KPRB_19150.20",2.78936483553419e-12,16566.6718932593,32879.8867692593,-0.988921524499422,-11.4264884921687,11.4264884921687
"p60.Src_15433.4",2.82968686351217e-08,4478.14648147778,12783.7728808519,-1.51334005733764,-11.4230866748634,11.4230866748634
"TXN4A_21651.9",4.27665668691058e-08,23972.0368318889,8214.18958862963,1.54516234453754,11.3861400201624,11.3861400201624
"KPCT_3817.18",2.12086074080297e-08,1557.32355967407,4296.67672840741,-1.46415251703327,-11.2351565456616,11.2351565456616
"AMPD2_18403.25",3.06719340732456e-07,1059.04380657407,3453.19868316667,-1.70517107685893,-11.106220586559,11.106220586559
"LYN_3453.87",7.39967944978765e-08,6181.32964997407,18166.770493963,-1.55531286347156,-11.0906048928391,11.0906048928391
"C1TC_12575.30",9.11923129522562e-12,8519.10679014815,17011.5761318519,-0.997742733629936,-11.0151214539335,11.0151214539335
"RNF31_23183.6",2.9527340847556e-09,1389.04855964444,3396.95055562963,-1.29014318392959,-11.0046319316295,11.0046319316295
"Alpha.1.syntrophin_19274.80",1.97073067710308e-08,5608.9883124037,14976.4827982593,-1.41688636712299,-10.9176375647857,10.9176375647857
"AIP_3839.60",1.63087183813778e-09,1631.94259264444,3821.38967085185,-1.2275070701577,-10.7868167840754,10.7868167840754
"SYDC_12675.14",2.2736282362748e-09,33795.5148556296,79819.0952674074,-1.23990213319007,-10.7168219865765,10.7168219865765
"VAV_5275.28",2.4799359033399e-07,3630.19520574815,10837.0511933704,-1.57785321361345,-10.4226033539714,10.4226033539714
"AMPK.a2b2g1_5245.40",1.47904575834266e-07,2708.33804524074,7716.42777755556,-1.51052530237454,-10.3169155933293,10.3169155933293
"M2.PK_4240.31",5.7372782685598e-08,17024.4833338259,45558.5130455556,-1.42010964525028,-10.2834315749474,10.2834315749474
"TR.ECD_8795.48",8.10360017061387e-08,10422.105062037,3826.40037040741,1.44558696211373,10.2511226202503,10.2511226202503
