"Protein","Nominal_pvalue","Active_mean","Control_mean","the_log(fold_change)","Nominal_pvalue_and_fold_change"
"SAA_15515.2",9.39730661757268e-10,77240.2942386831,6791.06193415638,3.50764456528874,31.6634955741617
"CRP_4337.49",2.36048893361971e-11,60662.9155967078,17318.5097530864,1.8085000464087,19.2189264327471
"SAA2_18832.65",5.62158532690709e-05,18353.254691358,1223.72448559671,3.90668524205165,16.6039638754707
"IL.1F6_14150.7",1.00855172052097e-07,6946.54724279835,1911.47004115226,1.86161348072082,13.0244097933614
"TXN4A_21651.9",4.27665668914895e-08,23972.0368312757,8214.18958847737,1.54516234452738,11.3861400197363
"TR.ECD_8795.48",8.10360016191913e-08,10422.1050617284,3826.40037037037,1.44558696208497,10.25112262072
"C3b_4480.59",0.000441558144617899,20856.2960082305,2596.62133744856,3.00577541617265,10.0844128917008
"iC3b_2683.1",3.98946025676865e-05,34710.0691769547,7616.75868312757,2.18810514688872,9.62566240538548
"Histone.H2A.type.1_22468.54",2.9341511514916e-05,41302.6615432099,9606.81629629629,2.10410444643597,9.5368902619721
"FTMT_8048.9",1.96700646943763e-07,10543.2710699588,4085.0683744856,1.36789040428703,9.17333871146151
"MPIP1_11548.84",0.0237690179609147,10786.4335185185,215.971543209877,5.64223288051025,9.16292278591809
"CHKB_13117.232",6.32379541105647e-07,6485.27738683127,2343.65588477366,1.46840752570968,9.10269083423912
"H2B2E_14143.8",0.00014514454053056,22835.7174485597,4517.28942386831,2.33776286108464,8.9727997654928
"DNJB9_11214.40",1.54726604171051e-07,20498.2640740741,8694.9053909465,1.237259503332,8.42627543292806
"BSP_14023.84",3.34622287496431e-06,4778.45977366255,1695.92893004115,1.49446996036766,8.1828882757722
"HN1_19335.2",3.86438396104416e-06,5303.0338271605,1896.26397119342,1.48365814129323,8.03092242421468
"XPO5_25963.2",3.04987628652058e-05,14030.893744856,4106.02975308642,1.77279092254163,8.00542348342643
"LBP_3074.6",1.47133926960176e-09,59800.499218107,31941.5893004115,0.904721430244049,7.99075948410254
"GAGE.2_25413.80",1.84667273524644e-06,5071.65598765432,1942.06855967078,1.38486275799942,7.94026304486249
"VSIG4_17678.28",9.8767379217016e-06,11889.9161316872,3967.14279835391,1.58356630501163,7.92636135751826
"C3_2754.50",5.50060229780661e-07,74524.0051851852,31454.2644650206,1.24444958574628,7.78974387641763
"Myeloperoxidase_2580.83",1.30145481926172e-06,18638.5086419753,7472.28137860082,1.31866573977454,7.76110071021227
"C3d_5803.24",0.000604017163136188,16212.389691358,3061.51362139918,2.4047797513434,7.74086751379361
"H2A3_14144.3",0.00226518876399377,12682.8869958848,1682.77615226337,2.91396799934163,7.70714114369802
"PCDGK_7859.21",4.86732262980853e-06,3838.07639917696,1407.28777777778,1.44746605252615,7.6899671774529
"FGL1_5581.28",5.62439001899638e-08,81879.2634979423,39423.2442386831,1.05445162111361,7.64469471697672
"Pregnancy.zone.protein_6580.29",8.20209961225931e-06,32975.1672839506,11636.7072427984,1.50269709160421,7.6428300510177
"OAF_6414.8",9.23574960256918e-08,11199.5708641975,5560.64744855967,1.01011867672758,7.10570796332933
"alpha.1.antichymotrypsin.complex_4153.11",0.000114682481576616,23633.9324279836,6927.60839506173,1.77043041337784,6.97638621015169
"IZUM4_20549.1",1.23491751081544e-08,1257.74971193416,684.205946502058,0.878342311319784,6.94624900275594
"C9_13722.105",4.03013927019954e-10,78628.7050617284,47121.062962963,0.738684010764823,6.93969986207669
"Lectin..mannose.binding.2_7638.30",2.30695389443185e-05,11674.3932510288,4145.48008230453,1.49373647819896,6.92639792061387
"NAB1_13933.276",1.13473837226694e-06,4038.75549382716,1811.00127572016,1.15712324539385,6.87921833415238
"OLFL3_8660.33",3.40168286510634e-05,10799.2815226337,3752.22051440329,1.52511881166235,6.81469780772499
"HTRA1_15594.47",6.0469855867732e-07,24205.7033744856,11622.3725102881,1.05844241641105,6.58188295763797
"GRIA4_10760.107",6.65592631681612e-07,4594.61679012346,2195.50495884774,1.06539174685909,6.58070268027385
"RM33_13453.2",0.017255972584134,9986.76676954732,758.57316872428,3.71865743047335,6.55621824401448
"AL7A1_21498.3",2.25000142191484e-08,3956.10526748971,2183.81790123457,0.857228253678168,6.55592498917596
"H2B2E_22974.25",0.00187470358449385,7673.25205761316,1492.05069958848,2.36254158765315,6.44281012174413
"B4GT1_13381.49",7.4503118454861e-08,28943.242962963,15496.0206584362,0.901328796178526,6.42451442121308
"H2A1A_22402.12",0.00196693355361092,5927.45012345679,1154.86730452675,2.35968452421769,6.38580259025205
"PCKGM_20079.6",0.00109117529914655,7205.965781893,1627.2808436214,2.14672854157561,6.35883636348033
"Macrophage.mannose.receptor_2637.77",1.22134502715692e-06,8215.57267489712,3924.36032921811,1.06590362935579,6.30286044401701
"H2B3B_18823.52",0.00259224243223443,9140.89989711934,1693.66300411523,2.43218935815346,6.29043064525717
"Activin.A_19622.7",2.13438179284825e-06,12954.1836419753,6049.33316872428,1.0985700765475,6.22969197489731
"BLC_13701.2",0.00253790340534496,5128.28072016461,991.901975308642,2.37020577824112,6.15192814286718
"C4b.binding.protein.alpha.chain_9449.150",7.66352967757421e-08,23226.8763374486,12767.7444032922,0.863291470855761,6.14281188960632
"SNP25_13105.7",0.00746531954970069,6245.88676954732,864.502736625515,2.8529639793521,6.06811629422873
"Apo.A.V_15363.32",1.06120824224296e-05,25906.0012757202,11129.3601646091,1.21891569188993,6.06312968566961
"ZAP70_4476.22",6.86767259874029e-06,30980.3426337449,13800.5934567901,1.16662279251776,6.02349562264738
"Kininostatin_19631.13",0.000478317572556643,17394.2735802469,5073.69,1.77750515113777,5.90182131530568
"SAA_4336.2",0.015397344800688,8378.72273662551,901.729320987655,3.21596399564703,5.8291089339541
"sperm.egg.fusion.protein.1_21526.88",5.54296931985535e-05,2790.35975308642,1086.89386831276,1.36024006386664,5.78953200791897
"C2_3186.2",7.80570007866784e-08,11693.8226131687,6655.49858024691,0.813127960719471,5.77937864974413
"complement.factor.H.related.5_7885.17",4.31083422787182e-06,19095.088436214,9058.57448559671,1.07584565995814,5.77238391497967
"Inhibin.bB.chain_13676.46",7.67007630601087e-06,14147.6581893004,6511.38936213992,1.11952595355469,5.72659951076213
"FCN2_13717.15",2.8199521982092e-07,29763.5995473251,16362.8823045268,0.863122113630296,5.65324118749758
"IKB.epsilon_20071.53",0.00140104600744456,2230.11820987654,569.025020576132,1.97055618809054,5.62307588739851
"IGF.II.receptor_3676.15",7.62624059664703e-07,12643.5448353909,6697.04226337449,0.916805026928897,5.6087284844941
"C8_2429.27",1.54689131382895e-05,11484.1555144033,5145.94312757202,1.15813735450291,5.57126630003681
"CXCL16..soluble_2436.49",1.43867571637825e-07,7142.62670781893,4085.39135802469,0.805980437076411,5.51454804175615
"HCC.4_4913.78",2.12910279744218e-06,23458.6243621399,12001.822345679,0.966864934770005,5.48386779481097
"Thrombin_4157.2",0.0123552582454862,12599.9268312757,1738.01144032922,2.85790587218324,5.45330786772261
"TNF.sR.I_2654.19",7.11055904310197e-06,17100.927654321,8210.48164609054,1.05853582598019,5.44944431942338
"S35G2_13501.10",0.000114789513791973,3278.29187242798,1261.04759259259,1.37832158122523,5.43072180731553
"IGF.I_2952.75",5.03317655709608e-06,28217.6916460905,13870.5539506173,1.02457456684225,5.42835776872031
"sCD14_16914.104",1.19204385890979e-06,26689.7059259259,14180.446255144,0.912380475032112,5.40467530484701
"SPON2_8099.42",2.62222881808442e-05,13059.7626131687,5799.96650205761,1.17101220027422,5.36479263733795
"X5HT7R_13547.5",0.010810145401226,8988.98751028807,1357.42353909465,2.72728768826801,5.36230704644159
"RNAS4_5644.60",5.04712718299145e-07,18669.1263374486,10396.9688888889,0.844491425783374,5.31772514051393
"BTLA_16308.14",6.9818055727295e-09,2075.37427983539,1320.88851851852,0.651862830390262,5.31661426688633
"calgranulin.B_5339.49",0.00142581845443865,13130.5650205761,3612.16775720165,1.8619921966,5.29911019295644
"Endothelial.lipase_23148.100",1.33738826075223e-07,2129.48820987654,1248.58742798354,0.770209897789887,5.29422450315536
"T.plastin_25960.15",0.000361696643689077,14842.0277777778,5125.15650205761,1.53402024763027,5.2795692548764
"TMPS6_11239.49",0.000383344646223082,1906.56230452675,656.279135802469,1.53859220436346,5.25646271253486
"IL.18.Ra_3446.7",6.66779144322296e-06,8867.14497942387,4390.47386831276,1.01409300433825,5.24896363662293
"FCN1_3613.62",3.42793988591517e-05,14855.36,6587.87508230453,1.17309846300149,5.2378456935876
"Coagulation.Factor.IXab_5307.12",3.55577349090316e-07,18287.9080658436,10428.3100823045,0.810384669511501,5.226224147877
"S100A12_5852.6",0.000125744649960542,5543.21522633745,2212.06913580247,1.32532654807835,5.16945009516327
"Ck.b.8.1_3028.36",1.6228289181205e-06,39539.7357201646,21450.3415226338,0.88230261041736,5.1082914768283
"NIF3L_23371.5",2.11214137868159e-05,36915.0936625514,17335.5028395062,1.09048113453737,5.09830138375771
"KIF3A_13961.18",1.56020059262016e-05,11638.2169341564,5602.8937654321,1.05462599952562,5.0693968845588
"TXNDC4_6064.4",1.76226974299143e-06,12164.5142386831,6609.49290123457,0.880067217290805,5.06384306485624
