"Protein","Nominal_pvalue","Inactive_mean","Control_mean","the_log(fold_change)","Nominal_pvalue_and_fold_change","Absolute_nominal_pvalue_and_fold_change"
"SAA_15515.2",5.5238653440215e-09,71849.5376494074,6631.21337459259,3.43763409010084,28.3871466850162,28.3871466850162
"Cysteine.rich.protein.1_15529.33",1.25209789895204e-16,28865.353374037,93995.2179362963,-1.70324847352689,-27.0856733134945,27.0856733134945
"CX038_24707.6",4.86982331940489e-11,307.694979440741,1806.73314814074,-2.55381062898826,-26.33613838839,26.33613838839
"MBNL1_24408.30",2.87675441955851e-12,3890.57590542593,17401.4870362222,-2.16115496404506,-24.9420995281374,24.9420995281374
"NEK7_12703.6",5.57321349747841e-14,12163.7532105556,41881.2456803704,-1.78371590215809,-23.6411820636865,23.6411820636865
"MBNL2_24446.65",4.10135020158624e-10,984.046769602593,4530.32452681852,-2.20281561001987,-20.6779912585592,20.6779912585592
"PKHF2_20994.37",1.34925530530107e-12,3950.33709864074,12675.8074484444,-1.68202997497008,-19.9655374660192,19.9655374660192
"CRP_4337.49",9.01636880531817e-10,58933.7584770741,16735.0907404074,1.81621790285274,16.4276334157291,16.4276334157291
"X6.Phosphogluconate.dehydrogenase_4187.49",4.42742339526637e-10,5912.56923866296,19191.7154318889,-1.69862659289309,-15.8886965628266,15.8886965628266
"PYRG1_23705.42",4.11650814873096e-13,11346.8302055926,26187.0409048148,-1.20656371694393,-14.9438599506619,14.9438599506619
"PP1G_19295.32",7.78922515752148e-11,21834.8786007778,60783.8448974074,-1.4770534258499,-14.9308030366531,14.9308030366531
"Glutathione.peroxidase_15591.28",1.10523076627525e-11,3530.65308655556,8897.70584381481,-1.33349833179218,-14.6105371922348,14.6105371922348
"KS6A6_12688.115",2.84921140357856e-12,1417.79967076296,3349.30866251852,-1.24020963661147,-14.3185617167863,14.3185617167863
"UBS3B_12558.3",3.61540107288317e-09,22848.867489963,73630.4518085185,-1.68817989464892,-14.2513504999061,14.2513504999061
"SAA2_18832.65",0.000161370452544268,15599.1082304444,1207.74434161111,3.69107655673442,13.9972118701191,13.9972118701191
"IL.1F6_14150.7",5.69553964270352e-08,6775.79312762963,1777.37633748148,1.93064064172314,13.9864587900927,13.9864587900927
"KLC1_12656.1",9.63941702658458e-08,1316.22506172222,5035.20775715926,-1.93564510931485,-13.5803878154093,13.5803878154093
"OSBL1_25266.14",4.19061193238139e-09,735.589423896296,2186.53372427037,-1.57167295783758,-13.1670399875353,13.1670399875353
"WWP1_11307.33",1.60932261361803e-09,3373.41131685556,9337.9132507037,-1.4688919504681,-12.9164911476222,12.9164911476222
"GLRX3_16596.25",6.90715225774626e-11,6101.3709259963,14676.3761321481,-1.26629043866949,-12.8663984891518,12.8663984891518
"HSP.60_2682.68",1.00668804520934e-09,13563.5662962593,35952.0063777778,-1.40633572644695,-12.6529503209273,12.6529503209273
"FAH2A_23389.28",1.73838404040258e-09,822.777818888889,2224.20944435926,-1.43471784076653,-12.5679192091363,12.5679192091363
"SRCN1_5488.74",5.69051425568121e-09,49854.6670513333,139322.789497037,-1.48263079246589,-12.2240662420994,12.2240662420994
"I5P2_12641.3",2.36640116020659e-08,4399.7476953963,13262.360329037,-1.59184485811368,-12.1392682173131,12.1392682173131
"DEST_18883.4",9.58335535222203e-12,2828.2717490037,6061.32222211111,-1.09971179342105,-12.1171550495151,12.1171550495151
"CIAO1_21178.8",1.22001802543386e-09,2465.67683128519,6301.56316866667,-1.35372602609621,-12.0666179981132,12.0666179981132
"LANC2_12628.31",2.64752353717294e-11,5569.30868301852,12128.2674483333,-1.12280331038702,-11.8760704536082,11.8760704536082
"SNX8_6925.26",6.85531861865148e-09,1097.51257204815,2972.93156381482,-1.43764878714566,-11.7369249550988,11.7369249550988
"TXN4A_21651.9",6.3634729512016e-08,23850.4819342593,7873.36905355556,1.59896540900565,11.5066440429528,11.5066440429528
"RPS6KA3_3469.74",2.62524396161468e-09,2019.54609055185,5091.50483544444,-1.33406104757776,-11.4473515014989,11.4473515014989
"KPRB_19150.20",1.33996931963511e-12,17456.9725514444,33817.4025514815,-0.953962469923861,-11.32630591755,11.32630591755
"SMAD2_10364.6",7.45659542419426e-09,3246.06335396296,8478.22193455555,-1.38507057485745,-11.2571048909602,11.2571048909602
"AIP_3839.60",7.57410591681389e-10,1717.02335395556,3998.38292185185,-1.21950698224486,-11.1227190721109,11.1227190721109
