0,Protein
0.2491817955751216,SAA_15515.2
0.05186905708707334,CRP_4337.49
0.12133217350066375,SAA2_18832.65
0.025948180444262028,IL.1F6_14150.7
0.07107495980986886,TXN4A_21651.9
0.0015000000000000005,C3b_4480.59
0.01199980979962716,FTMT_8048.9
0.02960671643030317,iC3b_2683.1
0.02635399188570069,EF2K_12332.7
0.05819194397503447,CHKB_13117.232
0.0,MPIP1_11548.84
0.006383928571428572,Histone.H2A.type.1_22468.54
0.009328606005661518,FGL1_5581.28
0.031704029263661095,PCDGK_7859.21
0.002140166280496115,DNJB9_11214.40
0.0001875,Pregnancy.zone.protein_6580.29
0.007861440518145382,IZUM4_20549.1
0.027013752281958507,HN1_19335.2
0.009041715542521995,VSIG4_17678.28
0.023524642839870387,LBP_3074.6
0.007648365034515707,GRIA4_10760.107
0.008223011363636363,H2B2E_14143.8
0.033743963750963106,C3_2754.50
0.08078125873462233,GAGE.2_25413.80
0.10535899130486386,Endothelial.lipase_23148.100
