"Protein","Nominal_pvalue","Active_mean","Control_mean","the_log(fold_change)","Nominal_pvalue_and_fold_change"
"SAA_15515.2",3.46875579747131e-09,72062.3432510288,6514.72934156379,3.4674684171398,29.3341804184707
"CRP_4337.49",1.04139911010898e-11,61284.8453909465,15625.5226337449,1.9716259211721,21.6531506003204
"SAA2_18832.65",5.58682059808986e-05,16053.2170781893,1210.18269547325,3.72956567781925,15.8612284725199
"IL.1F6_14150.7",8.28709016133792e-08,6782.17604938271,1866.48814814815,1.86142188600337,13.181841386174
"TXN4A_21651.9",4.1015559317728e-08,24392.2212345679,8030.93304526749,1.6027816236309,11.8398301753825
"Kininostatin_19631.13",1.96831470493192e-05,18052.4902057613,3709.97847736625,2.28271513730947,10.7422416350768
"iC3b_2683.1",1.57833064722901e-05,33698.3506172839,7404.45654320988,2.18621222309689,10.4977582482243
"C3b_4480.59",0.000452123541968314,20720.7653909465,2454.72495884774,3.0774440037236,10.2932589162484
"DNJB9_11214.40",2.21629790918305e-08,19802.254691358,7974.89530864198,1.3121272204294,10.0435096770584
"VSIG4_17678.28",5.2459034783486e-07,11196.9973251029,3867.13172839506,1.53377608595101,9.63238944615189
"FGL1_5581.28",6.71667031927686e-09,82513.7709876543,37600.7504938272,1.13387345772592,9.2669731172742
"FTMT_8048.9",2.12539091867218e-07,10465.9958024691,4022.91034979424,1.37939809235135,9.20411816195938
"CHKB_13117.232",9.45035738508907e-07,6592.96401234567,2335.83611111111,1.49698815224758,9.0186826184349
"HN1_19335.2",2.3788077338905e-06,5448.11259259259,1862.1345473251,1.54879920123815,8.70989015948378
"GAGE.2_25413.80",2.75001310111911e-07,4798.61483539095,1930.90440329218,1.31334127864921,8.61639247138337
"Histone.H2A.type.1_22468.54",4.00429890103017e-05,38676.0204320988,10481.8611934156,1.88354444713882,8.28283681507331
"C3_2754.50",2.63310732304777e-07,72821.4116460905,30468.8654938272,1.25702692538588,8.27064817535531
"PCDGK_7859.21",2.5683307146476e-06,3884.15594650206,1410.84604938272,1.46104055468472,8.16772668343035
"HTRA1_15594.47",9.88475051878317e-08,24451.3511934156,10925.4108641975,1.16222665624368,8.14143757668278
"Activin.A_19622.7",4.33808331843496e-07,13192.2667489712,5556.20325102881,1.24752119511326,7.93760574174057
"OLFL3_8660.33",3.07539183217908e-06,9838.15144032922,3640.80925925926,1.43412810241409,7.90505685848924
"Pregnancy.zone.protein_6580.29",8.30566537785476e-06,33924.8864609054,11710.3545679012,1.53455922862999,7.79652085552302
"XPO5_25963.2",4.47781745036059e-05,13759.7155555556,3992.93641975308,1.78492864160535,7.76253617077732
"TR.ECD_8795.48",2.44700214939457e-05,11644.6290123457,3691.76872427984,1.65728059589005,7.64232681092835
"LBP_3074.6",5.02485816550613e-09,59637.049218107,31613.228271605,0.915680508740806,7.59911917381237
"C3d_5803.24",0.000685278774126649,15346.7945061728,3023.54967078189,2.34362216566832,7.41553157733894
"B4GT1_13381.49",1.61071717086476e-08,28377.208436214,14857.5695061728,0.933534543364936,7.275016690005
"NIF3L_23371.5",1.25139116880567e-06,36737.7379835391,15653.9909876543,1.23073228014858,7.26452886634382
"OAF_6414.8",9.22869227735189e-08,11120.3332098765,5452.20465020576,1.02828839736943,7.23386474538918
"Lectin..mannose.binding.2_7638.30",1.08902681744992e-05,10955.636090535,4083.19592592593,1.42390255060736,7.06677343239992
"MPIP1_11548.84",0.0484435110305212,8481.85294238683,206.338888888889,5.36129181174697,7.04883554837865
"Macrophage.mannose.receptor_2637.77",2.66078684880989e-07,7986.55913580247,3803.21172839506,1.07035582060593,7.03757872558238
"FCN2_13717.15",3.17487682814546e-08,30002.6572839506,15804.0199588477,0.924798710003458,6.93439330755931
"sperm.egg.fusion.protein.1_21526.88",2.25018999999144e-05,2766.37300411523,984.48962962963,1.49054778117342,6.9277393732525
"H2B2E_14143.8",0.000361089639565517,21385.8320164609,5370.9029218107,1.99341878603609,6.86211487241655
"Myeloperoxidase_2580.83",3.60290342380435e-06,18921.6280658436,7918.81810699589,1.25667919969576,6.84054142794486
"C4b.binding.protein.alpha.chain_9449.150",3.57202405783112e-08,23658.60218107,12520.1135390947,0.918117192121436,6.83729734330176
"C9_13722.105",3.01536233410279e-09,78410.0054320988,45179.3106584362,0.79537550138035,6.77712461281503
"CXCL16..soluble_2436.49",1.66734438488824e-08,7075.57131687243,3892.82065843621,0.862030761522527,6.7048534440104
"Coagulation.Factor.IXab_5307.12",1.97398775398286e-08,18428.210617284,10152.1116460905,0.860136151641743,6.62705277096562
"GRIA4_10760.107",7.15637814200859e-07,4476.87390946502,2138.8833127572,1.06563390739811,6.54864721159603
"NAB1_13933.276",1.9426076189083e-06,4062.9291563786,1837.6583127572,1.14465166681138,6.53780952954167
"sCD14_16914.104",2.56863184501574e-07,26903.9942798354,13787.5166255144,0.964457751765552,6.35606412517222
"FABP_5437.63",1.32499466609217e-06,23777.0648148148,11314.0508024691,1.07145507693036,6.29778351154523
"IGF.II.receptor_3676.15",1.95651866227784e-07,12389.7530658436,6472.02975308642,0.936857288885525,6.28492211709572
"TNF.sR.I_2654.19",2.43147008588329e-06,16384.5364197531,7627.29119341564,1.10309216929578,6.19290401977017
"IZUM4_20549.1",7.61905662717375e-08,1196.4266255144,654.936563786008,0.869304840785395,6.1877977428158
"Endothelial.lipase_23148.100",3.64089558342868e-08,2139.64685185185,1208.31339506173,0.824378011018508,6.13237636862911
"IGF.I_2952.75",1.75990046181322e-06,27894.0850617284,13338.0554320988,1.06441088117073,6.12516507659516
"complement.factor.H.related.5_7885.17",1.52427904893207e-06,18272.3128395062,8808.85267489712,1.05263322630227,6.12309960325686
"ATF6A_11277.23",8.71174115033317e-08,14798.2075514403,8125.77897119341,0.864844410914529,6.10571076451198
"S35G2_13501.10",1.33517543458754e-05,2998.87709876543,1263.94195473251,1.24649218757458,6.0759783861524
"alpha.1.antichymotrypsin.complex_4153.11",0.0002524432611119,23155.2839506173,7282.57082304527,1.66882171699104,6.0041472150409
"TMPS6_11239.49",0.000164730644260529,1900.81393004115,634.878559670782,1.58206475106824,5.98530787191576
"FABPA_9851.9",1.52767194343235e-06,25257.9708230453,12507.1333744856,1.01398757764785,5.89732122790302
"SAA_4336.2",0.0157960103790731,8319.82022633745,865.561790123457,3.26484363663272,5.88146102376568
"H2A3_14144.3",0.00402266021304873,10976.6123868313,2002.86366255144,2.45429675349907,5.87923510805141
"IGF.II.receptor_16057.6",5.71092581361039e-08,8603.550781893,4935.83619341564,0.801637682866166,5.80649700274524
"ZAP70_4476.22",9.20530350300641e-06,29691.6929218107,13354.4441975309,1.15273942007293,5.80515178632752
"C2_3186.2",7.29657642651107e-08,11509.9186213992,6550.37349794239,0.813228557596309,5.80391533096295
"IL.18.Ra_3446.7",9.36368965959236e-07,8241.18755144033,4235.41701646091,0.96034822071325,5.78951013602211
"Ck.b.8.1_3028.36",6.7798941631542e-07,38117.9121399177,20252.5834156379,0.912363149991715,5.62816489340533
"Apo.A.V_15363.32",1.05131828451004e-05,24132.7441975309,11026.2214403292,1.13005349694054,5.62570665596289
"C8_2429.27",1.65540772906136e-05,11148.8311934156,4933.83555555556,1.17611093408478,5.62309813159187
"T.plastin_25960.15",0.000300311542938411,15031.263909465,4971.02823045267,1.59635012243177,5.6230283286701
"IGFBP.3_2571.12",6.80977362264583e-07,33642.2878600823,17914.9430452675,0.909112363127897,5.60637532701958
"RNAS4_5644.60",2.04689438719196e-07,18063.8214814815,10116.0655144033,0.836454848205242,5.59496665247749
"Coagulation.Factor.IX_4876.32",8.11585439792864e-08,28263.0479012346,16422.0290123457,0.783284665708414,5.55400975399401
"MMP19_6425.87",2.00357528216167e-06,9623.27401234568,4903.72802469136,0.972648843427298,5.54234212934968
"SPON2_8099.42",2.20137027909747e-05,12279.7112757202,5392.24637860082,1.18731831831416,5.52970579788949
"Inhibin.bB.chain_13676.46",1.2160270835336e-05,13529.7530864198,6240.8425308642,1.11632279570365,5.48678989475307
"protein.Z.inhibitor_13119.26",3.07924997127587e-05,13382.0018930041,5768.83432098766,1.21394221804628,5.47676714903622
"PCKGM_20079.6",0.00151989480365873,6132.07726337448,1603.69144032922,1.9349792894031,5.45313245273836
"DMP4_21547.6",3.53500434424213e-08,5148.90742798354,3118.76131687243,0.723293186722564,5.38969877794247
"SNP25_13105.7",0.0115962237130869,5936.29495884773,862.319547325103,2.7832682885096,5.38752626521363
"C3a_4900.8",4.46861018942139e-09,155071.382427984,99524.910781893,0.639802891350422,5.34224379502931
"FCN1_3613.62",2.82069515765086e-05,14072.847037037,6238.01041152263,1.17375635981836,5.34017340035489
"TNF.sR.II_8368.102",8.50189774011964e-06,10457.4976748971,5068.71956790123,1.04484442454754,5.29786706565582
"Clusterin_4542.24",2.7264204355144e-07,27720.9198765432,15874.675473251,0.804248032806405,5.27941155438468
"LIRB5_7015.8",6.93345776280997e-06,16591.187654321,8166.41283950617,1.0226427554842,5.27586523626297
"GOLM1_17456.53",2.76253973152184e-05,5623.73423868313,2524.49977366255,1.15553087040923,5.26770871894276
"PRKRA_22010.36",0.000999846927397684,2675.61378600823,794.953724279836,1.75092709781446,5.2528977015116
"RCAN3_20442.12",1.93370785016735e-07,6544.7504526749,3809.38897119342,0.780778577216341,5.24184219207105
"HSP.70_10721.76",1.49141241456534e-06,9776.2411728395,5252.37481481482,0.896310003753391,5.22226261911454
"Haptoglobin..Mixed.Type_3054.3",1.34962992968719e-06,70100.9045679012,37864.9894238683,0.888568534852716,5.21570652330181
"BSP_14023.84",0.000884222267970818,5462.39952674897,1678.019218107,1.70277559963997,5.19932066161648
"Activin.A_2748.3",5.72073490418124e-06,6376.09641975309,3243.03172839506,0.975330307467401,5.11321612513621
"MIP.5_18289.16",4.87693596216735e-06,24885.5255144033,12817.7245679012,0.957166678992161,5.08432864455918
"HCC.4_4913.78",3.32192327335327e-06,22750.373127572,11961.9094238683,0.927442508458799,5.0810961747417
"L.plastin_9749.190",1.82748038278684e-06,12445.1748148148,6737.27633744856,0.885349116187884,5.080263619636
"FCN2_3313.21",2.05718425966848e-06,85674.1509876543,46139.276872428,0.892864596763779,5.07747703770329
"a1.Antitrypsin_3580.25",1.38996783920527e-06,43526.4580658436,23892.5092592593,0.865334248946399,5.06825858422491
"SAE1..SAE2_21923.24",7.25429591875115e-07,2603.62862139918,1471.13952674897,0.823589596731618,5.05634986786392
"COLL1_9526.3",3.43791935251545e-07,862.264897119342,502.337510288066,0.779474141742952,5.03829037365414
"Renin_3396.54",0.000131919764931659,22580.0574485597,9204.24152263375,1.29467841063229,5.02295105285165
"Cathepsin.H_8644.46",1.54238946877487e-05,10355.2376954733,5053.1691563786,1.03510028921482,4.98070172918086
"Galectin.3_3066.12",1.40128723084636e-07,8883.56763374486,5373.39082304527,0.725306404679589,4.97086774185626
"VEGF_2597.8",2.29481084184559e-07,9360.81971193415,5579.23055555556,0.74656869942512,4.956658557216
"PSB10_21861.8",1.76269228230289e-06,14875.2806584362,8188.35220164609,0.861271825881773,4.95560606904671
"MZF1_14662.6",3.19393424298208e-07,3723.42738683128,2196.10288065844,0.761685581069738,4.94766124752394
"RM33_13453.2",0.0356170975587527,8186.35938271605,768.238950617284,3.41359498558542,4.94405119352796
"MLF1_17820.170",3.61071246126072e-06,4937.60804526749,2634.61814814815,0.906218439621894,4.93200966559512
"DNM1L_21452.3",4.78763617823404e-05,11251.100617284,5104.85193415638,1.14012511565172,4.92520238473618
"PAPP.A_4148.49",2.46948225177822e-05,18455.632345679,8850.95543209877,1.06015606652571,4.88455679620979
"BTLA_16308.14",1.9818516002191e-08,2040.48399176955,1314.93133744856,0.633923924830198,4.88307090089734
"HERC5_12934.1",4.133870395971e-10,1384.65281893004,965.477572016461,0.520209636361689,4.88146158736707
"kallikrein.12_3199.54",4.19998842852314e-05,19318.5751851852,8935.64448559671,1.11234500124511,4.86845810447858
"Macrophage.scavenger.receptor.ECD_15533.97",3.81041416748871e-05,13052.6390123457,6100.48551440329,1.0973455527022,4.84920052197195
"IL.18.Ra_14079.14",9.11145781062655e-07,3411.46504115226,1957.73462962963,0.801206211123318,4.83961571744542
"BiP_16588.10",5.09066398082399e-05,13703.2742798354,6282.90567901234,1.12501682681982,4.8299510058601
"MAK16_21864.20",2.56397465364236e-06,17353.493744856,9542.38716049383,0.862804020340638,4.82401171388223
"ST2B1_17209.27",3.34682142631568e-05,4599.89010288066,2180.57592592593,1.07689016900281,4.81947921962619
"Spondin.1_5496.49",2.2850185945984e-06,13088.5411522634,7264.85037037037,0.849299314592288,4.79099107859671
"KIF3A_13961.18",2.42270989522012e-05,11408.3346707819,5559.57788065844,1.03704095647418,4.78666847732715
"SIR1_19823.75",3.58573088624864e-06,10706.7793415638,5833.6175925926,0.876061852316911,4.77052675371953
"Leptin_2575.5",0.000390472395231383,13400.198436214,5079.70855967078,1.3994367328093,4.76985368357627
"FUT5_4549.78",3.67868731340509e-05,6485.76674897119,3077.91695473251,1.07532283348783,4.76831170265696
"Vitronectin_8280.238",2.27897553506666e-06,3099.66606995885,1726.285781893,0.844441482421445,4.76455868315936
"Holo.TC.II_5584.21",1.24348569343253e-06,8985.93259259259,5140.16872427984,0.805852523448416,4.75884861884295
"Lymphotoxin.b.R_2636.10",4.30473931262566e-05,19150.2257407407,9000.04956790123,1.08935654633955,4.75618857355686
"BLC_13701.2",0.00740883483169938,4570.58860082304,973.190308641976,2.23158610903264,4.75383650296153
"VEGF.D_13098.93",6.81278558505804e-05,17421.3000823045,7908.60452674897,1.13935723181431,4.74733161192118
"SIG14_22577.24",0.000103102968947889,12312.8164197531,5404.97230452675,1.1878016693914,4.73544315803905
"complement.factor.H.related.5_16055.3",2.34581407078894e-07,75626.2445679012,46130.9106584362,0.7131532070941,4.72799639054808
"complement.factor.H.related.5_3666.17",3.08619259361557e-07,66739.5104526749,40365.2507407407,0.725427250653605,4.72294995536987
"FABPA_15386.7",1.03886122158755e-05,45240.8832510288,23487.6272016461,0.945726120909176,4.71297171090482
"H2B2E_22974.25",0.00457598929220139,6984.19337448559,1731.76088477366,2.01185376231624,4.70676205567352
"IMPA1_17796.15",7.25236076664057e-05,6605.60337448559,3010.82485596708,1.13353156048637,4.69227724559055
"MUSK_11547.84",0.000730455548940308,8467.52427983539,3047.86812757202,1.47413973557384,4.62350101727752
