"Protein","Nominal_pvalue","Inactive_mean","Control_mean","the_log(fold_change)","Nominal_pvalue_and_fold_change","Absolute_nominal_pvalue_and_fold_change"
"PDLI5_23703.8",1.63004702375047e-09,22137.9699180741,40995.9193403704,-0.888957382534213,-7.81197956786691,7.81197956786691
"Pregnancy.zone.protein_6580.29",8.30566537176865e-06,33924.8864611852,11710.3545675481,1.53455922868538,7.79652085629284,7.79652085629284
"CN37_6609.22",1.46930487122405e-08,3108.71792176296,6179.50082318519,-0.991170587054431,-7.7637282781447,7.7637282781447
"XPO5_25963.2",4.47781745092681e-05,13759.7155555926,3992.93641959259,1.78492864166723,7.76253617094837,7.76253617094837
"CG045_8298.8",7.13575096896678e-08,3094.73625518519,6537.06878596296,-1.07882741504087,-7.70990519089101,7.70990519089101
"KPCI_3379.29",8.35879177235828e-08,911.045432125926,1937.98448553704,-1.0889621159295,-7.70751758333796,7.70751758333796
"KTI12_23526.25",4.1497896103201e-07,638.949259237037,1473.7434157037,-1.20571209528792,-7.69482314832924,7.69482314832924
"CYH3_21365.5",1.80549493476051e-06,266.544506177778,671.333107011111,-1.33265234453508,-7.65396044057258,7.65396044057258
"TR.ECD_8795.48",2.44700215207333e-05,11644.6290125556,3691.76872433333,1.65728059589514,7.64232681016393,7.64232681016393
"PAK4_13719.19",2.37616809162635e-07,3437.6500822963,7616.091852,-1.14762817736473,-7.60203002189852,7.60203002189852
"LBP_3074.6",5.02485817074861e-09,59637.0492181481,31613.228272963,0.915680508679828,7.59911917289142,7.59911917289142
"PPM1F_23923.26",7.7193027765692e-07,2558.21172843704,6051.07580248148,-1.24205598486955,-7.59197023308851,7.59197023308851
"Oligophrenin.1_12591.27",9.10610476860784e-06,1466.75500004074,4162.60024692593,-1.50485710664865,-7.58548409489092,7.58548409489092
"ITBP2_21985.61",2.35878060657813e-08,2249.52407403333,4473.16127581481,-0.991674967872501,-7.5638148303561,7.5638148303561
"SHLB2_18222.34",4.79963686291768e-08,4221.42226340741,8621.41876525926,-1.03019615542949,-7.53979098909771,7.53979098909771
"MAOM_25042.3",2.46971404835414e-07,61369.9856366667,134898.896167778,-1.13627339231432,-7.50775978008771,7.50775978008771
"PCBP2_23363.41",7.60515894536269e-07,7909.20777767778,18469.9805350741,-1.22357724577815,-7.4869366594986,7.4869366594986
"OSBP1_25055.56",4.79906983441733e-06,1634.29407406296,4331.24559666667,-1.40611437587328,-7.47890150733116,7.47890150733116
"ACADM_17333.20",4.54759337358936e-06,1078.98543211481,2846.24269547037,-1.39938329740907,-7.47581116509973,7.47581116509973
"PNPT1_21378.7",2.21969308773101e-06,3665.90658461111,9143.89304548148,-1.31863850540626,-7.45519584128786,7.45519584128786
"TF2L1_25104.10",1.13219474600164e-06,5947.46417656296,14124.7670783333,-1.24788049526216,-7.41999583868568,7.41999583868568
"C3d_5803.24",0.000685278774435368,15346.7945061481,3023.54967074074,2.34362216568563,7.41553157693519,7.41553157693519
"Fructosamine.3.kinase_21147.9",2.9324980388798e-06,3226.37041144444,8095.81255166667,-1.32726380645519,-7.3434351102254,7.3434351102254
"MAPKAPK3_3822.54",1.77691829841047e-07,15224.7890128148,32346.6448974074,-1.08719384359814,-7.33891998008013,7.33891998008013
"BPNT1_17814.8",1.13614780275648e-09,6230.43534985185,11000.3039511481,-0.820138507857823,-7.33578232957256,7.33578232957256
"GCST_21240.6",3.97798620756019e-07,3869.203066,8556.70621377778,-1.14501911068105,-7.32850786719862,7.32850786719862
"MICA1_25070.18",3.19194072640073e-07,3057.98609051481,6678.80197514815,-1.127007494794,-7.32097890587852,7.32097890587852
"PCBP3_24470.20",1.8220199718086e-07,709.147160496296,1503.53341561852,-1.08419998355429,-7.30690818223713,7.30690818223713
"FHOD1_25115.21",2.36349387614928e-07,24960.2815637037,53446.9717296296,-1.09847399953657,-7.27897811155364,7.27897811155364
"B4GT1_13381.49",1.61071716686788e-08,28377.2084362963,14857.5695062222,0.933534543364325,7.27501669100628,7.27501669100628
"tollip_13963.7",3.183092290057e-07,13507.3855343704,29347.6185588889,-1.11949498300234,-7.27352769007843,7.27352769007843
"VCIP1_23187.9",7.53814479356538e-07,1415.5458848,3223.72012348148,-1.18736798275113,-7.26994012903275,7.26994012903275
"Malate.dehydrogenase.2_15534.26",3.35986175414555e-07,38537.2428389259,83914.1741096296,-1.12266116254623,-7.26774753387728,7.26774753387728
"NIF3L_23371.5",1.25139116712009e-06,36737.7379837037,15653.9909868519,1.230732280229,7.26452886753846,7.26452886753846
"EDAR_2977.7",1.50080157996666e-07,659.777325114815,1379.63946503704,-1.06424020119206,-7.26203108723748,7.26203108723748
"OAF_6414.8",9.22869229222343e-08,11120.3332087037,5452.20465022222,1.02828839721292,7.2338647435685,7.2338647435685
"RBG1L_25286.33",1.54454803840504e-09,3978.07337459259,7024.34390937037,-0.820293593861619,-7.22776974922095,7.22776974922095
"ADDB_24468.36",6.05399188250358e-08,1305.56125511481,2609.69504125926,-0.999211080473284,-7.21226377756297,7.21226377756297
"UBA7_21933.7",1.83060069678294e-07,48321.8633512963,101335.98094037,-1.06839852379224,-7.19823502702057,7.19823502702057
"Peroxiredoxin.3_8358.30",4.28069814179636e-07,6387.76072037037,13950.965967963,-1.12698284118869,-7.17717376547889,7.17717376547889
"PI42B_18232.42",2.74462008279488e-08,14621.8249794444,28218.7102477778,-0.948528662039458,-7.17231632690288,7.17231632690288
"TCP.1.epsilon_12569.25",3.60415808540332e-07,15998.606769063,34587.5695051852,-1.11230736381235,-7.16681454445666,7.16681454445666
"IDH3G_19275.68",5.74456911065482e-08,3015.31555544444,5975.21230459259,-0.98668098489817,-7.14430298211092,7.14430298211092
"CISY_18309.18",1.44803748657068e-07,47866.5658821111,98652.0171203704,-1.04333024409039,-7.13556527548414,7.13556527548414
"Cyclophilin.F_5248.68",2.07151427275509e-07,33209.1484361852,69477.6398355556,-1.06496801725847,-7.11793959118029,7.11793959118029
