"Protein","Nominal_pvalue","Inactive_mean","Control_mean","the_log(fold_change)","Nominal_pvalue_and_fold_change","Absolute_nominal_pvalue_and_fold_change"
"SAA_15515.2",3.4687557937897e-09,72062.3432453333,6514.72934181481,3.46746841697019,29.3341804186341,29.3341804186341
"Cysteine.rich.protein.1_15529.33",1.3727149865093e-17,28851.1620571852,95168.3054666667,-1.72185175478799,-29.0345868211326,29.0345868211326
"MBNL1_24408.30",2.04243628350338e-13,3810.2096297,17725.9202872963,-2.21791825162388,-28.1450532144844,28.1450532144844
"CX038_24707.6",9.00863604158465e-12,308.157489733333,1779.72606992593,-2.52991544181839,-27.9437786515211,27.9437786515211
"NEK7_12703.6",2.63737229845917e-15,12245.0136223704,41806.4022233333,-1.7715295143526,-25.8268250782302,25.8268250782302
"MBNL2_24446.65",3.75364584222992e-11,951.90611116,4577.02835397407,-2.26552004013198,-23.6192849909023,23.6192849909023
"PKHF2_20994.37",1.16465191049635e-13,3701.62685171852,12651.9558025185,-1.77312904664206,-22.9333033016383,22.9333033016383
"CRP_4337.49",1.04139910985898e-11,61284.8453907778,15625.5226337407,1.97162592116851,21.6531506004865,21.6531506004865
"X6.Phosphogluconate.dehydrogenase_4187.49",7.16757586227302e-12,5373.89129631852,19494.7714398889,-1.85904819666537,-20.7184000314359,20.7184000314359
"UBS3B_12558.3",2.72760645796247e-11,19683.9802059333,73717.0258818518,-1.90497589570075,-20.1245811993284,20.1245811993284
"PP1G_19295.32",1.85227035715864e-12,20793.4411936296,61986.0106588889,-1.57581412134942,-18.4879171192897,18.4879171192897
"KS6A6_12688.115",5.08496561704908e-14,1338.06351848519,3344.23004111111,-1.32152748717242,-17.5680057871917,17.5680057871917
"PYRG1_23705.42",1.87707722547808e-14,10859.7383125556,26049.323827037,-1.26225658546916,-17.3263875637806,17.3263875637806
"I5P2_12641.3",3.10786699660522e-10,3957.08798348519,13525.4402877037,-1.77316450999163,-16.8584282061412,16.8584282061412
"HSP.60_2682.68",1.34387669923983e-11,12686.4735391481,36859.6434974074,-1.53875101868162,-16.7287480110553,16.7287480110553
"GLRX3_16596.25",2.0312290376311e-12,5638.78458866296,14676.7976958519,-1.38008108780751,-16.1362408211518,16.1362408211518
"KLC1_12656.1",2.09067560877697e-08,1169.91730453704,4940.85257196296,-2.07835345176427,-15.9611587443397,15.9611587443397
"Glutathione.peroxidase_15591.28",1.41715193958617e-12,3533.91522648148,8969.986708,-1.34383841518079,-15.9225817863093,15.9225817863093
"SAA2_18832.65",5.58682059439702e-05,16053.2170784444,1210.1826955,3.7295656778103,15.8612284735524,15.8612284735524
"SRCN1_5488.74",1.51902608990273e-10,45320.0139866296,138174.457559259,-1.60827073736383,-15.7907013222974,15.7907013222974
"OSBL1_25266.14",4.59952010159383e-10,678.659321014815,2174.3553497963,-1.67982829052232,-15.6850396635868,15.6850396635868
"WWP1_11307.33",9.2844726809584e-11,3175.23269544815,9279.205185,-1.54713891288091,-15.5212731533263,15.5212731533263
"FAH2A_23389.28",8.48642214506944e-11,778.309115177778,2195.45890941852,-1.49610737451458,-15.06770934983,15.06770934983
"CIAO1_21178.8",7.24131421082694e-11,2280.6949177037,6218.32950614815,-1.44705359218548,-14.6733876675432,14.6733876675432
"RPS6KA3_3469.74",1.00677088873812e-10,1874.88160491852,5073.93627581481,-1.43630590539856,-14.3588497451969,14.3588497451969
"SNX8_6925.26",5.7349558313065e-10,1018.73294240741,2912.78148151852,-1.51562157059426,-14.0065711585986,14.0065711585986
"DEST_18883.4",2.5052866778448e-12,2736.45825108519,6305.10057607407,-1.20420953778413,-13.9702065331933,13.9702065331933
"SMAD2_10364.6",4.50377047725657e-10,3025.41174903704,8477.85625537037,-1.48656800325401,-13.8940944919924,13.8940944919924
"RNF31_23183.6",6.29034264142877e-11,1361.74510286667,3487.40462966667,-1.35669708504395,-13.8401088373057,13.8401088373057
"PRAF3_13503.19",5.52376378118073e-10,9001.34788092592,25348.2820581481,-1.49367501909927,-13.8280921666792,13.8280921666792
"KPCT_3817.18",1.44106680184449e-09,1518.8078394963,4385.90905351852,-1.5299365457876,-13.5266522878218,13.5266522878218
"ARL8A_23281.29",6.69773042334474e-09,13251.2356378407,41038.5636618519,-1.63085334499044,-13.3307132119201,13.3307132119201
"KPRB_19150.20",6.08010745004089e-14,16658.4683132222,33405.112407037,-1.00381315733814,-13.2664837714192,13.2664837714192
"IL.1F6_14150.7",8.28709017391768e-08,6782.17604948148,1866.48814822222,1.86142188596713,13.1818413846901,13.1818413846901
"ERAB_4217.49",1.10660282526703e-08,4143.40473263333,13042.7379005185,-1.65435809201502,-13.1620865877019,13.1620865877019
"p60.Src_15433.4",4.26173697130501e-09,4629.87423875556,13736.4258438889,-1.56896175902067,-13.1328584656909,13.1328584656909
"LANC2_12628.31",6.03692437170331e-12,5347.56932090741,11940.391646037,-1.15889497354123,-13.0018562516967,13.0018562516967
"AIP_3839.60",4.93743519800296e-11,1636.06576138519,3910.49218111111,-1.25711946065345,-12.9564999502971,12.9564999502971
"M2.PK_4240.31",2.75126614998961e-09,17082.3918932333,48296.6093011111,-1.49941191047839,-12.835666771495,12.835666771495
"AGAP2_14291.53",9.52831959589833e-09,415.383107007407,1258.73611117407,-1.59946140940304,-12.8292538685086,12.8292538685086
"LYNB_3381.24",1.19691282635784e-09,20105.4703702963,54019.8172011111,-1.42590066930084,-12.7217966227794,12.7217966227794
"AMPD2_18403.25",6.55573667461102e-08,1042.76833333704,3552.49082308889,-1.76841224559325,-12.7031745025953,12.7031745025953
"VAV_5275.28",2.11864111314941e-08,3583.01755145185,11251.6772018148,-1.65089305329597,-12.6688585368288,12.6688585368288
"SYMC_24425.8",1.40535848718261e-09,9838.53921848889,26223.2183937037,-1.41432872759865,-12.5199389778901,12.5199389778901
"Alpha.1.syntrophin_19274.80",2.63230080448501e-09,5666.29193388519,15300.3667904815,-1.43308940051604,-12.2954262312864,12.2954262312864
"LYN_3453.87",1.71002974263365e-08,6211.09100801111,18513.0322635185,-1.57562260253019,-12.2378549805129,12.2378549805129
"HGS_13644.30",1.46237072385716e-08,3888.48411533333,11305.6791775185,-1.53976791275105,-12.0639930843005,12.0639930843005
"DCTD_17756.69",5.46002000244188e-10,2545.39462951852,6249.43460907407,-1.29583632971892,-12.0030802270777,12.0030802270777
"TXN4A_21651.9",4.10155592796538e-08,24392.2212349259,8030.93304522222,1.6027816236602,11.8398301762452,11.8398301762452
"PKC.B.II_5475.10",3.77035185346655e-10,34580.6387654444,81430.8130014815,-1.23561028784652,-11.6439194966406,11.6439194966406
"TACO1_9257.14",2.44911350615675e-08,1545.55765436667,4431.29107003704,-1.51959962112848,-11.5656591717281,11.5656591717281
"FAF2_9738.7",3.05724891282952e-08,5019.04781892593,14453.1095887778,-1.52589432564669,-11.4665910925634,11.4665910925634
"STAT3_10346.5",3.4982403633567e-10,14710.5457212593,33860.6418107407,-1.20275855137212,-11.3734657007928,11.3734657007928
"SYDC_12675.14",5.98277272133985e-10,34744.6093002222,81601.8236211111,-1.23181223560988,-11.3611243448014,11.3611243448014
"UBP4_21763.46",2.88220476864301e-08,1799.9723662963,5113.41561737037,-1.50631253469947,-11.3580110000572,11.3580110000572
"AMPK.a2b2g1_5245.40",4.15108350788006e-08,2712.99960901111,7854.57769533333,-1.53364487079702,-11.3211187982423,11.3211187982423
"HSP.40_3852.19",5.67099809684144e-09,855.729691318518,2157.10592591111,-1.33386996873201,-10.9995459428357,10.9995459428357
"ACADV_19262.219",4.26953823314354e-08,6497.86343583704,18249.9374071852,-1.48985418761544,-10.9796578668979,10.9796578668979
"Kininostatin_19631.13",1.96831470535451e-05,18052.4902057037,3709.97847725926,2.28271513734647,10.7422416350381,10.7422416350381
"FER_4220.39",7.53816484686668e-07,693.827695514815,2327.15580248519,-1.74591846710707,-10.6897950049005,10.6897950049005
"TTC9A_24474.12",1.7937054381692e-07,857.4905144,2553.50199587407,-1.57428456936673,-10.6205155052737,10.6205155052737
"ZADH2_17345.12",6.18134876417664e-08,3651.83020601481,10049.9294448889,-1.46049378001641,-10.5285780768723,10.5285780768723
"iC3b_2683.1",1.57833064457374e-05,33698.3506163704,7404.4565432963,2.18621222304094,10.497758249553,10.497758249553
"GSTK1_13474.40",7.33309197710393e-09,4975.55197522222,12133.8381901111,-1.28610748905362,-10.4621151404823,10.4621151404823
"GCNL2_19797.4",3.8492002012802e-09,1212.54676958889,2862.83936218519,-1.23940632592937,-10.4291450328601,10.4291450328601
"KC1G1_20130.144",2.14596961112898e-07,2271.28748971852,6715.27539077778,-1.56393623753356,-10.4289155480345,10.4289155480345
"METAP1_3210.1",3.7589596133053e-07,1425.98104938148,4370.1595472963,-1.61573114192732,-10.3809632671134,10.3809632671134
"C3b_4480.59",0.000452123542175875,20720.7653917037,2454.72495886296,3.07744400376737,10.2932589157813,10.2932589157813
"HMHA1_13544.9",1.66654626041013e-08,20319.3639914815,50595.0080248148,-1.3161398023216,-10.2371757445692,10.2371757445692
"UN45A_13082.9",9.39203746908884e-08,4142.89415614444,11202.2171601111,-1.43507343346191,-10.0846056978907,10.0846056978907
"CACP_12637.7",1.19118893473171e-07,1698.31991774444,4656.008683,-1.45498549934238,-10.0743477507077,10.0743477507077
"RABE1_24417.22",9.09742514911807e-09,2521.52411524074,6008.58893003704,-1.25273020215891,-10.0733056643103,10.0733056643103
"DNJB9_11214.40",2.21629790323922e-08,19802.254691963,7974.89530862963,1.31212722047571,10.0435096789411,10.0435096789411
"ODPX_18319.7",5.86697547462469e-08,1596.24504115185,4178.47909466667,-1.3882957798364,-10.0395799466465,10.0395799466465
"DOK2_19578.19",1.68318190817741e-08,20692.0273246296,50536.0163781481,-1.28823694310142,-10.0145851664891,10.0145851664891
"GAPDH..liver_3848.14",2.91991613652333e-07,3330.00909482222,9580.41781877778,-1.52456245823969,-9.96245099994052,9.96245099994052
"CSNK1G2_17436.193",1.04245361468933e-07,641.425987696296,1696.86757207037,-1.40351926603419,-9.799291880349,9.799291880349
"DOK2_14246.50",2.11239190255573e-07,1737.66259265185,4742.61283959259,-1.44853412289959,-9.66929192343847,9.66929192343847
"KS6B1_15608.5",1.93432690709527e-10,628.160020574074,1250.42216051852,-0.993211221456024,-9.6475275293842,9.6475275293842
"VSIG4_17678.28",5.24590347092275e-07,11196.9973246296,3867.13172837037,1.53377608589924,9.63238944676972,9.63238944676972
"THIC_17341.89",2.2045623548149e-07,2608.02650205926,7100.06037055555,-1.44487276172992,-9.61805216647788,9.61805216647788
"HDHD2_13472.35",1.34091663318307e-08,2821.35148154444,6576.80897114815,-1.22100135978232,-9.61245313414834,9.61245313414834
"SCOT_25043.74",3.41822315016868e-09,9334.50635792593,20470.2050618519,-1.13287992003318,-9.59118751321074,9.59118751321074
"UB2Q1_21727.15",2.95826538575067e-08,2003.48500003704,4837.94288074074,-1.27188202776912,-9.57595255963709,9.57595255963709
"S100A6_13090.17",2.27265118630435e-11,1342.83855971481,2500.22890948148,-0.896774317625078,-9.54478804983953,9.54478804983953
"PDE5A_5256.86",2.86015774087956e-08,10288.0312548519,24561.6866259259,-1.25544270183771,-9.47057013807191,9.47057013807191
"DECR_12687.2",5.53068034152303e-08,10868.9117898148,26809.1058844444,-1.30251560151579,-9.45264415167846,9.45264415167846
"C1TC_12575.30",1.512129250823e-10,9002.77761303704,17529.6011525926,-0.961351083426422,-9.44086283671417,9.44086283671417
"RAGP1_25036.10",7.58410467798077e-09,1111.80576130741,2487.944321,-1.16204943583394,-9.435952605456,9.435952605456
"SYDM_12395.86",1.57720572774171e-07,10169.401975137,26595.0509662963,-1.38692295957805,-9.43400482713233,9.43400482713233
"PKC.A_2644.11",2.73767602804729e-08,16899.2107003704,39882.4986422222,-1.23879993241355,-9.36857060141008,9.36857060141008
"ARH_18183.3",5.80647811111552e-08,20129.6849386296,49300.9951025926,-1.29229217460528,-9.3511388721057,9.3511388721057
"EHD3_25232.4",1.82174769205114e-08,18587.7428797778,42807.2258851852,-1.20350275135216,-9.31452371173041,9.31452371173041
"FGL1_5581.28",6.71667031189016e-09,82513.7709848148,37600.7504940741,1.1338734576668,9.26697311733258,9.26697311733258
"FTMT_8048.9",2.12539091638571e-07,10465.9958018519,4022.91034981481,1.37939809225888,9.20411816198684,9.20411816198684
"RT4I1_18180.58",5.34981728654177e-08,1095.88277776667,2611.48263388889,-1.25277562277126,-9.10975970084376,9.10975970084376
"ACTN1_9843.5",1.9863421736272e-07,6545.43401247037,16717.8497936667,-1.35282854146924,-9.06658374620786,9.06658374620786
"BIN2_21540.73",1.53018880896235e-08,44562.5417686296,99518.7867962963,-1.15913737431248,-9.05895413544637,9.05895413544637
"CHKB_13117.232",9.45035737339503e-07,6592.96401222222,2335.83611111111,1.49698815222057,9.01868261907664,9.01868261907664
"RAB32_17778.19",8.26817203858588e-07,4647.14625483333,12950.2588881852,-1.47856398394121,-8.99349923562374,8.99349923562374
"MAPK2_3820.68",3.91542300077141e-08,3007.8246295963,6977.75938281481,-1.21404339577183,-8.99268811519831,8.99268811519831
"MP2K5_22041.26",1.06825351434233e-08,19134.750988037,41793.8661307407,-1.1270960944889,-8.98445003029198,8.98445003029198
"SH3G3_18318.98",8.56077951134765e-08,9677.59502080741,23357.1191362963,-1.27114187039164,-8.98377824800083,8.98377824800083
"VPS25_18189.12",2.42557339564836e-08,1479.34388891111,3337.66148148148,-1.17388017748983,-8.93931539966081,8.93931539966081
"M4K5_21989.12",3.15917738302147e-07,4313.8845472963,11171.9796914815,-1.37282538498019,-8.92394981010624,8.92394981010624
"SHIP_25264.102",1.82184746670295e-09,1101.72189300741,2230.2845267037,-1.01746768128565,-8.89214657769175,8.89214657769175
"RCD1_8975.26",1.04172472989506e-06,1587.27497943333,4437.52358025926,-1.4832027035284,-8.87288496189487,8.87288496189487
"PI42A_12697.30",3.03525919921272e-08,7451.68784007037,16765.2741975556,-1.16983693425744,-8.79460503634896,8.79460503634896
"GSK.3.beta_24050.26",3.45776127823764e-07,3112.44930043333,7957.10773625926,-1.35419379577305,-8.74972371535783,8.74972371535783
"RAB21_17514.48",2.49820582718175e-09,28552.1784772963,57766.6307818519,-1.01663552776318,-8.74547677758949,8.74547677758949
"HN1_19335.2",2.37880773779532e-06,5448.11259285185,1862.13454744444,1.54879920121435,8.70989015824577,8.70989015824577
"SNTB1_9078.207",1.27655514950491e-08,7211.53977307407,15489.2688896296,-1.10288981422417,-8.70616853905838,8.70616853905838
"PAK6_3827.22",5.85287716026816e-07,2455.55179017778,6465.143745,-1.39663519623466,-8.70471124814105,8.70471124814105
"GSH0_18214.2",1.43278615911606e-08,2277.51162545926,4914.740926,-1.10965695060876,-8.70394785374366,8.70394785374366
"LANC1_13986.6",2.63744795199e-08,1162.56191357407,2574.17504118519,-1.14680260798072,-8.69140607126909,8.69140607126909
"SH3G2_20139.57",5.18810280054076e-07,2973.40327161481,7738.33195540741,-1.37990747430498,-8.67270664619965,8.67270664619965
"SH3G2_12499.108",7.63356473879516e-08,14180.6687240741,32957.3243618519,-1.21667355418552,-8.6593973587289,8.6593973587289
"UN45A_11712.207",3.24193745392452e-07,447.558600840741,1127.19160500741,-1.33258427368673,-8.64739969649949,8.64739969649949
"SYNC_21383.37",1.24563199403311e-08,17448.9286425185,37184.1297125926,-1.09154854830509,-8.62826583834014,8.62826583834014
"GAGE.2_25413.80",2.75001309827759e-07,4798.61483540741,1930.90440337037,1.31334127859574,8.61639247162192,8.61639247162192
"ACO13_17675.17",1.10141288138589e-07,14649.7072221444,34476.6666662963,-1.23474846365623,-8.59144136061248,8.59144136061248
"PTRD1_20386.15",2.19257805839811e-07,1254.87598765185,3064.2861728,-1.28800623865766,-8.57689142143595,8.57689142143595
"EIF1B_12701.1",5.63444056049804e-08,7065.9568310037,16042.815104037,-1.18297047979657,-8.57552950518292,8.57552950518292
"RFIP3_25500.6",4.80418803038428e-06,1120.05551433704,3412.3675307037,-1.60720280152517,-8.54771524063947,8.54771524063947
"DUS28_9940.35",3.52675883920969e-07,1519.93845681852,3794.505144,-1.31989884120263,-8.51681125247181,8.51681125247181
"CBL_12016.60",9.25748054031344e-09,12316.6189712222,25676.5680666667,-1.05984610764229,-8.51428132835498,8.51428132835498
"SCO2_16851.50",1.58910475418833e-07,387.561296292593,920.179465033333,-1.24749075765501,-8.48149938533175,8.48149938533175
"PRDC1_20950.159",1.61722285891963e-07,12193.5804319667,28888.0111114815,-1.24434906994635,-8.45066089441907,8.45066089441907
"Dynamin_24435.1",9.37388121891055e-08,14533.1058224074,33437.2937866667,-1.20211503954113,-8.44856133299944,8.44856133299944
"RAB6A_20083.1",1.07936457818816e-06,3068.72730456667,8132.07991781481,-1.40598394359718,-8.38926975893689,8.38926975893689
"KS6B1_11817.1",9.96439645908931e-08,847.442510277778,1942.06718107037,-1.19640570255773,-8.37669315185806,8.37669315185806
"MTDC_18321.38",2.27902813498311e-06,562.942654262963,1575.22870366296,-1.48450143452473,-8.3759286841136,8.3759286841136
"PDE5A_16805.5",2.83471706246272e-08,32894.796378,70695.1412337037,-1.10375168193484,-8.33055509338547,8.33055509338547
"OBF1_21839.3",9.83689175098666e-07,790.960267448148,2064.20841562963,-1.38391151151131,-8.31335311417385,8.31335311417385
"PRS6A_23665.35",1.5415695523785e-10,2080.29327174074,3741.68563788889,-0.846901425653279,-8.30982801888175,8.30982801888175
"SHP.2_11830.48",1.25400117331206e-09,20793.6826748148,39682.9323040741,-0.932373345207331,-8.299709725069,8.299709725069
"PURB_18300.39",7.06151091913751e-09,6335.82979451852,12829.2519952593,-1.01783157253663,-8.29644933808013,8.29644933808013
"Histone.H2A.type.1_22468.54",4.00429890129562e-05,38676.020432,10481.8611927778,1.88354444722293,8.28283681538895,8.28283681538895
"IDH_18338.26",1.33772516556435e-06,16098.6151853222,42773.8230862963,-1.40979156778546,-8.28059842061508,8.28059842061508
"C3_2754.50",2.63310732122224e-07,72821.4116448148,30468.8654944444,1.25702692533138,8.2706481753752,8.2706481753752
"IP6K1_22404.4",9.44693879697342e-08,548.950288048148,1239.4182097963,-1.17491565757327,-8.2534404744588,8.2534404744588
"STAT3_10354.57",8.7217839165356e-09,4040.20004111111,8212.30222222222,-1.02335999483394,-8.24766209526317,8.24766209526317
"DEST_22958.6",2.62370048334039e-07,3743.2458437963,8896.31160455556,-1.24891751845611,-8.21923327701657,8.21923327701657
"EF.1.alpha.1_25256.23",7.29844878232379e-08,11735.020247037,26044.9494234444,-1.15018330450957,-8.20859305266281,8.20859305266281
"MITD1_23266.62",6.54095649495204e-07,1110.67471191852,2782.65082307778,-1.32502353523704,-8.19442088008986,8.19442088008986
"BAP18_21153.5",8.18273447835984e-08,10582.5111317407,23563.7203692593,-1.15488533152068,-8.18478961272349,8.18478961272349
"HCDH_17739.1",2.43471476028136e-07,13346.538025037,31427.8906162963,-1.23557987628701,-8.17157165246328,8.17157165246328
"PCDGK_7859.21",2.56833071894853e-06,3884.15594652222,1410.84604942963,1.46104055464424,8.16772668214147,8.16772668214147
"VAPA_7167.102",4.7234646576791e-07,27669.3054304074,67708.3038262963,-1.29104634936778,-8.16682266880577,8.16682266880577
"ILK1_10053.5",1.99546065377489e-07,8902.01397050741,20712.7141554444,-1.21831294399462,-8.16264413160229,8.16264413160229
"DAB2_21963.48",2.69127157482827e-07,19019.9230446667,44955.1670781482,-1.24097553742039,-8.15326199202316,8.15326199202316
"HTRA1_15594.47",9.88475050354464e-08,24451.3511935556,10925.4108642593,1.16222665624379,8.14143757746164,8.14143757746164
"Phosphomannomutase.2_17794.6",3.97849262692137e-07,5420.34201656667,13058.8488888889,-1.26857194008572,-8.11921744654541,8.11921744654541
"EFHA1_6226.69",1.01414326631277e-06,1767.6036007963,4508.89674896296,-1.35097969836709,-8.0976381443515,8.0976381443515
"NT5M_17856.23",9.8885554659931e-07,948.417736640741,2412.71738694444,-1.34706438727097,-8.08894268282425,8.08894268282425
"CMIP_25100.11",1.54345579916766e-07,1601.80139918519,3629.54314814815,-1.18009268215717,-8.03820815276242,8.03820815276242
"PLPP_3897.61",1.1528768343023e-08,2443.3181687037,4913.1839917037,-1.00781652348822,-8.00026634768069,8.00026634768069
"SARG_24950.21",4.84399181284881e-07,2377.41668725556,5710.96872433333,-1.26434069876698,-7.98405434525681,7.98405434525681
"HEXI1_15596.7",3.29734550269573e-07,3585.02353924074,8409.69246911111,-1.23007045238699,-7.97311438014805,7.97311438014805
"ATE1_25108.6",4.66202824100217e-08,6561.70481455556,13934.874280037,-1.08655738733517,-7.96601410209652,7.96601410209652
"EHD1_24235.2",2.34072555246993e-08,15540.7230045185,32011.4960918519,-1.04253648024068,-7.95523047572009,7.95523047572009
"X5NT3_19615.213",1.63762597115557e-08,615.075329244444,1246.89572013333,-1.01950579981888,-7.93765325196186,7.93765325196186
"Activin.A_19622.7",4.33808331567853e-07,13192.266749037,5556.20325096296,1.24752119513755,7.93760574223942,7.93760574223942
"GRL1A_23398.1",6.78093790766195e-08,984.103950674074,2119.74732507778,-1.10700968480792,-7.93583165484161,7.93583165484161
"Sphingosine.kinase.1_4294.16",9.69754816294932e-07,3561.58736639259,8887.90102892593,-1.31932237141368,-7.93353142256505,7.93353142256505
"OLFL3_8660.33",3.07539183170679e-06,9838.15144059259,3640.80925933333,1.43412810242336,7.90505685863598,7.90505685863598
"EF1D_17826.341",8.19585388641023e-09,26570.7500411111,52261.6513577778,-0.975913758587413,-7.89163467060998,7.89163467060998
"AP4A_16583.8",1.74571859943704e-07,4515.73491751852,10085.361316963,-1.15923006601336,-7.83410664898814,7.83410664898814
"NCOA7_25299.11",1.38963386729348e-08,2568.41981474074,5120.47333333333,-0.995396144309237,-7.82092665732387,7.82092665732387
"DOK1_16831.7",1.6740781621668e-08,1779.10798352593,3571.89592585185,-1.00553596724246,-7.81927319162285,7.81927319162285
