"Protein","Active_mean","Inactive_mean","Healthy_control_mean","Active/Healthy_control","Inactive/Healthy_control","Active/Inactive","log(Active_and_Healthy_control)","log(Inactive_and_Healthy_control)","log(Active_and_Inactive)"
"CBS_10086.39",1687.39422222222,1851.72805555555,1389.66840740741,1.21424234243783,1.33249633199201,0.911253797316351,0.280056388101968,0.414131561634196,-0.134075173532228
"Alpha.crystallin.A.chain_10087.10",395.972222222222,374.550037037037,322.806018518518,1.22665687597614,1.16029446649103,1.05719445485749,0.294731750585286,0.214490987623873,0.0802407629614132
"APT_10088.37",3969.30240740741,4105.41038888889,9081.30107407407,0.437085212243348,0.452072930453688,0.96684668069973,-1.19401352615312,-1.14537256136987,-0.0486409647832468
"ASML_10089.7",634.025925925926,643.546555555556,1026.30314814815,0.617776460171594,0.627053085354717,0.985205997068214,-0.694843195499538,-0.673340510335204,-0.0215026851643332
"CHIP_10336.3",1260.91355555556,1489.52648148148,2549.18733333333,0.494633540292536,0.584314248703632,0.846519730418927,-1.0155680250481,-0.775183624561406,-0.240384400486692
"NSE_10339.48",11506.7008703704,11182.9757777778,9477.39066666666,1.21412119380507,1.17996357553455,1.02894802770081,0.279912438870948,0.238742325513608,0.0411701133573399
"PIAS4_10342.55",414.377592592593,429.856314814815,359.343277777778,1.15315248181392,1.19622751112279,0.963990939091146,0.205583293745789,0.258491802540678,-0.0529085087948888
"IL.10.Ra_10344.334",4434.47388888889,4641.10964814815,2612.45755555556,1.69743385091892,1.77653016343884,0.955477078775394,0.763355353668401,0.82906218417952,-0.0657068305111192
"STAT3_10346.5",14973.6122777778,15193.1555185185,33551.3463703704,0.446289460711513,0.452832960883376,0.985549858916856,-1.16394835766521,-1.14294912176103,-0.0209992359041791
"IRF1_10351.51",1477.03259259259,1642.23957407407,850.977796296296,1.73568875594765,1.92982658445564,0.899401412504245,0.795508266613888,0.948471211749081,-0.152962945135193
"STAT3_10354.57",3993.39524074074,4107.21444444444,8101.21933333333,0.492937553771627,0.506987192353239,0.972287981247812,-1.02052319994785,-0.979978792948408,-0.0405444069994456
"c.Jun_10356.21",1409.37331481482,1419.21744444444,1154.90324074074,1.22033886917735,1.22886263920619,0.99306369177735,0.287281817458259,0.297323661999246,-0.0100418445409873
"OAS1_10361.25",487.34112962963,472.940407407407,583.953888888889,0.83455412987644,0.809893411802239,1.03044933779536,-0.260922467861905,-0.304196044152843,0.0432735762909373
"c.Myc_10362.35",377.307148148148,372.529111111111,519.550777777778,0.726218041212384,0.717021563714123,1.01282594271032,-0.461525323872993,-0.479911587681765,0.0183862638087728
"SMAD3_10363.13",5342.21485185185,5335.703,8982.56314814815,0.594731677778765,0.594006734158057,1.00122042996993,-0.749689173440624,-0.751448808168792,0.00175963472816721
"SMAD2_10364.6",3100.39531481482,3073.8245,8422.62185185185,0.36810334944969,0.364948653052038,1.00864421986838,-1.44181721772048,-1.454234598561,0.0124173808405223
"IL.23_10365.132",751.521277777778,890.895407407407,764.188148148148,0.983424408764954,1.1658063653124,0.843557247606403,-0.0241139313424845,0.221328183905418,-0.245442115247902
"PDGFRA_10366.11",1534.7847962963,1464.0012037037,989.904296296296,1.55043755445719,1.47893206361588,1.04834940873923,0.632675421023643,0.564555782162762,0.0681196388608812
"IL.12_10367.62",217.146925925926,233.948962962963,189.687777777778,1.14475971235383,1.23333704313326,0.928180758639665,0.195044805155827,0.302567109562516,-0.107522304406689
"STAT1_10370.21",822.494222222223,810.770851851852,1800.3482037037,0.45685285798057,0.45034113411168,1.014459536062,-1.13019851438201,-1.15090983557622,0.0207113211942068
"STAT6_10372.18",5057.60044444444,5112.10966666667,8731.03133333333,0.579267242477476,0.58551040209301,0.989337235353606,-0.787699011875781,-0.772233293222028,-0.0154657186537526
"ANGL3_10382.1",65130.133,62631.7354074074,48349.300037037,1.34707499281496,1.29540107839058,1.0398902820805,0.429830169100606,0.373398850204009,0.0564313188965959
"ZNRF3_10390.21",427.121537037037,450.459814814815,483.822277777778,0.882806676449108,0.931043971112288,0.948190100403579,-0.179830554481893,-0.103078790252997,-0.0767517642288957
"ANGL3_10391.1",2278.42837037037,2231.48987037037,1943.45298148148,1.17236094316701,1.14820882811856,1.02103460142179,0.229416811012962,0.199385053069759,0.0300317579432024
"Mcl.1_10396.6",193.398814814815,233.10787037037,195.642962962963,0.988529369448504,1.19149631982674,0.829653732872835,-0.0166442654748362,0.252774495484621,-0.269418760959457
"ANKR1_10398.110",545.159259259259,556.102833333333,462.419555555556,1.17892777826902,1.20259367635356,0.980320952496362,0.237475340773528,0.266149277485509,-0.0286739367119809
"STX12_10418.36",2809.67581481481,2913.44131481482,5472.63003703704,0.513405034836964,0.532365845141653,0.964383871584317,-0.961830650749055,-0.909510079282541,-0.0523205714665139
