"Protein","Nominal_pvalue","Inactive_mean","Control_mean","the_log(fold_change)","Nominal_pvalue_and_fold_change","Absolute_nominal_pvalue_and_fold_change"
"Cysteine.rich.protein.1_15529.33",4.71887800742088e-17,27106.2879422593,92532.4832018519,-1.77133235003497,-28.9190575738462,28.9190575738462
"SAA_15515.2",2.15674144194658e-09,70782.9815205185,7060.39864207407,3.32558098432285,28.8201563001073,28.8201563001073
"CX038_24707.6",1.94409025755065e-11,307.788065859259,1704.85351851111,-2.46963858885105,-26.4529992556984,26.4529992556984
"MBNL1_24408.30",2.2576275593878e-12,3616.9975103963,17100.9283121481,-2.24121013285636,-26.1019124805424,26.1019124805424
"NEK7_12703.6",3.08786560624587e-14,11428.0694657778,40926.9925937037,-1.84047094737275,-24.8653912219276,24.8653912219276
"MBNL2_24446.65",2.79808094043749e-10,910.309403331482,4430.06950622593,-2.28290044568466,-21.8088669399348,21.8088669399348
"PKHF2_20994.37",1.39211433017006e-12,3592.44598754444,12256.9039504444,-1.77055623447688,-20.9922903166349,20.9922903166349
"X6.Phosphogluconate.dehydrogenase_4187.49",1.9577724448034e-10,5274.32475314815,18742.9142792963,-1.82928698141334,-17.7591529987492,17.7591529987492
"PP1G_19295.32",9.83916134046549e-12,19821.9727571852,59886.2315637037,-1.59512379919486,-17.5575945219826,17.5575945219826
"UBS3B_12558.3",6.12561881340726e-10,19213.0570373778,71304.9551840741,-1.89191524906299,-17.4299314630189,17.4299314630189
"HSP.60_2682.68",3.00073375708288e-11,11898.979753037,35204.4511518518,-1.56491997198595,-16.4672969023316,16.4672969023316
"CRP_4337.49",1.11809977939232e-09,59385.2110281852,17494.8338267778,1.76317473345991,15.7830928995365,15.7830928995365
"PYRG1_23705.42",3.71854273911411e-13,10735.2358436296,25600.66609,-1.25382746114413,-15.5846079434544,15.5846079434544
"KS6A6_12688.115",1.20257801480753e-12,1336.68572015185,3205.34862137037,-1.26182097565866,-15.0407631160925,15.0407631160925
"Glutathione.peroxidase_15591.28",8.49218790120301e-12,3386.15650218519,8623.7682717037,-1.34866975852049,-14.9310964694556,14.9310964694556
"DEST_18883.4",1.13215550820425e-12,2643.23067904815,6246.63720155556,-1.24077740523,-14.8224434119199,14.8224434119199
"I5P2_12641.3",8.30430458722332e-09,3917.60701637778,12859.1814813704,-1.71475422436904,-13.8564088536967,13.8564088536967
"IL.1F6_14150.7",4.48072525889642e-08,6955.3679012963,1893.63489717778,1.87696862915588,13.7931886785191,13.7931886785191
"KLC1_12656.1",9.75780046410256e-08,1193.92841562222,4668.63146086296,-1.96728336802627,-13.7919313412161,13.7919313412161
"GLRX3_16596.25",4.56995892294785e-11,5772.3447119963,14479.9540743704,-1.32682766452088,-13.7195144186639,13.7195144186639
"SAA2_18832.65",0.000235905147246874,16368.8354735926,1250.06067904074,3.71088165657423,13.4603421831295,13.4603421831295
"CIAO1_21178.8",4.87529958064124e-10,2242.20409464444,6088.01205755556,-1.44105361200015,-13.4190893505231,13.4190893505231
"OSBL1_25266.14",6.36306971218639e-09,684.480246948148,2078.14335393704,-1.60221436405709,-13.132282975848,13.132282975848
"WWP1_11307.33",1.87765722410731e-09,3193.0993210037,9029.74255107407,-1.49972742682812,-13.0871969531759,13.0871969531759
"SRCN1_5488.74",5.34652799493629e-09,44922.3982242593,134306.389330741,-1.58002108490614,-13.0698208974549,13.0698208974549
"ARL8A_23281.29",2.11564078808044e-08,12408.0488476259,38665.4218511111,-1.63976768230494,-12.5844922969897,12.5844922969897
"LANC2_12628.31",2.59236695424044e-11,5300.77176938889,11983.7090948519,-1.17680017761432,-12.4579638664739,12.4579638664739
"LYNB_3381.24",3.40974180921265e-09,19231.2316875926,52733.0398348148,-1.45525599953712,-12.3220578444367,12.3220578444367
"SMAD2_10364.6",4.59249298519037e-09,2983.79520577778,8172.17226362963,-1.45357109646438,-12.1198053017748,12.1198053017748
"SNX8_6925.26",7.04208897400121e-09,1025.57294242222,2871.95502059259,-1.48560304931962,-12.1110794988166,12.1110794988166
"KPRB_19150.20",1.25948044436483e-12,16477.2613580741,33331.4886211111,-1.01640927531345,-12.0950758063181,12.0950758063181
"PKC.B.II_5475.10",4.55128272365292e-10,32785.4468311481,80186.4883103704,-1.29030360084136,-12.053843577698,12.053843577698
"PRAF3_13503.19",1.06567248117449e-08,8727.43934181481,24386.5834983704,-1.4824573244047,-11.8187075630174,11.8187075630174
"RPS6KA3_3469.74",2.07663163487313e-09,1883.27868315556,4826.05845685185,-1.35759888829506,-11.7875431368873,11.7875431368873
"SYMC_24425.8",8.23796126098007e-09,9354.81156437778,25409.4994230741,-1.44158745561295,-11.6540528440101,11.6540528440101
"p60.Src_15433.4",4.16673993866756e-08,4466.85407390741,13330.1051852963,-1.57735713487669,-11.6412168125405,11.6412168125405
"KPCT_3817.18",1.49777167603705e-08,1519.5303498037,4189.62413581481,-1.46319533077125,-11.448851443692,11.448851443692
"C3b_4480.59",0.000267363406327484,22867.2534164444,2568.64823047778,3.15420185855409,11.269641620253,11.269641620253
"M2.PK_4240.31",3.0541099858548e-08,16660.1953910111,46755.9563377778,-1.48874484385581,-11.1880891940648,11.1880891940648
"LYN_3453.87",5.87332636915871e-08,5997.90491749259,17518.3695472963,-1.54633795106892,-11.1817488915523,11.1817488915523
"RNF31_23183.6",2.14358234870506e-09,1359.29109050741,3321.21072022222,-1.28885481959011,-11.1729017694172,11.1729017694172
"HGS_13644.30",4.03792632729413e-08,3778.62761325926,10739.9813996667,-1.50705724277595,-11.1429425489361,11.1429425489361
"AIP_3839.60",1.17576870256847e-09,1619.57736631111,3844.23086422222,-1.24707759284547,-11.1360014752534,11.1360014752534
"TTC9A_24474.12",1.29849740064326e-07,836.139629592593,2532.36755142963,-1.59867102704477,-11.0093422141072,11.0093422141072
"VAV_5275.28",1.4103020875949e-07,3540.59767485185,10746.9204937037,-1.60185849610898,-10.9738325386812,10.9738325386812
"FAH2A_23389.28",8.71722240558187e-09,829.903662496296,2131.17734561852,-1.36063487250138,-10.9662025803462,10.9662025803462
"DCTD_17756.69",3.60005665021915e-09,2473.66569947778,5996.96938274074,-1.27758306497463,-10.7875161996849,10.7875161996849
"AGAP2_14291.53",1.16331355829382e-07,417.609979444444,1225.15411528889,-1.55273514807531,-10.7671363219231,10.7671363219231
"iC3b_2683.1",1.78417458989913e-05,36291.111274963,7555.02658444444,2.26410749741905,10.7512562980939,10.7512562980939
"TXN4A_21651.9",1.54618031822624e-07,24368.9600827778,8186.33724288889,1.57375468090502,10.7184337339834,10.7184337339834
"SYDC_12675.14",2.91876776972717e-09,33319.4023045185,79127.9748555556,-1.24782531304743,-10.6499400533722,10.6499400533722
"ERAB_4217.49",1.92752315080802e-07,4103.16218130741,12309.2999990741,-1.58494063714743,-10.642877007803,10.642877007803
"FAF2_9738.7",1.00103150878044e-07,4874.43448548148,13972.3403707037,-1.51926693544266,-10.6341882998481,10.6341882998481
"Alpha.1.syntrophin_19274.80",3.48273445199001e-08,5568.51423855185,14955.7674897407,-1.42533759580499,-10.6302813004426,10.6302813004426
"STAT3_10346.5",8.92076841883268e-10,14439.5476963704,32593.435967037,-1.17455589551522,-10.6292583713009,10.6292583713009
