"Protein","Nominal_pvalue","Active_mean","Control_mean","the_log(fold_change)","Nominal_pvalue_and_fold_change"
"SAA_15515.2",2.15674143962563e-09,70782.9815226337,7060.39864197531,3.32558098438615,28.82015630221
"CRP_4337.49",1.11809977948857e-09,59385.2110288066,17494.8338271605,1.76317473344344,15.7830928993232
"IL.1F6_14150.7",4.48072525306252e-08,6955.36790123457,1893.63489711934,1.8769686291876,13.7931886798135
"SAA2_18832.65",0.000235905147376247,16368.835473251,1250.06067901235,3.7108816565769,13.4603421822553
"C3b_4480.59",0.00026736340619215,22867.2534156379,2568.64823045268,3.1542018585173,11.2696416208149
"iC3b_2683.1",1.78417459127725e-05,36291.1112757202,7555.02658436214,2.26410749746487,10.7512562975519
"TXN4A_21651.9",1.54618031922095e-07,24368.9600823045,8186.33724279835,1.57375468089296,10.7184337334615
"CHKB_13117.232",3.56440796681666e-07,6917.48827160493,2378.11236625514,1.54043140848565,9.9327211225868
"FTMT_8048.9",1.04733707090652e-07,10692.068436214,4078.51934156379,1.39042357800681,9.70503633645529
"Histone.H2A.type.1_22468.54",1.75126326413933e-05,44067.094218107,10977.0527572016,2.00521101320084,9.53808408310928
"MPIP1_11548.84",0.0236438343981243,10771.6152263374,188.272386831276,5.83826936995775,9.49467291949376
"HN1_19335.2",1.12599489022848e-06,5587.40063786008,1889.40604938272,1.56424448827241,9.30485136919087
"PCDGK_7859.21",1.16908615610672e-06,4095.294218107,1426.45456790123,1.52153330478978,9.02596909231418
"GAGE.2_25413.80",4.86446445351634e-07,5253.16648148148,1958.0570781893,1.4237644858714,8.98817531887626
"DNJB9_11214.40",6.64404554653343e-08,20568.6159670782,8720.10074074074,1.2380280129913,8.88602950511627
"XPO5_25963.2",7.50170054917002e-06,13130.6409053498,4024.34962962963,1.70610978081568,8.74354011980998
"H2B2E_14143.8",0.000103592744329233,24733.9016049383,5534.87205761317,2.1598679594066,8.60636249090184
"C3d_5803.24",0.000361426779381879,16790.9298148148,3058.11106995885,2.456969412045,8.45683877141848
"C3_2754.50",2.78416666063667e-07,76355.558436214,31422.0091563786,1.28095775332715,8.39706847228335
"Pregnancy.zone.protein_6580.29",4.75593190215201e-06,35019.2281893004,12389.6715226337,1.49900934868667,7.97887355517048
"TR.ECD_8795.48",1.64235586751896e-05,12063.5955144033,3818.8621399177,1.65944521673416,7.93966995908459
"H2A3_14144.3",0.00128010332855053,13685.9482716049,2045.60098765432,2.74209873221506,7.9322197445061
"VSIG4_17678.28",1.63961229441586e-05,11890.1947736625,3911.17728395062,1.6040975116629,7.67602178803144
"Lectin..mannose.binding.2_7638.30",1.25582675250897e-05,11963.730781893,4187.2024691358,1.51460876582797,7.42320399217074
"FGL1_5581.28",1.59754545520633e-07,82306.4569547325,38883.2330864198,1.08185743273872,7.3528946465137
"NAB1_13933.276",7.02889675589332e-07,4270.58514403292,1870.37283950617,1.19110787242927,7.329021138644
"OLFL3_8660.33",1.83133887513452e-05,11034.529835391,3783.23948559671,1.54433115039619,7.31585384070205
"Endothelial.lipase_23148.100",1.15209202043774e-10,2067.769218107,1248.60569958848,0.727757220238307,7.2328244714486
"Activin.A_19622.7",4.27560265909888e-07,13066.4098148148,6044.24218106996,1.11222942147392,7.0837921455696
"Macrophage.mannose.receptor_2637.77",5.45492537305912e-07,8461.09244855967,3923.12913580247,1.10883912330946,6.94489360110419
"C4b.binding.protein.alpha.chain_9449.150",3.43294655158369e-08,23813.5918106996,12604.8088888889,0.917810994552512,6.85084685600236
"Myeloperoxidase_2580.83",2.87757892007571e-06,19135.7015226337,8133.08524691358,1.23439215107209,6.83973328009488
"OAF_6414.8",2.00478240517773e-07,11344.1219753086,5674.24946502058,0.99944346569826,6.6942051285556
"HTRA1_15594.47",6.4901724292534e-07,24706.0352674897,11716.8304938272,1.0762811501354,6.65975197594452
"IGF.II.receptor_3676.15",1.07100547997966e-07,12941.392037037,6711.87378600823,0.947205316879937,6.60221836817166
"IZUM4_20549.1",3.49613866125042e-08,1237.65971193416,670.56096707819,0.884174295275121,6.59276725157962
"GRIA4_10760.107",7.23613116701919e-07,4568.8483127572,2173.1162345679,1.07206520265632,6.58300948291511
"alpha.1.antichymotrypsin.complex_4153.11",0.000138393229796916,24246.2196707819,7469.36074074074,1.69870314672296,6.55510035575208
"C2_3186.2",2.15739525205928e-08,11940.5904526749,6605.00763374486,0.854242044503723,6.54867955048089
"RM33_13453.2",0.0175094465677659,9971.2971399177,761.657860082305,3.71056620959181,6.51845400048511
"H2B2E_22974.25",0.00129156622414856,8197.25283950617,1768.58905349794,2.21254163300055,6.39177462009789
"IGF.I_2952.75",9.88439045442233e-07,28814.5169135803,13794.4656378601,1.06270626111586,6.38160434742338
"B4GT1_13381.49",8.08941994298154e-08,28995.3216460905,15543.8799588477,0.899473477686328,6.37914021702167
"FCN2_13717.15",8.86620841904692e-08,30216.0205761317,16262.1079012346,0.893799399050785,6.30330759466526
"T.plastin_25960.15",8.39602282491667e-05,14009.9088477366,4842.67329218107,1.53257198838625,6.24665061118232
"PCKGM_20079.6",0.0012734700787309,7143.38895061728,1620.81502057613,2.13988922761845,6.1950033977687
"SNP25_13105.7",0.00747673357389818,6245.53773662551,865.1070781893,2.85187517449976,6.06390823121622
"LBP_3074.6",8.12238003158631e-08,58176.6307407408,32289.4350205761,0.849377548335798,6.02235581090824
"Kininostatin_19631.13",0.000431564066992957,16808.6058024691,4863.10098765432,1.78925160838,6.02075064995201
"IGF.II.receptor_16057.6",4.26961829647651e-08,8921.65403292181,5070.12903292181,0.815288740099208,6.00836082573787
"H2A1A_22402.12",0.00163855830415045,6308.39506172839,1421.20211934156,2.15016126621277,5.9893561296498
"BLC_13701.2",0.00286375001140709,5086.57049382716,994.290864197531,2.35495342281422,5.98879938144494
"TMPS6_11239.49",0.00017703012887775,1993.52909465021,663.818395061728,1.58646414738295,5.95233862283762
"sperm.egg.fusion.protein.1_21526.88",5.99659873547854e-05,2760.6529218107,1054.94884773663,1.38783647169022,5.85957744342715
"ZAP70_4476.22",9.14432810544687e-06,30854.2355555556,13807.561399177,1.16001000804938,5.84511434048123
"sCD14_16914.104",6.87460425159384e-07,26868.8487242798,13941.1654320988,0.946583335668363,5.83355862684167
"S35G2_13501.10",6.4240063764326e-05,3397.91868312757,1295.95343621399,1.39063744433496,5.82982200128448
"H2B3B_18823.52",0.00208777187825833,9954.09997942387,2206.34901234568,2.17362985521309,5.82601695817857
"SAA_4336.2",0.0167306157918364,8258.10129629629,858.575905349794,3.26579252375848,5.80164147053805
"BSP_14023.84",0.000521792033178237,5719.02335390947,1696.44798353909,1.75325160203364,5.75505286512221
"Apo.A.V_15363.32",1.04754118599432e-05,25208.71781893,11375.8801234568,1.14794457348934,5.71656755456222
"C8_2429.27",1.50673517425094e-05,11472.993744856,5101.199218107,1.1693335462494,5.63848318020476
"Inhibin.bB.chain_13676.46",1.24465791335867e-05,13789.7167489712,6264.96335390947,1.13821484730113,5.58288690998777
"NIF3L_23371.5",8.52038840225637e-06,37548.3346502058,17557.2200411523,1.0966844916707,5.5596865640855
"HCC.4_4913.78",1.61877945778655e-06,23083.6753497942,11878.5282304527,0.958516851234999,5.55059118666561
"FUT5_4549.78",1.23814205958462e-05,6668.68427983539,3069.9824691358,1.11917173095054,5.49203255965612
"RNAS4_5644.60",3.20446818477176e-07,18638.577654321,10395.753744856,0.842297404667798,5.47008489672294
"Thrombin_4157.2",0.0123344823000818,12593.4111934156,1729.11452674897,2.86456378744312,5.4681058696877
