0,Protein
0.33852219921594734,SAA_15515.2
0.04659880321679357,CRP_4337.49
0.09511568508514186,SAA2_18832.65
0.015549531847010281,IL.1F6_14150.7
0.019934415100959772,TXN4A_21651.9
0.024658772015761176,TR.ECD_8795.48
0.0030855539971949516,C3b_4480.59
0.03498144395331986,iC3b_2683.1
0.0,Histone.H2A.type.1_22468.54
0.018557431192983573,FTMT_8048.9
0.0,MPIP1_11548.84
0.04249598685374458,CHKB_13117.232
0.019960803058393237,H2B2E_14143.8
0.010245478965141112,DNJB9_11214.40
0.05674862499971363,BSP_14023.84
0.016758004926108374,HN1_19335.2
0.001592949434747647,XPO5_25963.2
0.05122347543351538,LBP_3074.6
0.09405486563143367,GAGE.2_25413.80
0.010564119106699753,VSIG4_17678.28
0.01902421284660769,C3_2754.50
0.002627903122894598,Myeloperoxidase_2580.83
0.014650067436300067,C3d_5803.24
0.049089419044718204,H2A3_14144.3
0.013960253514869762,PCDGK_7859.21
