"Protein","Nominal_pvalue","Inactive_mean","Control_mean","the_log(fold_change)","Nominal_pvalue_and_fold_change","Absolute_nominal_pvalue_and_fold_change"
"SAA_15515.2",1.61018514162448e-10,80171.366909037,6366.52057622222,3.65451003929139,35.7890706509624,35.7890706509624
"Cysteine.rich.protein.1_15529.33",7.24979978567513e-19,25601.8767485556,93450.1434088889,-1.8679473069069,-33.883955172131,33.883955172131
"MBNL1_24408.30",1.66376288967041e-13,3313.36158456667,17389.2990114074,-2.39183221931873,-30.5650052380265,30.5650052380265
"NEK7_12703.6",1.48389469335987e-15,10788.1496303333,42048.6193014815,-1.96261099243398,-29.1027673141738,29.1027673141738
"CX038_24707.6",1.61332242001682e-11,304.687901251852,1815.94039092963,-2.57531272749614,-27.793493031774,27.793493031774
"MBNL2_24446.65",3.83774939004935e-11,829.687716087037,4537.44555563333,-2.45124000079731,-25.531928055525,25.531928055525
"PKHF2_20994.37",7.02784965186957e-14,3437.21355954444,12648.9383125556,-1.87970490098431,-24.7240922817371,24.7240922817371
"X6.Phosphogluconate.dehydrogenase_4187.49",2.4904122988422e-11,5063.00495866667,19202.6230448519,-1.9232375917113,-20.3934897396311,20.3934897396311
"Glutathione.peroxidase_15591.28",1.53471148221364e-14,3223.29238677778,8942.692387,-1.47217418865167,-20.3365748725925,20.3365748725925
"CRP_4337.49",5.91639010767666e-11,61531.3468718889,15742.788147963,1.9666304983763,20.1145850283634,20.1145850283634
"UBS3B_12558.3",1.10702286875956e-10,18141.4569136741,73130.1447303704,-2.01117589600485,-20.0229522854016,20.0229522854016
"PP1G_19295.32",1.75974912771166e-12,19145.8733745185,60971.7099585185,-1.67110653420892,-19.6431040439834,19.6431040439834
"PYRG1_23705.42",1.58266331730108e-14,10277.3499181111,26085.3614811111,-1.34377212169387,-18.5448769470161,18.5448769470161
"SAA2_18832.65",3.42980384226015e-05,18708.442922,1180.84331275556,3.98580004010607,17.7955238727446,17.7955238727446
"GLRX3_16596.25",1.25795230664348e-12,5643.54047336667,15074.1163377407,-1.41740100609902,-16.8675479701318,16.8675479701318
"KLC1_12656.1",1.89759932298717e-08,1109.92884774074,5016.07323041852,-2.17609121519629,-16.8033313166655,16.8033313166655
"WWP1_11307.33",8.00645657602526e-11,2997.60150204074,9408.40724255556,-1.65014190283998,-16.6607561487916,16.6607561487916
"I5P2_12641.3",1.10604051043548e-09,3708.2241562037,13429.5752259259,-1.85661331309337,-16.6282539334556,16.6282539334556
"HSP.60_2682.68",4.40512697593134e-11,11974.3222221111,36055.8802874074,-1.5902905671755,-16.4691152200061,16.4691152200061
"LIMD2_20991.2",7.88090283896357e-11,2962.12656377037,9136.6399997037,-1.62503042710917,-16.4183714614284,16.4183714614284
"IL.1F6_14150.7",1.35489388765621e-08,6975.52711940741,1662.05868318519,2.06933092014101,16.2816916793634,16.2816916793634
"KS6A6_12688.115",4.13512985509446e-13,1349.11674894444,3352.55858022222,-1.31324734032894,-16.2626126847928,16.2626126847928
"OSBL1_25266.14",4.6222887369511e-10,661.478847748148,2184.71679015926,-1.72367934300111,-16.0907930311466,16.0907930311466
