"Protein","Nominal_pvalue","Inactive_mean","Control_mean","the_log(fold_change)","Nominal_pvalue_and_fold_change","Absolute_nominal_pvalue_and_fold_change"
"SCOT_25043.74",5.73789746474492e-08,9667.28829192593,20534.6875307407,-1.08687982391908,-7.87036549993864,7.87036549993864
"C3_2754.50",5.17778573531048e-07,70757.9960888889,29858.1146303704,1.24477012018702,7.82444563561265,7.82444563561265
"ARH_18183.3",4.20169618116936e-07,20665.3718521852,48299.3161725926,-1.22478743959476,-7.80994940124197,7.80994940124197
"DUS28_9940.35",1.01838607336939e-06,1538.41454735556,3793.0562962963,-1.30191647409741,-7.80119749346542,7.80119749346542
"SYDM_12395.86",1.48527809632172e-06,10386.2042178481,26221.9710481111,-1.33610763617637,-7.7870921349553,7.7870921349553
"GCNL2_19797.4",2.18178049101942e-07,1278.87532925926,2867.48146096296,-1.16490852843789,-7.75967581264614,7.75967581264614
"THIC_17341.89",2.12795799520419e-06,2877.51257191481,7407.13329222222,-1.36409306736275,-7.73718628001353,7.73718628001353
"SYNC_21383.37",7.37507849874944e-08,17642.4251031481,37256.6674903704,-1.07844974944892,-7.69175527232557,7.69175527232557
"ACO13_17675.17",5.22202873437477e-07,14777.5412552926,34447.8029214815,-1.22100572262532,-7.67055421739585,7.67055421739585
"LANC1_13986.6",1.07780238022866e-07,1209.80039094444,2590.16619340741,-1.09827563683947,-7.65219251497069,7.65219251497069
"UBP19_21730.56",6.23962986135909e-09,548.522222203704,1040.53701644444,-0.923706314320745,-7.57886359872899,7.57886359872899
"ACTN1_9843.5",1.77121455789013e-06,6699.80117301481,16595.8978592222,-1.3086364960611,-7.52692225834932,7.52692225834932
"RABE1_24417.22",3.41288872155171e-07,2660.54944446296,5951.25094651852,-1.1614687379805,-7.51107648045243,7.51107648045243
"GAGE.2_25413.80",2.50992436333597e-06,4871.76845666667,1928.17107007407,1.33721251188105,7.4888438707306,7.4888438707306
"Endothelial.lipase_23148.100",2.87313493282433e-09,2179.36676962963,1194.69895054815,0.867261888096154,7.40784228336052,7.40784228336052
"SHP.2_11830.48",6.10962838503258e-09,21074.5247322593,39322.1383944444,-0.899841683429348,-7.391286274252,7.391286274252
"DOK2_14246.50",2.63084920596094e-06,1859.82000003333,4655.62967088889,-1.32381330559358,-7.38675121729124,7.38675121729124
"RAB6A_20083.1",4.33533296018574e-06,3143.20259262593,8161.89831314815,-1.37666947367007,-7.38304747063884,7.38304747063884
"RFIP3_25500.6",1.36842549248628e-05,1185.6753702963,3394.13411507037,-1.51733450830311,-7.37997948062204,7.37997948062204
"RT4I1_18180.58",5.63165259293138e-07,1150.19109055185,2602.12934170741,-1.17781910690326,-7.36062049471392,7.36062049471392
"UN45A_11712.207",1.53554395095194e-06,472.274588507407,1133.68520584444,-1.26332228177339,-7.34462443805825,7.34462443805825
"VAPA_7167.102",1.08968964860668e-06,29234.5864184815,68542.4680651852,-1.22932195943949,-7.33007457424632,7.33007457424632
"SNTB1_9078.207",1.39579255442238e-07,7307.86845655555,15328.7572847037,-1.06871817078908,-7.32625449240218,7.32625449240218
"MAPK2_3820.68",5.22076152661578e-07,3052.15944440741,6818.40493837037,-1.15960395192325,-7.28494064760784,7.28494064760784
"OAF_6414.8",1.24720902652679e-07,11403.1527565185,5494.27078188889,1.05343283784006,7.27296431339457,7.27296431339457
"CACP_12637.7",3.60708029887429e-06,1801.00388892963,4547.0245678037,-1.33612150258126,-7.27230115685017,7.27230115685017
"CBL_12016.60",9.77556897838995e-08,12450.149691037,25499.437078963,-1.03430231050189,-7.25031227963094,7.25031227963094
"Fatty.acid.synthase_8403.18",5.36647343844604e-07,1563.8113581,3485.01434148148,-1.15609810161303,-7.24909466195253,7.24909466195253
"DEST_22958.6",1.08021711941199e-06,3887.30843636296,9008.76592525926,-1.21255790849382,-7.23471335528965,7.23471335528965
"TR.ECD_8795.48",3.45082856524722e-05,11498.5104120741,3750.9347737037,1.61612489685541,7.21127311017839,7.21127311017839
"EF1D_17826.341",3.43984357184877e-08,26437.8239508148,51589.5500822222,-0.96447542852506,-7.19832504204104,7.19832504204104
"PDE5A_16805.5",1.71392913996566e-07,33227.628806,69356.7893818518,-1.06165377290256,-7.18315700485061,7.18315700485061
"RAB32_17778.19",6.90183341378202e-06,4919.41687211852,12904.5342791852,-1.3913188563885,-7.18064604758738,7.18064604758738
"EIF1B_12701.1",5.44629542490887e-07,7184.90008211852,15866.263828,-1.14292244489318,-7.15915053654714,7.15915053654714
"PTRD1_20386.15",1.43356929201155e-06,1318.3686213963,3076.61279835556,-1.22258907693656,-7.1442986803506,7.1442986803506
"PRS6A_23665.35",1.345154848268e-09,2152.943354,3760.15541151852,-0.804481930051956,-7.13674239709165,7.13674239709165
"SH3G2_12499.108",7.86170246452953e-07,14553.1822632963,32716.0158433333,-1.16866241384604,-7.13408030154845,7.13408030154845
"C9_13722.105",1.87777953626969e-09,78817.1294214815,44729.3164603704,0.817288494715401,7.13194986768105,7.13194986768105
"AP4A_16583.8",5.76290225907717e-07,4637.903333,10181.0736214074,-1.1343450499093,-7.07758570830232,7.07758570830232
"KS6B1_11817.1",6.27209634250829e-07,890.763888888889,1963.72335394444,-1.14047672120082,-7.07390640325105,7.07390640325105
"HTRA1_15594.47",6.86627043978045e-07,24618.5453087407,11132.3900824074,1.14498214942956,7.05684454589226,7.05684454589226
"PURB_18300.39",7.06706749079132e-08,6472.84444459259,12822.1327362593,-0.986164510307913,-7.05182648433367,7.05182648433367
"Dynamin_24435.1",8.73026091098168e-07,14795.9222010741,33104.2102066667,-1.16181509152011,-7.03940601125964,7.03940601125964
"SAA_4336.2",0.00991453728525334,8702.46148122593,764.296625525926,3.50921895753154,7.03151870297184,7.03151870297184
"IDH_18338.26",5.69388930972804e-06,17110.4665433593,43241.674156037,-1.33754328223737,-7.01486743321166,7.01486743321166
"SARG_24950.21",1.79198895448407e-06,2480.6110493963,5778.78814822222,-1.22007143759597,-7.01134142724041,7.01134142724041
"EF.1.alpha.1_25256.23",6.04135526911906e-07,11977.2645065556,26120.0759255185,-1.12486064259431,-6.99535718237281,6.99535718237281
"CYH3_21365.5",3.36682769748536e-06,276.849938277778,671.266522648148,-1.27778149400561,-6.99301586590565,6.99301586590565
"EFHA1_6226.69",3.97589533026977e-06,1845.76370365926,4527.95502055556,-1.29464175723058,-6.9917970359434,6.9917970359434
"Macrophage.mannose.receptor_2637.77",5.06512920655574e-07,8156.32341540741,3796.83613166667,1.10312124762065,6.94459995073707,6.94459995073707
"SHIP_25264.102",5.71594938855632e-08,1140.50088476296,2210.09823040741,-0.954442927468833,-6.91294577504159,6.91294577504159
"sperm.egg.fusion.protein.1_21526.88",2.17567626355431e-05,2785.52600822963,997.723209877778,1.48123824518946,6.90613367646082,6.90613367646082
"EHD1_24235.2",1.84719427514154e-07,15450.0791362593,31393.1340344444,-1.02283483529366,-6.88724550238829,6.88724550238829
"BAP18_21153.5",5.53330579081039e-07,10645.3974895926,22802.2636611111,-1.09894723318841,-6.87612968317773,6.87612968317773
"GOLM1_17456.53",3.81719912854529e-06,5929.414609,2460.61458848148,1.26887097644338,6.8750667459327,6.8750667459327
"DAB2_21963.48",1.66179464317188e-06,19450.090369963,44296.4003292593,-1.18741260706649,-6.86255931062071,6.86255931062071
"SH3G3_18318.98",1.74984608751231e-06,10178.632304437,23185.5897531111,-1.18768470331434,-6.83750101417145,6.83750101417145
"GSK.3.beta_24050.26",3.95056756993842e-06,3291.71495876296,7902.45736585185,-1.26346193363613,-6.82691504341831,6.82691504341831
"H2A3_14144.3",0.0022008615075947,11971.538642,2024.23792187037,2.5641578121199,6.81401165032368,6.81401165032368
"PI42A_12697.30",6.55768856484346e-07,7875.49292221852,16878.821645963,-1.09977206047539,-6.80016472688483,6.80016472688483
"X5NT3_19615.213",1.05624071718336e-07,634.319711948148,1243.66298347407,-0.971313506018575,-6.77611331140692,6.77611331140692
"XPO5_25963.2",0.00010381704505366,13254.2639507778,4080.14888877778,1.69976285154854,6.77139853652385,6.77139853652385
"C3d_5803.24",0.00131616945443272,14523.9999589259,2851.5633332963,2.34861385070007,6.76562418844091,6.76562418844091
"Apo.A.V_15363.32",4.40771031126234e-06,25742.498560963,10743.4411326296,1.26069592430361,6.75201878741316,6.75201878741316
"PDLI5_23703.8",9.06152648713334e-09,22348.1661321111,39973.7895466667,-0.838897897694338,-6.74708686711482,6.74708686711482
"PLPP_3897.61",1.03346181737963e-07,2536.1181687037,4949.24053492593,-0.964585190983867,-6.73830813592354,6.73830813592354
"Activin.A_19622.7",1.80662737526916e-06,13154.1383747037,5838.97514396296,1.17172967704537,6.72939751616208,6.72939751616208
"PRDC1_20950.159",1.66463038108025e-06,12697.9990740778,28453.5232511111,-1.16400612714438,-6.72642146823403,6.72642146823403
"GUAA_18184.28",2.76666969096862e-07,7540.789815,15348.141399963,-1.02527641843476,-6.72380651869234,6.72380651869234
"Inhibin.bB.chain_13676.46",2.85776080733698e-06,14314.9934561111,6207.4510082963,1.20545413560127,6.68300653566014,6.68300653566014
"alpha.1.antichymotrypsin.complex_4153.11",0.000142045254450851,23955.2226762593,7193.07814825926,1.73565904085903,6.67807533303712,6.67807533303712
"SCO2_16851.50",1.96962095222857e-06,408.595493822222,915.554938266667,-1.16397316469575,-6.64118547701551,6.64118547701551
"RM33_13453.2",0.0185721531682418,9833.53117291481,693.096584366667,3.82658126046927,6.62433924771906,6.62433924771906
"CN37_6609.22",1.28844373465916e-07,3196.11582302222,6178.56172848148,-0.950951350029722,-6.55199255433411,6.55199255433411
"IGF.II.receptor_3676.15",1.98880883962213e-07,12697.7295057778,6452.09720177778,0.976730472078118,6.54546838206311,6.54546838206311
"CISY_18309.18",5.32037656322076e-07,47308.8481435926,97361.0270396296,-1.04123435166743,-6.53276432694527,6.53276432694527
"PPM1F_23923.26",3.80647316968395e-06,2645.29016466296,6089.68069962963,-1.20294060349481,-6.51930920610865,6.51930920610865
"PHF11_22528.1",2.37469704807263e-15,3188.78135803704,2343.37380659259,0.444418075060656,6.49934404718469,6.49934404718469
"HEXI1_15596.7",2.61013821062419e-06,3743.68156391481,8381.98806581481,-1.16283474231033,-6.49249765500772,6.49249765500772
"KTI12_23526.25",2.92262453094537e-06,656.686049362963,1480.41214001111,-1.17272315944627,-6.49011614297315,6.49011614297315
"MITD1_23266.62",6.28951116669536e-06,1176.1343826963,2791.51543212963,-1.24699562272412,-6.48610196713018,6.48610196713018
"OSBP1_25055.56",1.56311573797699e-05,1747.55148146667,4427.58409464074,-1.34118475197794,-6.44574580662817,6.44574580662817
"ITBP2_21985.61",1.80805735497025e-07,2300.34866249259,4455.28985607407,-0.953666748712533,-6.4303725156299,6.4303725156299
"TMOD2_12853.112",9.47238177731858e-05,691.708086377778,2092.94047325926,-1.59729605212249,-6.42678584553911,6.42678584553911
"KPCI_3379.29",5.83820941777269e-07,963.183662574074,1964.05450612963,-1.02795214108515,-6.4079661610091,6.4079661610091
"DOK1_16831.7",1.94113028684065e-07,1841.22279836296,3561.66679003704,-0.951888340633332,-6.38902248755156,6.38902248755156
"ADDB_24468.36",2.46558817288493e-07,1360.3547119,2657.92232518518,-0.966316061443205,-6.38549331930417,6.38549331930417
"ILK1_10053.5",2.54640878911756e-06,9270.09343572963,20419.8881881852,-1.13931918122612,-6.37343338878377,6.37343338878377
"NP1L1_13636.20",2.28192534173586e-07,28597.6779837037,55568.2295488889,-0.95836226479698,-6.36515328229806,6.36515328229806
"ATE1_25108.6",6.71936048654284e-07,6683.27742766667,13642.1633748889,-1.02944477729494,-6.35442501293572,6.35442501293572
"SMAD5_21478.20",1.44724085152225e-06,5038.27022642222,10683.24749,-1.0843498557858,-6.33201672736474,6.33201672736474
"OLFL3_8660.33",6.11654063968886e-05,10447.0978192963,3691.41549392593,1.50085618349008,6.32384872566671,6.32384872566671
"MAPKAPK3_3822.54",1.04108932599534e-06,15472.849712,32174.6238681481,-1.05618435336017,-6.31863557474059,6.31863557474059
"Phosphomannomutase.2_17794.6",6.06755693255976e-06,5647.9883538963,13026.2228804444,-1.20560979780637,-6.28964960533603,6.28964960533603
"B4GT1_13381.49",1.61269712566766e-07,28444.7403703704,14974.0272428889,0.925699628560493,6.28776583904006,6.28776583904006
"IL.18.Ra_3446.7",1.89975070553465e-06,8966.17644037037,4185.801214,1.09898909081646,6.28765000594683,6.28765000594683
"UBA7_21933.7",1.01146260923361e-06,48961.5765183333,101179.653822593,-1.04719729084812,-6.27800029356173,6.27800029356173
"CG045_8298.8",6.85336567650285e-07,3219.07518518519,6500.02619340741,-1.01379925883397,-6.24915605231039,6.24915605231039
"PAK6_3827.22",1.20789628427252e-05,2578.99298358518,6221.51674911111,-1.27045849101205,-6.24807719568245,6.24807719568245
"SH3G2_20139.57",1.12438519082657e-05,3234.67923873333,7736.38500048148,-1.25803693518695,-6.2261315782893,6.2261315782893
"IP6K1_22404.4",1.93448159122296e-06,581.976481444444,1238.4362345037,-1.08948683005444,-6.22471262127829,6.22471262127829
"CMIP_25100.11",2.25039765417109e-06,1715.8717284037,3675.87504114815,-1.09914601718071,-6.20769173335508,6.20769173335508
"BTLA_16308.14",5.3143101185671e-10,2095.5116872963,1317.918539,0.669041368210205,6.20505969942143,6.20505969942143
"Myeloperoxidase_2580.83",5.2690360299276e-06,17954.2646087037,7954.61096722222,1.17446328253878,6.19913293818882,6.19913293818882
"IKK.gamma_21976.4",4.60480147230802e-05,1060.40388888519,2853.50701647407,-1.42812224424148,-6.19346496642055,6.19346496642055
"MTSSL_25252.29",1.09251623131934e-05,2258.04973253704,5358.91493822222,-1.24686365523281,-6.18640392689278,6.18640392689278
"COLL1_9526.3",6.00655407325152e-08,895.877901255556,494.735596703704,0.856644414973931,6.18615022714086,6.18615022714086
"Lectin..mannose.binding.2_7638.30",5.13007804946718e-05,11150.5319342222,4105.53831259259,1.44146923158049,6.18372430085348,6.18372430085348
"CAZA1_11449.22",2.41119698764211e-07,8193.57915603704,15656.9878601852,-0.934240989994432,-6.18258948100699,6.18258948100699
