"Protein","Nominal_pvalue","Active_mean","Control_mean","the_log(fold_change)","Nominal_pvalue_and_fold_change"
"SAA_15515.2",3.20917594040707e-10,79331.174074074,6612.6312345679,3.58459154612319,34.0307015032475
"CRP_4337.49",5.63443691948921e-11,60329.5120164609,14941.854691358,2.013504675962,20.6367104004068
"SAA2_18832.65",3.80994836727618e-05,18624.7394238683,1194.1574691358,3.9631552440435,17.5135036818352
"IL.1F6_14150.7",1.92270552786281e-09,6623.16506172839,1718.49275720165,1.94637704204466,16.964792071352
"TXN4A_21651.9",8.79705914226725e-09,25226.9809465021,7789.84835390947,1.69530041276089,13.6567679414357
"C3b_4480.59",0.000248655753227605,17505.414691358,2554.51117283951,2.77668208775709,10.0082770485517
"FTMT_8048.9",1.28636021588453e-07,10303.1032098765,3902.42154320988,1.40063739799117,9.65128443857862
"iC3b_2683.1",3.05992081866774e-05,30752.2976954733,7027.07711934156,2.12969757044226,9.61407204398873
"EF2K_12332.7",4.85137034750267e-08,4071.67736625514,1658.34242798354,1.29588131194497,9.47825159899145
"CHKB_13117.232",2.24786752665598e-07,6129.21360082304,2329.66652263374,1.39557852627716,9.27812603011869
"MPIP1_11548.84",0.0238449265650163,10780.6315843621,214.971255144033,5.64815412785778,9.16471754102936
"Histone.H2A.type.1_22468.54",3.04636453287185e-05,41405.058127572,10708.0255555556,1.95111453389981,8.81165883075918
"FGL1_5581.28",2.38491063552309e-08,82121.2150205761,37105.1158847737,1.1461368601345,8.73646018175948
"PCDGK_7859.21",3.10909927192627e-07,3523.68310699588,1401.89995884774,1.3297007844903,8.65284889188927
"DNJB9_11214.40",1.67872617348187e-07,20489.0401234568,8527.67983539095,1.26462721868566,8.56787487405485
"Pregnancy.zone.protein_6580.29",1.82348577648884e-06,35582.951563786,12653.2584773663,1.49167722865727,8.56088123266187
"IZUM4_20549.1",4.13495541495844e-09,1260.45251028807,634.26462962963,0.990784966942908,8.30627467042825
"HN1_19335.2",1.01427787355487e-06,4864.18232510288,1884.82053497942,1.36777014419529,8.19819957077721
"VSIG4_17678.28",8.53554285534387e-06,11941.045473251,3907.9890946502,1.61143080773333,8.16797028668987
"LBP_3074.6",2.88038158155803e-09,60432.9347325103,31213.8084773663,0.953150608673109,8.14043040689754
"GRIA4_10760.107",6.879601402172e-08,4455.24502057613,2054.55222222222,1.11668077523691,7.99815539316374
"H2B2E_14143.8",0.000135827162192011,22628.4308641975,5414.43938271605,2.06325267409826,7.97862568227578
"C3_2754.50",5.17778574017748e-07,70757.996090535,29858.1146296296,1.24477012025638,7.82444563554044
"GAGE.2_25413.80",2.50992436808664e-06,4871.76845679012,1928.17106995885,1.33721251200383,7.48884387031897
"Endothelial.lipase_23148.100",2.87313493471196e-09,2179.36676954733,1194.69895061728,0.867261887958184,7.40784228193458
"OAF_6414.8",1.24720902459135e-07,11403.1527572016,5494.270781893,1.05343283792541,7.27296431469375
"TR.ECD_8795.48",3.45082856280307e-05,11498.5104115226,3750.93477366255,1.61612489680205,7.21127311043742
"C9_13722.105",1.87777953723334e-09,78817.1294238683,44729.3164609053,0.817288494741835,7.13194986772957
"HTRA1_15594.47",6.8662704466609e-07,24618.545308642,11132.3900823045,1.14498214943711,7.05684454544048
"SAA_4336.2",0.00991453728757584,8702.46148148148,764.296625514403,3.50921895759566,7.0315187027433
"Macrophage.mannose.receptor_2637.77",5.06512920782556e-07,8156.32341563786,3796.83613168724,1.10312124765359,6.94459995082437
"sperm.egg.fusion.protein.1_21526.88",2.17567626302665e-05,2785.52600823045,997.723209876543,1.48123824519168,6.90613367662714
