"Protein","Nominal_pvalue","Active_mean","Control_mean","the_log(fold_change)","Nominal_pvalue_and_fold_change"
"SAA_15515.2",1.05083984992878e-09,76888.7183950617,6329.07411522634,3.60270556494979,32.3467602946171
"CRP_4337.49",1.09544131050887e-11,62861.9227572016,15994.1803703704,1.97463933778309,21.6428584923629
"SAA2_18832.65",6.244871446629e-05,18239.146872428,1198.21738683128,3.92807667146998,16.5155060449332
"TXN4A_21651.9",1.15695052232469e-08,25453.9835390947,8090.26847736626,1.65363197049585,13.1243564088255
"C3b_4480.59",0.000134609357836312,23647.6441975309,2468.96425925926,3.2597186106867,12.6181254402399
"IL.1F6_14150.7",1.32988892978835e-07,6647.76024691358,1870.72197530864,1.82927318917776,12.5784201858559
"Histone.H2A.type.1_22468.54",7.23158599858139e-06,44981.8717695473,10553.1256378601,2.09167333384121,10.7528040880247
"iC3b_2683.1",1.88643000635024e-05,36396.27218107,7619.06526748971,2.25610477368047,10.6586495786139
"CHKB_13117.232",4.05925678577824e-07,6924.1016255144,2386.66606995885,1.5366301733243,9.82145392355529
"DNJB9_11214.40",3.2849780728092e-08,21079.8567078189,8771.69666666666,1.2649372318958,9.46611669606217
"XPO5_25963.2",7.16693681929151e-06,14716.87,4127.70576131687,1.83405883135228,9.43562088942998
"H2B2E_14143.8",6.28062583996857e-05,25176.3689711934,5484.02847736626,2.19876225940851,9.23919259001724
"MPIP1_11548.84",0.023783095081629,10786.6130246914,217.305308641975,5.63337470314868,9.14708867717487
"VSIG4_17678.28",3.46207172801577e-06,12406.2594650206,4003.64888888889,1.6316808392365,8.91006071804542
"HN1_19335.2",2.11138725431318e-06,5500.07049382716,1881.90294238683,1.54725788546484,8.7813570770354
"GAGE.2_25413.80",6.91640764678294e-07,5237.08648148148,1963.89839506173,1.41504413680764,8.71684086408178
"FTMT_8048.9",4.08194401325994e-07,10310.2312757202,4068.67195473251,1.34144682525078,8.57068212024535
"PCDGK_7859.21",2.45743125022942e-06,4038.05660493827,1420.20193415638,1.50756505762043,8.456714266509
"H2A3_14144.3",0.00101192421679727,13855.406255144,2007.97343621399,2.7866369238863,8.34556519452816
"HTRA1_15594.47",7.15857152292721e-08,25902.3077777778,11632.1183950617,1.15496678259086,8.25243820028138
