"Protein","Adjusted_linear_model","linear_modeling_pvalue","spearman","spearman_pvalue","log_lm_pvalue","log_spear_pvalue"
"XRCC1_12535.2","~ PGA",0.524553725701993,0.0438876232188785,0.817875033557995,0.280210023998585,0.0873130488741685
"MTMR6_12536.46","~ PGA",0.911161703437605,-0.0785000270976848,0.680097634517594,0.0404045421502515,0.167428735693068
"PURA_12537.88","~ PGA",0.969121266662702,0.0641418835640445,0.736314061133534,0.0136218760480114,0.132936905873435
"RGS7_12538.19","~ PGA",0.373629304775115,0.0199077878518624,0.916838972424152,0.427559068194059,0.0377069342630062
"RHOG_12540.25","~ PGA",0.511491046498942,0.0566756325671716,0.766104733516209,0.291161964083075,0.115711854285284
"ZN560_12543.76","~ PGA",0.437616403230384,-0.0368746524983361,0.846603220732818,0.358906407655138,0.0723200836722734
"SMTN_12546.1","~ PGA",0.55285535498627,-0.206543298963073,0.27348372178502,0.257388479451668,0.56306851850544
"RRAGC_12548.75","~ PGA",0.253707761141739,0.13597626815517,0.473704679622332,0.595666247127994,0.324492324953028
"PTGD2_12549.33","~ PGA",0.920016183487686,-0.0117636928215551,0.950804478755975,0.0362045331570715,0.0219087811987748
"ITCH_12551.3","~ PGA + Aspirin",0.872994117635488,-0.122613875178516,0.51860977246962,0.0589886826255357,0.285159303822659
"VRK1_12553.5","~ PGA",0.977150799293305,-0.0178717640942856,0.925319214571858,0.0100384083925801,0.0337084194645604
"RA51D_12554.10","~ PGA",0.0242316011867154,-0.454938197387447,0.0115391399504348,1.61561788740688,1.93782655935183
"UBE2C_12556.7","~ PGA + Age",0.94211083250705,0.0278256580202168,0.883953457757461,0.0258980026054121,0.0535706010177332
"NOVA1_12557.18","~ PGA + Age",0.104072763824705,-0.150891982922639,0.426076029230679,0.982662911875481,0.370512898246573
"UBS3B_12558.3","~ PGA",0.557703244505882,-0.0316714806734175,0.86804507377743,0.253596828940567,0.0614577232283719
"NT5C_12560.9","~ PGA",0.91687233707856,-0.000678674585858946,0.997160100372908,0.0376911301555369,0.00123510735894816
"PKN1_12562.1","~ PGA",0.115098908606043,-0.21468739399338,0.254589808086261,0.938928794429464,0.594158986308812
"TFIP8_12563.2","~ PGA",0.525698696277686,-0.0334812795690414,0.860575833401981,0.279263100021919,0.0652108538931686
"NIP7_12564.9","~ PGA",0.314487828103462,-0.171704670222313,0.364265516600559,0.502396158771328,0.438581939542947
"KEAP1_12568.14","~ PGA",0.895116854928436,-0.00464484866824086,0.980565505944566,0.0481202650887122,0.00852338830932025
"TCP.1.epsilon_12569.25","~ PGA + Prednisone",0.483350071302387,0.0318977055353705,0.867110796170406,0.315738213005238,0.0619254064556087
"ARL3_12571.14","~ PGA",0.91859989426494,0.0325763801212294,0.864309020895677,0.036873608907379,0.0633309541932956
"EFS_12572.236","~ PGA",0.551597012424768,-0.256793784286386,0.17073305868134,0.258378094727789,0.767682379220254
"TRIM3_12573.80","~ PGA",0.972398645090907,-0.012216142545461,0.948914744175165,0.0121556549602863,0.0227728052729646
"Endothelin.2_12574.36","~ PGA",0.911705201750201,0.167651272384328,0.375867347402842,0.0401455673184554,0.424965400965389
"C1TC_12575.30","~ PGA",0.897872665014645,0.0142521663030379,0.940414444111683,0.0467852499726205,0.0266807090347363
"MAGE.3_12576.21","~ PGA",0.0443493094146286,-0.271922284067484,0.146043889457893,1.35311313839711,0.835516609387011
"FLAP.endonuclease.1_12577.100","~ PGA",0.525045275261726,-0.214008719407521,0.256130648705897,0.279803245263496,0.59153845055366
"ARF3_12578.13","~ PGA",0.434571835634987,-0.0452449723905964,0.812340151308626,0.361938423493326,0.090262080483701
"PSB5_12580.7","~ PGA",0.862950506067553,0.00271469834343578,0.988640741577147,0.0640141122316637,0.00496149636608231
"IMPA2_12581.39","~ PGA",0.838183075727589,0.126459697831717,0.505476361822076,0.0766611125218874,0.296299149015155
"ARAF_12583.77","~ PGA + Age",0.450592294306044,0.129853070761012,0.494027212395887,0.346216239529585,0.306249128266885
"ERCC1_12585.39","~ PGA + Smoking",0.083622895267001,-0.392500135488424,0.0319208157944706,1.0776747999916,1.49592601799457
"ARL2_12587.65","~ PGA",0.605366354471928,-0.0524900070083186,0.782952771671194,0.217981720269494,0.106264434137711
"Oligophrenin.1_12591.27","~ PGA",0.537091122659635,0.0386844513939599,0.839169485592272,0.269952025825573,0.076150316616018
"PDRG1_12593.33","~ PGA",0.795361800536194,0.00180979889562386,0.992427026698021,0.0994352710502171,0.00330141712656226
"GRAN_12594.5","~ PGA",0.985242065654968,-0.0307665812256056,0.871783914399333,0.00645705390578979,0.0595911485691455
"TMOD1_12595.11","~ PGA",0.571625477096166,0.0588184641077753,0.757519154681374,0.242888423135608,0.120606381086716
"Autophagy.protein.5_12597.68","~ PGA",0.359677572550785,-0.128721946451247,0.497828958724743,0.444086641472843,0.302919844070212
"URP2_12599.10","~ PGA",0.658564863591744,-0.0822693502947061,0.665599906258773,0.181401443917588,0.176786747882147
"PABP4_12603.87","~ PGA",0.756952287110932,-0.0156095154747558,0.934751083370304,0.120931494472834,0.0293040228290281
"SCMH1_12604.16","~ PGA",0.213383128510985,-0.343183115582674,0.0633595511928138,0.670839921763664,1.1981879077313
"Exosome.component.3_12605.1","~ PGA",0.424310816481311,-0.0477334458720792,0.802216031215108,0.372315897108538,0.0957086634729293
"PSB1_12612.37","~ PGA",0.837251072401269,0.0434351734949726,0.819721917019697,0.0771442875173819,0.0863334529657591
"NRBP_12616.45","~ PGA",0.529447315718025,0.116531731535773,0.539714643305459,0.27617724921335,0.267835798683934
"STK24_12617.2","~ PGA",0.716205155279262,-0.0274893786703048,0.885346685311033,0.144962557240231,0.0528866343476523
"Aldo.keto.reductase.1C1_12618.50","~ PGA",0.883822642637281,0.0581397895219164,0.760235362018857,0.0536348764482415,0.119051933243204
"Protein.phophatase.2Ca_12619.14","~ PGA",0.0551139814879718,-0.433220610639961,0.0167830438203982,1.25873821398275,1.77512927148571
"Septin.11_12620.3","~ PGA",0.51949974152663,0.112785640058822,0.552912407332586,0.284414664186854,0.257343664400893
"PP2AAA_12621.55","~ PGA",0.794740492653873,-0.0918472939529107,0.629298331844463,0.0997746587735638,0.201143419486751
"ASH1L_12622.96","~ PGA + Smoking",0.879200949076897,-0.083825636192164,0.659647985181394,0.0559118517735595,0.180687759726281
"JARD2_12623.84","~ PGA",0.679121951624502,-0.108373764469761,0.568644880408663,0.168052231371996,0.245158866515732
"KLHL7_12625.138","~ PGA",0.863622867644245,-0.230548780782227,0.22030964043854,0.0636758666154532,0.656966498320608
"SENP7_12626.6","~ PGA",0.565310122904108,-0.22389931719349,0.234277907473093,0.247713237639063,0.630268663664682
"ATG7_12627.97","~ PGA",0.125455267462037,-0.260837265831788,0.163863118525353,0.901511099342032,0.78551878421686
"LANC2_12628.31","~ PGA",0.997602499646786,0.0540737572197765,0.776566067732868,0.00104247133640469,0.109821589991786
"ARFP2_12630.8","~ PGA",0.366803877681355,-0.220343015542205,0.241986645058092,0.435566081816865,0.616208601530398
"ARY1_12632.14","~ PGA",0.898169902382818,-0.00248875033229097,0.989586134949225,0.0466415022103629,0.00454639821849327
"PTN9_12633.3","~ PGA + Smoking",0.123197097306747,-0.262194615003506,0.161601731763091,0.90939952462706,0.791553989532197
"BCAR3.Ras.GEF_12634.79","~ PGA",0.895351184248793,-0.127364597279529,0.502410402159871,0.0480065876265812,0.298941377324474
"TRDMT_12635.9","~ PGA",0.700633226237394,-0.0480781314192573,0.800816142782302,0.154509270915854,0.0964671809700276
"SMYD2_12636.113","~ PGA",0.762504399971136,0.110535438553835,0.560911244795752,0.117757645912099,0.251105853440664
"CACP_12637.7","~ PGA",0.552960831329755,-0.0438876232188785,0.817875033557995,0.257305630611775,0.0873130488741685
"I5P2_12641.3","~ PGA",0.676930707375711,-0.00407204751515368,0.982961792497281,0.169455784704128,0.00746336276815242
"ARRB1_12643.4","~ PGA",0.750415030232929,0.0223962613333452,0.906486457870911,0.124698475959147,0.0426386795065498
"PURA2_12644.63","~ PGA",0.527555016827599,0.0547464165926217,0.773857758527477,0.277732242648828,0.111338858908343
"RPE_12646.2","~ PGA",0.477021863473757,-0.0411729248754427,0.828970331483905,0.321461715365742,0.0814610123971279
"SETD2_12647.52","~ PGA",0.463860941454473,0.149827537538089,0.429384743155492,0.333612194898655,0.367153390922351
"Malate.dehydrogenase.2_12649.80","~ PGA",0.444771929260504,-0.110786374055732,0.560016622624543,0.351862630041017,0.25179908190992
"GNAI3_12650.43","~ PGA",0.249823797044156,-0.271243609481626,0.147092771054881,0.602366195134346,0.832408670359621
"PDK2_12651.21","~ PGA",0.933962016596199,-0.0834769740606504,0.660979669286768,0.0296707857807297,0.179811898536084
"SAHH2_12652.37","~ PGA",0.714230320417772,0.0590512578843584,0.756588111716612,0.146161717135927,0.121140487067115
"CSNK1G2_12653.13","~ PGA",0.797358207255709,-0.0416253745993487,0.827118813741669,0.0983465311941755,0.0824321005489273
"SNAB_12655.30","~ PGA",0.878477788333472,-0.0665101094141767,0.726940211931845,0.0562692148472941,0.138501306741844
"KLC1_12656.1","~ PGA",0.934122492089356,0.0818934000269795,0.667040713770993,0.0295961707180746,0.175847657498064
"FCL_12657.2","~ PGA",0.982928990492025,-0.0585922392458224,0.758424244446758,0.00747785566877792,0.120087792414256
"PANK3_12658.72","~ PGA + Methotrexate",0.425958032519116,-0.0947882171582995,0.618314790891626,0.370633187618425,0.208790364489666
"GTPB9_12659.13","~ PGA",0.994344741401685,-0.0285043326060757,0.881142701291424,0.00246301868976901,0.0549537517868496
"GBRL1_12661.44","~ PGA",0.836243206700626,0.179170090666762,0.343459404534873,0.0776673972413585,0.46412458736243
"ECH1_12662.82","~ PGA",0.361139995207238,0.192538775707238,0.308039008087435,0.442324412055176,0.511394283744921
"THTR_12663.1","~ PGA",0.0571174625049231,-0.103837211636419,0.585029552799383,1.24323109472958,0.232822194954536
"PTN13_12664.19","~ PGA + Age",0.378863700102022,0.0316714806734175,0.86804507377743,0.421517003594356,0.0614577232283719
"ILF2_12665.16","~ PGA",0.464861222954064,-0.0495432447677031,0.794872599887382,0.332676679584709,0.0997024733556985
"GUAD_12667.2","~ PGA",0.276486156476157,0.0540677420067627,0.776590298251098,0.558326608722848,0.109808039288724
"VPS4B_12668.7","~ PGA",0.59270072841933,-0.0262450035041593,0.89050509700038,0.227164539019964,0.0503635904143205
"HECW1_12669.30","~ PGA",0.888012479510018,-0.0858618864640384,0.651891168470899,0.0515809309057972,0.185824902546768
"RAD1_12670.15","~ PGA",0.676415917832299,0.120604685259354,0.525536743230999,0.169786180871177,0.279396914603157
"ST1B1_12671.35","~ PGA",0.851724629312648,-0.0269207585724049,0.88770327630499,0.0697007940836797,0.051732177237478
"SYDC_12675.14","~ PGA",0.780143062903033,0.00973308385374571,0.959288746156913,0.107825748934952,0.0180506504019345
"PACN1_12676.1","~ PGA",0.588369777280231,0.0660576596902708,0.728728150581382,0.230349643724126,0.137434453466813
"FLII_12677.164","~ PGA",0.430437685763736,-0.112207531528679,0.554962364981206,0.366089712242353,0.255736467751535
"SNRPA_12678.66","~ PGA + Smoking + Prednisone",0.424323018556396,0.0371008773602891,0.845673284299381,0.372303408108787,0.0727973890074398
"UBP21_12681.63","~ PGA + Age",0.974324177595795,0.179416273955158,0.342785763382375,0.0112965204142,0.464977223542504
"KAT3_12682.5","~ PGA",0.82347251362419,0.0658314348283178,0.729622643944231,0.0843508924026211,0.136901696078455
"DPYL5_12683.156","~ PGA",0.523838803259839,0.062890511622929,0.741282328287618,0.280802334437979,0.130016353066782
"ADSV_12684.5","~ PGA + Prednisone",0.979507648333995,-0.0063342961346835,0.973498825076527,0.00899216853470516,0.0116645682970967
"HOME2_12685.57","~ PGA",0.312710896393568,-0.185504386801445,0.326381292402621,0.504856985526651,0.486274742194987
"THTM_12686.15","~ PGA",0.756300507868637,-0.0239825032020766,0.899895118631093,0.121305607967673,0.0458081039540342
"DECR_12687.2","~ PGA",0.557560933304721,-0.0561037657643395,0.76840064857609,0.253707663612643,0.11441227723968
"KS6A6_12688.115","~ PGA",0.625904066764563,0.00837031989226034,0.964985132526077,0.203492226641829,0.0154793777563367
"ARC1B_12689.56","~ PGA",0.435778204631115,-0.0907161696431458,0.63354366712063,0.36073449470735,0.198223445917157
"X10.Sep_12690.33","~ PGA",0.837063773608712,0.0192291132660035,0.919664771664804,0.0772414530327062,0.0363704491187299
"GLYM_12691.44","~ PGA",0.436141193848084,-0.178511273834325,0.345266079131699,0.360372891964476,0.461846087070645
"DOT1L_12692.56","~ PGA",0.492852096960864,-0.0660576596902708,0.728728150581383,0.307283391292547,0.137434453466812
"SH3L1_12693.2","~ PGA",0.805425330407681,0.154964030437793,0.413549107407007,0.0939747160704158,0.383472912206771
"DIM1_12694.28","~ PGA",0.811289919759081,0.0952618620904087,0.616553289246862,0.0908239200781121,0.210029380989282
"KLH12_12695.62","~ PGA",0.990979410968777,-0.114935015345801,0.545321723100889,0.00393536851728341,0.263347201680618
"ANM3_12696.166","~ PGA",0.572594162875726,0.00542939668687157,0.977283659474245,0.242153083565177,0.00997936272514695
"PI42A_12697.30","~ PGA",0.581335576906143,-0.076011553616202,0.689730931165795,0.235573098028944,0.161320297523585
"IMA4_12698.72","~ PGA",0.66325331005599,-0.00814409503030735,0.965930928856625,0.178320573934454,0.0150539277138146
"TCP.1.theta_12699.28","~ PGA + Prednisone",0.458331385143596,0.0278256580202168,0.883953457757461,0.338820402567601,0.0535706010177332
"ACLY_12700.9","~ PGA",0.212017965035361,-0.266945337104519,0.153862354897436,0.67362733819783,0.812867624874123
"EIF1B_12701.1","~ PGA",0.76583419964542,-0.00452449723905964,0.981068977389328,0.115865243387068,0.0083004569967692
"PELI2_12702.13","~ PGA + Prednisone",0.671241312476031,-0.0169668646464737,0.929090842333223,0.17312132210153,0.0319418205647613
"NEK7_12703.6","~ PGA",0.989764672108676,0.0427564989091136,0.822494012469438,0.00446805161808496,0.0848672549110557
"SH2D3_12704.26","~ PGA",0.428013876971009,-0.0678674585858946,0.721584857392634,0.368542150159174,0.14171258912995
"HERC1_12705.9","~ PGA",0.672174997846093,0.0986340398115002,0.604072760014616,0.172517645540176,0.218910747852837
"MRCKA_12706.2","~ PGA",0.328634839768643,-0.160393427124664,0.397171743191106,0.483286397330619,0.401021656986089
"DPYL3_12707.26","~ PGA",0.487347252756489,-0.133020218828353,0.483460971181661,0.312161477770179,0.315638579873825
"LMBL2_12708.91","~ PGA",0.876806337010852,0.0049769469629656,0.979176263025421,0.0570963200379684,0.00913912314176136
"H1X_12709.63","~ PGA + Prednisone",0.97425506970504,-0.11605335418188,0.541391661881616,0.0113273256028163,0.266488437199958
"CXA8_12711.19","~ PGA",0.654752198160548,-0.0867765418329495,0.648418408032574,0.183923034869292,0.188144664407283
"HM20A_12712.9","~ PGA",0.144017316992033,0.253145620525387,0.17710415769387,0.841585284141467,0.751771243201171
"RGS19_12713.365","~ PGA",0.605988566239821,-0.163465646825475,0.388070993443269,0.217535570001698,0.411088817600914
"AP1G2_12714.38","~ PGA",0.736474871377762,0.0699034823434715,0.71357602911482,0.132842066755028,0.146559747474443
"DCP1B_12715.30","~ PGA",0.243700971601016,-0.046155006162487,0.80863423310713,0.613142739341665,0.0922478769835196
"ZN175_12716.3","~ PGA",0.41334728555943,0.0805360508552616,0.672252310867213,0.383684910027093,0.172467696214881
"TOX3_12717.65","~ PGA",0.016273155072594,0.107909259151572,0.570312965315424,1.78852823699692,0.243886755188627
"PIN4_12718.43","~ PGA",0.616448467327237,0.00429827237710666,0.982015372979653,0.210103222865245,0.00788171348802434
"UBQL4_12720.71","~ PGA",0.534000314955295,-0.08800147129971,0.643778909779791,0.27245848682293,0.191263254920191
"TAXB1_12721.4","~ PGA",0.00251477012654375,0.161750776296382,0.393136002237796,2.59950170736204,0.405457182948521
"CIRBP_12724.81","~ PGA",0.678853661684637,-0.0402680254276308,0.832676053035423,0.168223835104504,0.0795239250548285
"RFXAP_12726.3","~ PGA",0.535997548521392,0.0875490215758041,0.645491075660819,0.270837196624518,0.190109757763252
"FPRP_12727.7","~ PGA",0.432943696507933,-0.247263774114609,0.187725425472584,0.36356857913355,0.726476902686928
"PSMG3_12729.12","~ PGA",0.824807663475686,-0.0299814649096892,0.875030036490084,0.0836473125769394,0.0579770390256761
"KNTC2_12730.3","~ PGA",0.927126196111867,-0.00837125111770598,0.964981239372929,0.0328611476841279,0.0154811298852377
"PKHA7_12731.12","~ PGA",0.67831566801364,-0.108587933737431,0.5678765204377,0.168568151306969,0.245746087391811
"MPP7_12732.13","~ PGA",0.928736337289087,-0.0539606322046723,0.777021793005386,0.0321075621235375,0.109566800440712
"KIF22_12734.112","~ PGA + Methotrexate",0.850944216480486,-0.101348738154936,0.594104289095254,0.0700989090914051,0.226137312252706
"CSDE1_12735.39","~ PGA",0.26819735750873,0.235726306155007,0.20983240931983,0.571545505474094,0.67812743272145
"PLSI_12737.12","~ PGA",0.703309179311182,-0.0705821569293304,0.710912987854387,0.152853714311066,0.148183551460372
"NISCH_12738.43","~ PGA",0.317333027205788,0.193196032107847,0.306358816394691,0.49848472529391,0.513769617024635
"FEV_12740.55","~ PGA",0.547066319892646,-0.0286206288213461,0.880661197165266,0.261960021714986,0.0551911386951133
"TMM8B_12742.160","~ PGA + Age",0.222755850246386,-0.0610807127273052,0.748485718028411,0.652170881246825,0.125816482081955
"BAG5_12743.18","~ PGA",0.796753853086508,-0.0221700364713922,0.907427000556598,0.0986758276092817,0.0421883024137534
"CYH4_12746.4","~ PGA",0.123749765695129,-0.231428033777901,0.218505853198693,0.907455614676486,0.660536924927671
"RBM3_12747.89","~ PGA",0.635274320666513,-0.0496674079069946,0.794369417763695,0.197038699549411,0.0999774839891764
"BRDT_12748.6","~ PGA",0.401543411793499,0.0891425119020583,0.639468915318932,0.39626749525907,0.194180561792943
"LFA.1.beta.2_12750.9","~ PGA",0.265994447857936,0.169442421602784,0.370714296437082,0.57512742836828,0.430960665267946
"ZHX1_12751.26","~ PGA",0.570384127002139,0.138223390653272,0.46635722943049,0.243832568800126,0.331281286452465
"APBB2.PID.1_12753.6","~ PGA",0.710723100438962,0.050221919353562,0.792123200764328,0.14829956857315,0.101207266325926
"CSDC2_12754.14","~ PGA",0.999907725102365,0.00791787016835437,0.966876770497094,4.00763279088754e-05,0.0146288736971762
"BACH2_12756.3","~ PGA + Age",0.340959649111667,-0.15700005419537,0.40736381296622,0.467297014570703,0.390017552967427
"GRID2_12758.47","~ PGA",0.518694145844984,0.329157174141589,0.0757113440709435,0.285088653571032,1.12083904390408
"DRBP76_12759.47","~ PGA + Smoking",0.961053499894515,0.0943357674343935,0.619999405729497,0.0172524353676213,0.207608726773559
"ZN774_12760.34","~ PGA",0.254210000670254,-0.0531628425589508,0.780237748421989,0.594807368217599,0.107773042059617
"APBB2.PID.2_12761.12","~ PGA",0.509086601072292,-0.0656052099663648,0.73051748523939,0.293208333245404,0.136369384586493
"ZN334_12763.69","~ PGA",0.813153384748561,-0.170121096188642,0.368772667201766,0.0898275259104646,0.433241275588438
"ELMO1_12764.3","~ PGA",0.310916169477549,-0.147046160269438,0.438096629331802,0.507356691490836,0.358430088223857
"GP142_12766.33","~ PGA",0.606374063338281,-0.112685053019058,0.553268833952639,0.217259383216971,0.257063793229928
"PPR3B_12768.3","~ PGA",0.325999279375548,0.219664340956346,0.243476698823617,0.486783359943009,0.613542595256496
"ZN180_12771.19","~ PGA",0.430836840329829,0.0276025036854089,0.884877963294005,0.36568716779772,0.0531166202880918
"NUP98_12772.8","~ PGA",0.534562026336888,0.0038458226532007,0.9839082346834,0.272001895444979,0.00704540464695853
"HCN1_12774.12","~ PGA",0.865197165623246,-0.333681671380649,0.0715395180202524,0.0628849119747403,1.14545399012848
"HMGB3_12775.6","~ PGA + Prednisone",0.960437133544257,-0.0520317182491859,0.784803490375042,0.0175310570889776,0.105239074120399
"SF01_12777.11","~ PGA",0.632303278100697,-0.108826264530178,0.567022030419381,0.199074566633162,0.246400067202855
"PRDM4_12779.30","~ PGA",0.157250544388277,-0.181432339286292,0.337299201688379,0.803407842388795,0.471984686687295
"TRBP2_12781.2","~ PGA",0.823396631790992,-0.0194575025979112,0.918713717608551,0.084390913871904,0.0368197989864312
"HNRPM_12783.29","~ PGA + Smoking + Prednisone",0.893760607345385,0.0540737572197765,0.776566067732868,0.0487787908588556,0.109821589991786
"APBB3.PID.1_12784.10","~ PGA",0.337428304508909,0.0133472668552259,0.944191617843984,0.471818490281416,0.0249398593805773
"KAISO_12785.49","~ PGA + Aspirin",0.17372089139505,0.232332933225713,0.216659951314352,0.760147950856215,0.664221358779813
"GDE5_12786.61","~ PGA",0.462220441175173,0.196589405037141,0.297775635518481,0.335150852250938,0.526110839803313
"ZN134_12787.47","~ PGA",0.569540577371828,0.135312573705616,0.475886218145263,0.244475328826506,0.322496872360586
"SGF29_12788.6","~ PGA",0.627618273314325,0.10315853705056,0.587498435261384,0.202304420273045,0.230993285751122
"CCD51_12790.10","~ PGA",0.420513594091501,0.113564880700397,0.550154808010069,0.376219960048003,0.259515087225029
"PIWL1_12793.4","~ PGA",0.117753496408757,0.175098043151608,0.354717591665424,0.929026188670524,0.450117272836848
"NALP4_12794.6","~ PGA",0.721390660327762,0.01289481713132,0.946080654664818,0.141829484687981,0.02407183782364
"ZN566_12795.2","~ PGA",0.822097200964992,0.146367485683579,0.440236869239233,0.0850768304562406,0.356313588687177
"NUDT3_12796.44","~ PGA",0.559609081048396,-0.00950144420202525,0.960256874494297,0.252115246615505,0.0176125750305268
"S4A8_12798.46","~ PGA",0.281275832089953,0.180074990114574,0.340987221175658,0.550867581879877,0.467261896306292
"DJC27_12799.65","~ PGA + Smoking",0.520862553825408,-0.0513530436633269,0.787546309896722,0.283276864013958,0.10372389907326
"TPPP2_12800.5","~ PGA",0.756984994369613,-0.02681062857968,0.888159808532381,0.120912729386408,0.0515088836364933
"IRF2_12801.33","~ PGA + Prednisone",0.878735246239831,-0.115374679596021,0.543775061704409,0.0561419536141322,0.264580713652734
"ZN329_12803.9","~ PGA",0.74744555421875,0.0123306266463507,0.948436624172093,0.126420436934686,0.0229916839549852
"GMEB2_12804.5","~ PGA + Aspirin",0.166795503844869,0.182923149423386,0.333276604273836,0.777815660422986,0.477195172362269
"RHG30_12807.89","~ PGA",0.210721431280823,0.269124410932737,0.150402985650576,0.676291292518717,0.822743542476425
"CHSP1_12808.103","~ PGA",0.980027338327357,-0.169574397641098,0.370336255351115,0.00876180928800067,0.431403769105909
"ZN415_12811.55","~ PGA + Age",0.36072268531808,-0.102830638729659,0.588692894156059,0.442826544682846,0.230111206327185
"ACYP2_12812.25","~ PGA",0.763773686456065,0.0542939668687157,0.77567915951568,0.117035308025785,0.11031787676379
"EHBP1_12813.18","~ PGA",0.495942277039277,-0.063116736484882,0.740383395724123,0.304568868312519,0.130543329554802
"RBM40_12814.17","~ PGA",0.410265874978738,-0.0275994331582638,0.884890685209455,0.386934605199239,0.0531103764689529
"SYIC_12815.9","~ PGA",0.501995710153221,-0.245680200080939,0.190659332583195,0.299299994139333,0.719741931590496
"GEM_12817.1","~ PGA",0.141797268543597,0.230975584053995,0.219432797000478,0.848332134934819,0.658698461119384
"UT2_12818.159","~ PGA",0.198666158160476,-0.0994368882765346,0.601117281142588,0.701876106598798,0.221040786593043
"GRAP_12820.1","~ PGA",0.467632530904776,0.00701297072054244,0.97066056502202,0.330095284719316,0.0129326140775599
"NAL10_12821.6","~ PGA",0.146967518031482,-0.221247914990016,0.240009358514336,0.83277864007136,0.619771823822166
"APBB1.PID.1_12822.34","~ PGA",0.564441480385201,0.0665101094141767,0.726940211931845,0.248381077765953,0.138501306741844
"DP13A_12825.18","~ PGA",0.0778329469279925,-0.342504440996815,0.0639184431964823,1.10883652588765,1.19437381128184
"SC5A5_12826.5","~ PGA + Sex",0.517964451029412,-0.205864624377214,0.275098041987355,0.285700045759685,0.560512500693971
"RGS3_12827.37","~ PGA",0.644431607171052,0.106778134841808,0.574384137293519,0.190823167068239,0.240797562465302
"SAP18_12830.4","~ PGA + Prednisone",0.942709996251051,0.0165144149225677,0.930977226068351,0.025621887748688,0.031060942771417
"TESC_12831.21","~ PGA",0.722607339673311,-0.0285043326060757,0.881142701291424,0.141097631526052,0.0549537517868496
"ASH2L_12832.10","~ PGA + Smoking",0.757187376329578,-0.050221919353562,0.792123200764329,0.120796635115143,0.101207266325926
"KCNF1_12834.3","~ PGA",0.649779834791123,0.0592709138316813,0.755709918732889,0.187233770637746,0.121644877606636
"PYDC1_12835.101","~ PGA",0.372476285144443,0.119446727111175,0.529549181893395,0.428901372737881,0.276093698572546
"DUS15_12838.28","~ PGA",0.533364659634342,0.0590446889697283,0.756614379074397,0.272975763738495,0.121125409417414
"STX10_12842.43","~ PGA",0.841978960498593,-0.00124437516614548,0.994792962658627,0.0746987605829216,0.00226729566721625
"ZN410_12843.6","~ PGA",0.203586025221534,0.157678728781229,0.405313697455526,0.691252036637204,0.392208719157808
"BAG4_12844.10","~ PGA",0.907073989567702,0.0395893508417719,0.835457657156538,0.0423572863132355,0.0780755562185372
"SNX17_12845.18","~ PGA",0.870772128463066,-0.062664286760976,0.742181594759758,0.0600954802377524,0.129489819851675
"FBXL5_12846.3","~ PGA",0.530119469701586,-0.185278161939492,0.326982082531203,0.275626245144094,0.485476044498805
"MCE1_12847.27","~ PGA",0.242303389642852,0.151570657508498,0.423973805162194,0.615640510365633,0.372660975069868
"ARHG2_12848.9","~ PGA",0.751438527821582,0.0476256313588408,0.802654027072432,0.124106541517308,0.095471611024137
"GSKIP_12849.25","~ PGA",0.848235036690286,0.0237536105050631,0.900845848039042,0.0714837927970891,0.0453495187586481
"DPOLM_12851.5","~ PGA + Age",0.377723381145549,0.0875490215758041,0.645491075660819,0.422826131433503,0.190109757763252
"TMOD2_12853.112","~ PGA",0.538319362762748,-0.142069213306473,0.453922545752321,0.268959998802592,0.343018245869942
"TEAD3_12854.3","~ PGA",0.416281384981444,0.349291186855404,0.058499563946654,0.38061300919632,1.23284737111898
"CT032_12855.16","~ PGA",0.0994566036970341,-0.260979409845239,0.163625251355439,1.00236637539558,0.786149673292547
"TM237_12856.14","~ PGA + Methotrexate",0.139189895637892,-0.399739331070919,0.0286263158796641,0.856392290788558,1.54323454076936
"PECI_12859.33","~ PGA",0.53429742761707,0.038458226532007,0.840097974573895,0.272216916729318,0.0756700623481497
"cAMP.regulated.phosphoprotein.21_12860.7","~ PGA",0.0701134189573617,0.21694964261291,0.249497761023202,1.1541988547664,0.602933347353744
"TMOD3_12861.13","~ PGA",0.291576423080085,-0.227268155344207,0.227128814636431,0.535247596061145,0.643727765631557
"CASL_12862.14","~ PGA",0.288411140962522,0.0685461331717536,0.718911992278145,0.539987967374615,0.143324271797027
"NIPA4_12864.9","~ PGA",0.471702862882662,0.0649265353805059,0.733204085998871,0.326331487904458,0.134775123467298
"DYLT3_12867.40","~ PGA",0.435461574024786,-0.161750776296382,0.393136002237796,0.361050161954308,0.405457182948521
"DDX6_12869.68","~ PGA",0.625719835234677,-0.00429875057395713,0.982013372451524,0.203620077727562,0.00788259821878956
"TWF1_12871.10","~ PGA",0.474028210700853,-0.0590446889697283,0.756614379074397,0.32419581151761,0.121125409417414
"CNGA2_12872.35","~ PGA + Prednisone",0.653878904330409,-0.0194553381279565,0.918722730334938,0.184502673771482,0.0368155385100036
"LEUK_12873.11","~ PGA",0.913990312001805,-0.28526955092271,0.126501303058523,0.0390584076211526,0.897905000905465
"UBTD2_12875.28","~ PGA + Age + Smoking",0.53296296843603,-0.0398200053166555,0.834512080640205,0.273302965762555,0.0785673719656769
"SPEF1_12876.39","~ PGA",0.387626030519134,0.157904953643181,0.404631623177982,0.411587066164025,0.392940178819252
