"Protein","Adjusted_linear_model","linear_modeling_pvalue","spearman","spearman_pvalue","log_lm_pvalue","log_spear_pvalue"
"TXND9_23303.131","~ PGA",0.633833756721192,0.0456974221145024,0.810497144501811,0.19802463487222,0.0912485108947891
"NPS3B_23304.1","~ PGA",0.347153941599518,-0.130757970208824,0.490996423609816,0.459477899382791,0.308921671241958
"REEP2_23305.38","~ PGA",0.468482825359703,-0.0771426779259669,0.685346157420043,0.329306325775625,0.164090017872126
"PMF1_23306.37","~ PGA",0.0646996848463014,-0.323049102868858,0.0816379001051133,1.18909783478486,1.08810817476061
"CLUA1_23307.7","~ PGA + Methotrexate",0.205380000933988,0.0943357674343935,0.619999405729497,0.687441848503478,0.207608726773559
"KCTD1_23308.31","~ PGA",0.309602258216976,0.109945282909149,0.563017810392645,0.509195880264355,0.249477866546697
"HOP2_23309.11","~ PGA",0.66464718283819,-0.0975029155017353,0.608247130703425,0.177408831701726,0.215919931098515
"RAB38_23310.51","~ PGA",0.0636998575520431,-0.369240049299896,0.0446358301572906,1.19586153884881,1.35031638361046
"RPP25_23311.19","~ PGA",0.199704516358792,-0.119120640904654,0.530681752959696,0.69961211335903,0.275165844959938
"RABL3_23312.16","~ PGA",0.564135419016077,-0.0529366176969978,0.781150329108784,0.248616632413693,0.107265379925649
"CC103_23314.46","~ PGA",0.440239496501228,0.129853070761012,0.494027212395887,0.356310996896117,0.306249128266885
"FAM9B_23315.30","~ PGA + Methotrexate",0.909186783262247,-0.0769164530640139,0.686222316515924,0.0413468861872726,0.163535162435304
"DHR11_23317.10","~ PGA",0.689816058972033,-0.135734917171789,0.474497389197791,0.161266699441291,0.323766172825966
"PPCT_23318.60","~ PGA",0.776532564416497,0.0113112430976491,0.952694474900906,0.10984032712171,0.0210463534420142
"ZFN2B_23319.6","~ PGA",0.84499228600074,0.0325763801212294,0.864309020895677,0.0731472557397799,0.0633309541932956
"MB12B_23320.11","~ PGA",0.534683480438106,-0.0850605480943212,0.654939566390797,0.27190323363933,0.183798772059922
"CCD95_23321.42","~ PGA",0.170478920833151,-0.21468739399338,0.254589808086261,0.768329312459099,0.594158986308812
"MUSC_23322.2","~ PGA + Age",0.705941851555325,0.0365393798786356,0.847981787994127,0.151231070320282,0.0716134749350183
"DUPD1_23323.25","~ PGA",0.52937177115637,-0.139128290101084,0.463415451098604,0.276239221247528,0.334029490151147
"HSPB3_23324.6","~ PGA",0.520792045200853,0.0404942502895838,0.831749289851521,0.283335657987788,0.0800075612600985
"CP045_23325.18","~ PGA",0.837424381959963,0.128721946451247,0.497828958724743,0.0770543985958301,0.302919844070213
"GSTA2_23326.10","~ PGA",0.166625586331422,0.240703253117973,0.200087414649405,0.778258309355711,0.698780227306859
"BORC5_23327.1","~ PGA",0.445213316262687,-0.0619856121751171,0.744881386749673,0.351431854461056,0.127912877830625
"RAB4B_23329.52","~ PGA",0.6576456919993,0.000678674585858946,0.997160100372908,0.182008020447032,0.00123510735894836
"TGF.b1_2333.72","~ PGA",0.86817895331689,-0.0413991497373957,0.828044459706553,0.0613907466810658,0.081946344269648
"CV013_23330.12","~ PGA",0.72641062592801,0.0185504386801445,0.922491530238681,0.138817811584786,0.0350376125808153
"LCE3C_23334.21","~ PGA",0.936181695906561,-0.210073153048378,0.265186364201669,0.0286398543904703,0.576448810976998
"F229A_23335.31","~ PGA",0.532705561720335,-0.0870706706203232,0.647303190632502,0.273512768933507,0.188892252288922
"KCNRG_23336.2","~ PGA",0.637070892765762,-0.0665175088812313,0.726910983220904,0.195812237014944,0.138518769145038
"BACD3_23337.54","~ PGA",0.237209477374156,-0.185278161939492,0.326982082531203,0.624867963330229,0.485476044498805
"TCF24_23339.46","~ PGA",0.323105890255864,-0.168311297293019,0.373963644105343,0.490655124674089,0.427170616868778
"MTNA_23340.37","~ PGA",0.980651398707957,0.0549787573406095,0.77292289416013,0.00848534789358462,0.111863828605628
"DMC1_23341.16","~ PGA",0.491999464408893,-0.01289481713132,0.946080654664819,0.308035370005788,0.0240718378236394
"ARRD5_23342.4","~ PGA",0.368297322999526,-0.0999913889832181,0.599079641582806,0.433801437840062,0.222515438711215
"ROGDI_23343.6","~ PGA",0.323717118951575,-0.394309934384048,0.0310697383603823,0.48983433343765,1.50766240394234
"NECA1_23345.2","~ PGA",0.449416549420604,-0.18278968845801,0.333635519423373,0.347350939060389,0.476727719819646
"PCY1A_23349.5","~ PGA + Methotrexate",0.0659436251027567,-0.3603762050911,0.0504311011396725,1.1808271821724,1.29730154911902
"F118B_23350.66","~ PGA",0.58457954509029,-0.0454711972525494,0.811418524419747,0.233156385026877,0.0907550817174174
"ANM1_23351.59","~ PGA",0.804516703401954,-0.102479862464701,0.589971864317162,0.0944649346351926,0.229168699312368
"DTBP1_23352.9","~ PGA + Age",0.205222345623015,-0.24618742506975,0.189716139312063,0.687775352856471,0.721895721741688
"CRBA2_23354.12","~ PGA",0.107262145373068,-0.29816436805403,0.109517792953557,0.969553520869434,0.960515316862285
"CCD24_23356.32","~ PGA",0.828378232175391,-0.170479397761931,0.367750014156506,0.0817713218625052,0.434447301882302
"F118A_23358.42","~ PGA",0.340041563740647,-0.122061891297362,0.520508362746269,0.468467995310768,0.283572288506217
"FL2D_23359.25","~ PGA",0.512259798155367,-0.0769164530640139,0.686222316515924,0.290509725959247,0.163535162435304
"RBM4_23361.20","~ PGA",0.67327342128368,-0.0456974221145024,0.810497144501811,0.17180852977336,0.0912485108947891
"X5NT1A_23362.26","~ PGA",0.723995139442163,-0.0993127143973591,0.601573991492456,0.140264349438949,0.220710948339748
"PCBP2_23363.41","~ PGA",0.888800451474351,0.0965980160539233,0.611595346121954,0.0511957334632624,0.213535827970713
"UCK1_23364.3","~ PGA",0.668737494539088,-0.0722868846515422,0.704238586997622,0.174744326246899,0.1522801825305
"FNDC8_23365.7","~ PGA",0.915162775911706,0.0459236469764554,0.809576012721983,0.0385016530450571,0.0917423682127868
"UBL7_23366.15","~ PGA",0.402614342873132,-0.0203602375757684,0.914955655792,0.395110757714374,0.0385999539242848
"ANR40_23367.8","~ PGA",0.662591733702658,-0.0108600014499969,0.954579675145713,0.178753986549011,0.0201878168438931
"PAHX_23369.17","~ PGA",0.707860505343253,0.0203602375757684,0.914955655791999,0.150052318198036,0.0385999539242852
"KCAB3_23370.39","~ PGA",0.740572281507454,-0.0214913618855333,0.910249359957283,0.130432546963376,0.0408396177684959
"NIF3L_23371.5","~ PGA",0.7081885257264,0.055889976095798,0.769259459998756,0.149851114084654,0.113927154294028
"ERGI1_23372.112","~ PGA",0.658836725297558,-0.0927521934007226,0.625910373566718,0.181222200107124,0.203487850578914
"DPH5_23373.77","~ PGA",0.108039824769723,-0.330288298451354,0.0746512205174728,0.966416128868185,1.12696308734056
"NECA3_23374.42","~ PGA",0.996085922523169,0.0389106762559129,0.838241208167824,0.0017031976523966,0.076630992941461
"RFPL3_23375.4","~ PGA",0.106029223032565,-0.298310664829604,0.10933542313396,0.974574421030806,0.961239109969507
"ARPC2_23376.56","~ PGA",0.681053160133682,-0.0108587933737431,0.954584722581314,0.166818987570843,0.0201855204744112
"CGBP1_23378.29","~ PGA",0.172223342865267,-0.0787358493762781,0.679187253552233,0.763907985341574,0.168010473182057
"CP072_23379.60","~ PGA",0.428125361516087,-0.0654993837452941,0.730936204144953,0.368429044437951,0.136120526457835
"T3HPD_23380.16","~ PGA + Sex + Prednisone",0.110901776225727,-0.469355687667056,0.0088800795091747,0.955061498045122,2.05158314568072
"X1.Sep_23381.8","~ PGA",0.1930444202757,-0.169216196740831,0.371362836768506,0.714342746635084,0.43020155938438
"VCX3_23382.30","~ PGA",0.45846737065922,-0.0318977055353705,0.867110796170406,0.338691567838903,0.0619254064556089
"KCD17_23384.19","~ PGA",0.215906711814949,-0.11379110556235,0.549355438086963,0.665733856698247,0.260146572032019
"CAST1_23385.18","~ PGA",0.481092582230553,-0.179416273955158,0.342785763382375,0.317771339254522,0.464977223542504
"TCP2L_23386.38","~ PGA",0.198377064155436,0.0214913618855333,0.910249359957283,0.70250854128737,0.0408396177684957
"TIPRL_23387.18","~ PGA",0.817819134235277,0.0204779062213349,0.914465934975447,0.0873427326229841,0.0388324679106244
"FAH2A_23389.28","~ PGA",0.379905044884954,-0.110636264771844,0.560551705836651,0.420324939266679,0.251384321474277
"CC107_23390.6","~ PGA",0.553781033505922,0.1631081254681,0.389123848396722,0.256661922524668,0.409912151592278
"XRP2_23391.20","~ PGA",0.991209195460276,-0.0217175867474863,0.909308452837654,0.00383467765788858,0.0412887717372102
"PKHA3_23392.41","~ PGA",0.576846376630227,-0.0314452558114645,0.868979525619012,0.238939830977715,0.0609904560201892
"ABHD5_23393.56","~ PGA",0.704693086495635,-0.0667363342761297,0.726046768781639,0.151999989197388,0.139035403033253
"GAS2_23394.125","~ PGA",0.524551162076416,0.208126872996744,0.269740826472703,0.280212146509793,0.5690533161725
"KHDR2_23395.5","~ PGA",0.855727162078538,-0.122387650316563,0.51938748068866,0.0676646826261008,0.284508522810988
"TWF2_23396.21","~ PGA",0.67591100445719,-0.0500012566760276,0.793016867638766,0.170110482782533,0.100717575047427
"GRL1A_23398.1","~ PGA",0.50448876194143,-0.172609569670125,0.361704683881079,0.297148503720797,0.441645867322053
"NUP53_23399.35","~ PGA",0.12909806248922,-0.0640216359326939,0.736791026259371,0.889080275599998,0.132655672265293
"DAZP1_23401.3","~ PGA + Methotrexate",0.142348658696129,0.259253691798117,0.166529779531821,0.84664662070961,0.778508092909007
"GD1L1_23402.147","~ PGA",0.362428620267672,-0.180301214976527,0.340370862613096,0.440777514269131,0.468047624697804
"BORG4_23403.64","~ PGA + Sex",0.717794262226458,-0.00203602375757684,0.991480437154509,0.144000017573338,0.00371585041446686
"MD2L2_23404.16","~ PGA",0.321365351459382,-0.171252220498407,0.365549939525167,0.493000949231548,0.43705328360719
"HORM2_23405.33","~ PGA",0.168900507348312,-0.189123984592693,0.316861003303017,0.772369045880492,0.499131206983399
"RASF5_23406.3","~ PGA",0.799247312144241,0.0472809961481733,0.804054498190177,0.0973188155791234,0.094714514110826
"SAST_23407.9","~ PGA",0.599308501245579,-0.144331461926003,0.446691475527048,0.222349561753109,0.349992335343001
"Sorting.nexin.16_23408.1","~ PGA",0.123391640491954,-0.280097537397838,0.133831419568748,0.908714261787313,0.873441915391452
"SYAP1_23409.83","~ PGA",0.736287973323704,-0.0350648536027122,0.85404988307666,0.132952293319045,0.0685167624348228
"EIF3M_23410.46","~ PGA",0.711264522512093,0.00113112430976491,0.99526685074956,0.147968853134691,0.00206046069126656
"PNMA2_23411.108","~ PGA + Methotrexate",0.180098314916897,-0.116858140602571,0.538571783599043,0.744490350621427,0.268756403520564
"ANR45_23413.38","~ PGA",0.771322219037557,-0.211972695649944,0.260789842151488,0.11276415798479,0.583709328520909
"ZN483_23414.12","~ PGA",0.471417715213887,-0.24047702825602,0.200523470231937,0.326594101329987,0.697834788152638
"Sorting.nexin.15_23416.47","~ PGA",0.679171420320726,-0.0314452558114645,0.868979525619012,0.168020597584701,0.0609904560201892
"CCD92_23418.66","~ PGA",0.442451889798255,-0.0699034823434715,0.71357602911482,0.354133945601317,0.146559747474443
"RFC4_23422.47","~ PGA",0.378906670641067,-0.175796273471826,0.352771686103822,0.421467748915809,0.452506279159058
"ANR63_23424.4","~ PGA + Prednisone",0.173323209924611,-0.266719112242566,0.154224743674703,0.761143276482592,0.811845942891438
"ERMIN_23425.19","~ PGA",0.554695509675217,-0.212198920511897,0.260269436065143,0.255945349771369,0.584576828923434
"VCX1_23426.1","~ PGA",0.431552621901106,0.142213967515016,0.453457992251367,0.364966240486681,0.343462939206841
"F151B_23518.7","~ PGA",0.509301861649517,0.0966195133316022,0.611515714722666,0.293024736345646,0.213592377990499
"TM221_23519.91","~ PGA",0.866062115275773,-0.012442367407414,0.947969978104206,0.0624509586130279,0.0232054164068044
"YE006_23520.60","~ PGA + Methotrexate",0.268065868243017,-0.0696772574815185,0.714464444931189,0.571758479479884,0.146019378845578
"NDK7_23521.29","~ PGA",0.684027540555903,-0.0271469834343578,0.886765595709085,0.164926412211651,0.0521911647721892
"GIMD1_23522.1","~ PGA",0.84632505382554,-0.0766902282020609,0.687098874445343,0.0724628024817842,0.162980762887671
"FA49A_23523.14","~ PGA",0.190132068066436,-0.173514469117937,0.35915454778148,0.720944627954359,0.444718629957685
"NTAN1_23524.2","~ PGA",0.567911448686597,-0.0140259414410849,0.94135862192809,0.245719376163702,0.0262448953254089
"NOSIP_23525.27","~ PGA",0.245178292853812,-0.112433756390632,0.554159759514038,0.610517983220194,0.256365013839799
"KTI12_23526.25","~ PGA",0.949291780433432,0.0671887840000357,0.724260940162139,0.0226002795056432,0.140104935936194
"PHIPL_23528.199","~ PGA",0.589431426423401,-0.301331516121372,0.105620225339489,0.229566712805025,0.976252910284447
"STAR7_23529.11","~ PGA",0.22584326664166,-0.353515672200422,0.0553130595034425,0.646192853094457,1.25717231895419
"TMOD4_23530.3","~ PGA",0.74830612720437,0.161090021508288,0.39509765068092,0.125920698716357,0.403295552701105
"HSH2D_23531.79","~ PGA",0.507298412558505,0.0490907950437971,0.796706873744086,0.29473649667759,0.0987014358578437
"RTF2_23534.27","~ PGA",0.790703583565791,0.0814409503030735,0.6687762407873,0.101986292922086,0.17471916421476
"FA45A_23535.3","~ PGA",0.714585834987284,-0.0316714806734175,0.86804507377743,0.14594559693267,0.0614577232283719
"CS084_23536.14","~ PGA",0.522421938300374,-0.0773689027879199,0.684470398162484,0.281978593825743,0.164645329403882
"SP6_23537.4","~ PGA",0.919105900452358,-0.0511268188013739,0.788461138620113,0.036634445814799,0.10321970715278
