"Proteins","Age","Sex","Smoking","Prednisone","Methotrexate","Aspirin"
"GOSR2_10426.21",0.613972718327819,0.477065924307247,0.517819969580417,0.322432394974654,0.11958706500088,0.141726130465806
"KI2S2_10428.1",0.222885963621784,0.328284541602494,0.842137322342181,0.774437976793022,0.591420462294578,0.0969286618019475
"X4F2.CD_10430.31",0.265774050779114,0.489288693283975,0.64080448655472,0.142291850413962,0.533930438774933,0.217121650106846
"K1644_10432.3",0.279418461738959,0.146269428666462,0.279648832142007,0.438925149167223,0.907776847706723,0.216688308406192
"ASPG_10435.2",0.54299437628306,0.316033470461328,0.663415732564409,0.490622091838279,0.663655435848915,0.692480097868214
"CSF2R_10438.19",0.599349479619268,0.563084461058047,0.542953679420203,0.886293262721426,0.355767863564188,0.0856213022318272
"Alpha.amylase.2B_10439.57",0.70350074345342,0.81027154204398,0.324059029775879,0.841194452384593,0.468210711068565,0.835732784553227
"ACAM.ECD_10440.26",0.139538773522706,0.722255217273565,0.532050315543696,0.843626846038694,0.838968332148924,0.854351422783847
"TM190_10442.1",0.777135089076699,0.861595152478718,0.44707627054081,0.399194591278572,0.216307196100148,0.685904831502909
"ApoM_10445.20",0.980335183280435,0.222292067653957,0.524166770090531,0.194894669246977,0.455890609530809,0.756200794103207
"PABP3_10447.18",0.623190221408503,0.520751357510342,0.224766440739106,0.656063691539735,0.0281199583884089,0.403630575836726
"TMM46_10449.31",0.980020915501123,0.953570317244155,0.82981627581282,0.39760065102021,0.89879629956766,0.734503520739575
"NUCB1_10451.11",0.211728841023552,0.511076076895047,0.234510755031089,0.182843698650445,0.0485641285741872,0.926887634647889
"CEA20_10453.7",0.265949435216374,0.947366432005113,0.20375686477301,0.569563943325592,0.00597984131691949,0.800661624523619
"DJC16_10454.99",0.88023545588196,0.663686186258936,0.380211637920501,0.29460433025325,0.795991713784119,0.580308095485606
"IL.31_10455.196",0.1098978715047,0.596835830853958,0.681802602648755,0.00855730557149252,0.732458439766834,0.65256739204182
"IL.18.Rb_10457.3",0.135083302589352,0.877456893243525,0.118800676157904,0.651000900265201,0.451573268484443,0.92433548170882
"Chitotriosidase.1_10460.1",0.0533325224875225,0.495440632151567,0.065698669678519,0.768059753013074,0.0998944230779159,0.691317533399394
"INSL5_10462.14",0.13292433370233,0.506421172430252,0.19704669336465,0.391410982708204,0.499994716499189,0.581506491344022
"Alkaline.phosphatase..intestine_10463.23",0.338085792915216,0.746071661653011,0.244529515825416,0.415201778011029,0.900072689756036,0.975316325376641
"ANTR1_10464.6",0.517866648497477,0.602145237260411,0.28438004718055,0.431389388652934,0.51902599840698,0.11818862544053
"TXD11.N.term_10470.34",0.202077401600766,0.272911185301446,0.40540936143406,0.924819944168427,0.404327506359475,0.0587292235969107
"HVEM_10472.53",0.663500368110797,0.805648669715023,0.702432515642485,0.318233917265523,0.55449588159139,0.143866502216542
"Trefoil.factor.2_10473.2",0.621403608765396,0.436108234689375,0.712663875856415,0.400346797903268,0.535525782402954,0.252327831422269
"MMP.10_10479.18",0.79085297193022,0.746777620595177,0.135618920570021,0.44363394519408,0.0207985269099994,0.805436571468
"CD59_10480.33",0.39782831739703,0.494672058128478,0.287301989082372,0.440846467982521,0.561137394100575,0.304953368506763
"MAGE.4_10485.56",0.346861102192046,0.56776868018801,0.172406641931954,0.205305582116862,0.627153656060528,0.0452619796277302
"RPN1.CD_10490.3",0.666115857695063,0.444101209560968,0.636029096747993,0.845564183362994,0.355829879857078,0.407270701132277
"CaCC_10496.11",0.0915879868403849,0.466733365887618,0.591833161413323,0.339280851065129,0.820092676499327,0.474182365193195
"T106A_10499.1",0.480374977629425,0.358195613938644,0.299180370322648,0.359534002307555,0.558495553742763,0.821578604120876
"RNF43_10505.12",0.483537806425501,0.756653617489707,0.704213166061769,0.610737885652745,0.947624294990728,0.806056504965166
"PGRC2_10506.53",0.729550503608124,0.587593261209352,0.260122173933343,0.551987729272106,0.0233646216337115,0.41893658289789
"sperm.protein.10_10507.166",0.621110498454615,0.902494511922719,0.181759083057999,0.913241944487019,0.434152423583745,0.138517450220684
"SCIMP_10510.62",0.293969731109977,0.518458472587242,0.703989343240983,0.409033660470718,0.664443878110098,0.768607934594635
"Collagen.alpha.3.VI..isoform.3_10511.10",0.106511382447746,0.995810653525727,0.19249295669466,0.34049615796334,0.900977945372859,0.085722446457186
"IL3RB.ECD_10512.13",0.84713137903202,0.729515783963707,0.59328319932487,0.311936521957572,0.063517548664099,0.332443908506596
"CSEN_10513.13",0.632872922815084,0.550960337521049,0.295218957301327,0.315086078981136,0.702211782301852,0.0131830560115282
"PGD2.synthase_10514.5",0.0124752881481052,0.797570959854873,0.238569465815549,0.389590053030234,0.891147634983671,0.777373148523276
"MXRA8.ECD_10521.10",0.378286589453756,0.814860756708636,0.0178136124903224,0.653759211982123,0.362519215637015,0.516558303702219
"DHX9_10527.22",0.607919682701682,0.848054090472079,0.163028718956917,0.247075284701077,0.486701394506808,0.59642668485132
"DPEP1_10528.2",0.013998605143056,0.00684917927430339,0.689703103440385,0.203445364546269,0.519801645873002,0.522625970802324
"PSB6_10530.8",0.97533579079715,0.111914914552199,0.139339193520452,0.320519670094752,0.714942590631413,0.186196638611933
"RASN_10531.18",0.389726650670061,0.886005927797419,0.205357651859588,0.55227606175833,0.661220557944801,0.549981294556893
"PARP.BRCT.domain_10534.40",0.16174841987828,0.0766288378536943,0.0423000831192601,0.648062404413388,0.117618744382825,0.396845469223936
"CX6A2_10535.25",0.393724245831125,0.690918645168326,0.219873380853096,0.735546211777558,0.773075059737789,0.955603241640022
"C99L2_10539.30",0.796408771947416,0.316385315572988,0.194492692143041,0.121415659291238,0.933321022946214,0.73487885686568
"TSEAR_10546.2",0.748821228512422,0.746143148082654,0.844453052900477,0.624897938200764,0.452090753546453,0.0895888016782903
"BMP.RIB_10550.37",0.380501264890804,0.689417436072302,0.51154855186232,0.467397735054495,0.840146482343135,0.380547090467303
"LAT_10551.7",0.0536972676370173,0.021018349897928,0.590242169295365,0.0950562264268724,0.5421852835339,0.733218557004026
"NKG2F_10552.88",0.624730134081688,0.291611734473618,0.73737161712442,0.600021851011044,0.511827264475686,0.975870745682137
"TOIP2_10553.8",0.963308772124714,0.719230829784026,0.308484968725995,0.655415314680152,0.994818970491694,0.38415991025486
"BGAL_10554.23",0.822201671110499,0.894388439596106,0.134613729623311,0.56951767630467,0.128535824582741,0.164706620832281
"TEX29_10557.6",0.999803513662279,0.317235866628658,0.872719604012213,0.595277140958247,0.564706178147304,0.474745147286061
"PCDH9_10558.26",0.666497834998589,0.898687326134312,0.0948883818096363,0.804295931672572,0.793332762190788,0.596178696203911
"ITM2C.N.term_10560.1",0.504431719081517,0.48199056859553,0.42008770422153,0.0364622825015537,0.581362833722856,0.862706556513754
"PGRP.I.alpha_10561.5",0.569216567206825,0.730508162282866,0.757499081268219,0.358628646693656,0.345105541674112,0.125282449576712
"NETO2_10562.42",0.519883192141182,0.528693412462107,0.497164867166505,0.46917446566358,0.803710760088752,0.460853204565191
"LYSM3_10563.13",0.610526718875603,0.308198390713832,0.632140196395661,0.181368924082316,0.937214848745974,0.42013850754288
"SLIK3_10565.19",0.679897144075874,0.263940161123077,0.0358229329942699,0.312953468183588,0.827858914316183,0.364243727257218
"MFAP2_10569.28",0.123685275113955,0.454237098373331,0.389256486167662,0.819480872665864,0.732904665916272,0.672294831633785
"MGAT1_10571.14",0.0135868164405533,0.0222924675355925,0.62730133480001,0.0547725375043898,0.692422283654923,0.151809001403351
"CST8_10572.65",0.667189329025388,0.34001299437569,0.727054512151832,0.163662429462456,0.61691378335433,0.853908550023878
"b2.Microglobulin_10574.10",0.612695162536602,0.561085202754352,0.360477292934933,0.507610354054305,0.65170009793653,0.458095523833831
"PUF60_10575.31",0.159873504990337,0.192118486082024,0.11889956117468,0.326930405258057,0.919932583087293,0.172568157637361
"PXDC2.ECD_10576.7",0.0525994152068922,0.867129991374012,0.20563435559716,0.93511962278798,0.1539295477012,0.892542091877246
"SFTA2_10580.14",0.885582326182481,0.533294458328597,0.515605622981395,0.394234057273963,0.753038240260551,0.622800385297707
"SG196_10582.36",0.4499022507781,0.462095624740874,0.682919223723053,0.711100798530481,0.41754860960369,0.104516831325422
"TM108_10583.1",0.760244981336454,0.009965875302493,0.0263638936055537,0.313800724740356,0.648761836473527,0.0377493704069772
"NDUS4_10584.7",0.0819790020665118,0.45560144839705,0.53250363002649,0.576806042072749,0.379495441383274,0.468598588538258
"SIAT9_10588.39",0.312383068401136,0.359426112947839,0.147019290036491,0.596338882062737,0.249854991787703,0.286635477683845
"RET1L_10589.7",0.964960819568345,0.672548038020779,0.788750918898796,0.457128681983169,0.527718879996541,0.728367333412031
"CLGN_10600.24",0.344076774820378,0.988835119314917,0.348992004742488,0.210390972009568,0.498095463813366,0.476294632007509
"HIS3_10603.1",0.841695423535797,0.766908501144403,0.301767726470817,0.483172028679951,0.496262976800827,0.603883755338653
"APMAP_10605.22",0.125205743119482,0.312123580567084,0.347370957442948,0.137123491277522,0.0266551935598716,0.921154707060137
"TOIP1.Perinuclear_10606.34",0.280607221010718,0.400358127971268,0.44537586785557,0.943707354280121,0.250336363869426,0.537536517056049
"HIS1_10608.9",0.314553035699519,0.279291101845926,0.653191602077891,0.974292072104165,0.213382288041293,0.382678661330845
"PLOD3_10612.18",0.0178115266148161,0.144620414748636,0.417082720779942,0.670270560850702,0.514639013145585,0.19055740045587
"CASC4_10613.33",0.836494776196579,0.526447934378734,0.219395058775774,0.798047946975246,0.706124750878063,0.876530270894812
"MYP0_10615.18",0.788563932439913,0.057883746419368,0.226450292251706,0.746652043811199,0.951507215659359,0.728642461237958
"PDXL2_10616.67",0.4160098517015,0.606678795435404,0.583250617287184,0.00590030685567034,0.419395966357018,0.257218301394791
"megalin_10618.190",0.494478788720246,0.446869938943249,0.678741950186797,0.258211515964969,0.144436011272264,0.772601398023922
"PSP.94_10620.21",0.00884443624898911,0.343356015145115,0.297968757950687,0.293399026338017,0.586045920081573,0.196356970487389
"PRR16_10621.26",0.479710079442719,0.992286291031269,0.430167688341147,0.844915935512823,0.933844438295,0.996259303966652
"MUC1.region.1_10623.19",0.385072577802171,0.553295655073166,0.419563695925464,0.469842329702485,0.10240349001199,0.72012023416412
"ISK13_10624.45",0.442778897169879,0.930151830593975,0.323986061370306,0.0306132185556504,0.98207009828309,0.556279609857519
"SIA7C_10626.116",0.841996962370429,0.97949191197911,0.138115853214338,0.24325802857546,0.414896432352252,0.591658453010521
"APLP2_10627.87",0.957464933140923,0.716113733423021,0.977643023359673,0.365521176834966,0.278385825236445,0.6079736786482
"HTAI2_10630.5",0.44621801239645,0.585588730882473,0.144207359470577,0.508169255043598,0.47249443997327,0.0929764194236214
"PGRC2_10631.9",0.768029616253625,0.846412445222611,0.921646313174811,0.755936544892216,0.359512600683072,0.37337905930888
"MO2R1.CD_10636.1",0.398572473528724,0.954752260049455,0.233159585170243,0.105428759201835,0.562809786993704,0.440412512847465
"K1324.ECD_10637.50",0.417718145698183,0.581339958537065,0.538351344868624,0.329136733879783,0.963948488166844,0.180506223583352
"TINF2_10638.1",0.288413884657761,0.314895062997732,0.148001042901765,0.822687711669461,0.926266484864242,0.211363283637416
"NOE3.C.term_10643.16",0.7871690682248,0.282292049161794,0.481706706695824,0.0345524536612803,0.974455058518119,0.415095521149637
"ASCC1_10647.18",0.550149482738894,0.496981467197941,0.535130197299225,0.291476361155018,0.207115142502075,0.238306750807946
"INSI1_10663.42",0.35904825842311,0.644530472773563,0.69725801656644,0.314852326006588,0.700028755270196,0.531193986986277
"GNPTG_10666.7",0.191744170160364,0.466490145348539,0.214747482421249,0.877937777399869,0.916031822743251,0.4757754284473
"CA185_10667.78",0.744695544367656,0.252181572216714,0.28217085275334,0.874594982521562,0.571591229566784,0.140826438769446
"STX4_10668.5",0.893536826699525,0.90740957288997,0.158700234258682,0.254102418588407,0.51740207897171,0.762025163644849
"Semaphorin.3E_10670.26",0.085928202869843,0.649961506162693,0.84028431664083,0.352913606241516,0.697898198151504,0.126506812398468
"SP.B_10672.75",0.26588121471829,0.515003269812521,0.282581253137639,0.47066618875601,0.66242258687587,0.28787314057001
"TMX2_10675.223",0.359563848918306,0.238831054285022,0.545582747831556,0.821568492750697,0.372874151942627,0.0725663147290699
"NDUB4_10677.9",0.408719595248201,0.869602540129622,0.554811125713121,0.891308647072708,0.939532859214748,0.409990475587628
"KLRG2.C.term_10693.43",0.0796525530531879,0.189884146902075,0.545003657429037,0.621621059091322,0.245758586667849,0.92969958773002
"WF10B_10695.12",0.399293035806192,0.567339383553026,0.326690207369834,0.973080499582106,0.473537155536603,0.101075102996237
"LRP1_10699.52",0.45106892331252,0.87959875774704,0.346859730321122,0.477736643263985,0.130931691029491,0.530613995823435
"IGS11.CD_10700.10",0.393808027575473,0.641902778861063,0.431572769660029,0.593732050385928,0.750816774450988,0.518468192080229
"COSA1_10702.1",0.0331632893355591,0.748480584553186,0.146685840436509,0.761612092286187,0.781735120646279,0.764721995045402
"SDS3_10703.203",0.877994542449631,0.851935487110847,0.734793093496691,0.507255809840718,0.879205149986714,0.650235317546768
"LRMP_10704.91",0.402306307197773,0.199283747814579,0.273583464880031,0.765963866066106,0.996073532588468,0.190064742865517
"SIA7C_10705.14",0.189587769520969,0.259179523093435,0.230842226322484,0.0928332270934122,0.792106751285291,0.907294790787633
"GON2_10708.3",0.70953855769925,0.553498098385394,0.336657263461502,0.462640037576627,0.394745739119567,0.295196063613454
"ZPBP2_10710.23",0.317291064512602,0.68042746407786,0.985607976285294,0.921387814715935,0.518161770206905,0.340455512830103
"CLM7_10713.151",0.355821770133985,0.19862931395633,0.894029008891317,0.810852255772859,0.715896384513997,0.453121069547583
"ACE_10714.7",0.513492370697524,0.990177340574339,0.483151569831767,0.889533836724144,0.958267506182097,0.599207956149622
"PSMD5_10716.35",0.339707490963387,0.338774495362123,0.277123079580583,0.296034873976123,0.0493939820971851,0.210808682285373
"HSP.70_10721.76",0.311039488684423,0.571287477522356,0.0555070898410252,0.349423346824736,0.772703567854288,0.51816916361373
"KSYK.Protein.Kinase_10722.13",0.277378400847432,0.650426849580794,0.236793529927617,0.203894380742069,0.897700224718847,0.842840702179761
"HS3S5_10731.10",0.28663678787423,0.136225202993392,0.664692225076404,0.33558144806382,0.73160251713178,0.418580590695566
"G3ST2_10734.339",0.100382544032596,0.502732280616096,0.86478572020015,0.198687167134347,0.469673591590816,0.574598082986992
"Serpin.B1_10737.96",0.287466193611537,0.713667277099289,0.177225163126554,0.0219406825886786,0.58140918684748,0.699185732026886
"fibulin.5_10738.11",0.159797725491993,0.552863248942936,0.202050175360319,0.791597589303852,0.404216391276736,0.699708855123333
"CSF.1_10741.22",0.114331082669568,0.527198844614446,0.18102576323432,0.348487707739053,0.943806879772925,0.774262290732936
"SLIK1_10743.13",0.0303341005324825,0.0471742551749697,0.400517987649417,0.713845823200055,0.281849224060934,0.748842871537901
"DKK3_10746.24",0.0115752495236188,0.417645225431496,0.0491961727296766,0.844468235830949,0.124115199987088,0.536629397571226
"PCDB2_10748.216",0.201547938096184,0.575304351179608,0.266343235469791,0.552593792120633,0.698206848321375,0.422961899187951
"HSP.70_10749.18",0.376868084408815,0.457101841489513,0.187920069246187,0.33556183911781,0.930221786918794,0.406274504815508
"CDYL2_10752.8",0.853259007523088,0.585575763930995,0.659353295023622,0.74409379307803,0.557343123534125,0.544070739543033
"ADAM7_10753.31",0.148020945145812,0.908088580328525,0.186203664640274,0.981279224893496,0.881333303985147,0.231605654866905
"Prokineticin.2_10754.113",0.725327805960435,0.185257218666054,0.718707642538513,0.0175830853230502,0.241591767978587,0.924815699227345
"UCN3_10756.34",0.455994121947921,0.566515637913092,0.915214926938769,0.19687237322476,0.640463013820175,0.499914786392386
"KERA_10758.2",0.173236579936817,0.255560741538766,0.292996005314314,0.449422722007341,0.531087788452904,0.370786446394513
"GRIA4_10760.107",0.619903269516566,0.388167056572673,0.324297029358616,0.432270832075055,0.299881069983891,0.489233036992195
"TMED2_10761.5",0.439891510776439,0.592221269938302,0.551208554759416,0.301186837794969,0.882295472429817,0.721938782584044
"KLRG2.N.term_10762.2",0.0210534352433964,0.460391008101708,0.292455829298416,0.512564931425565,0.110310727311056,0.391653645941241
"GPR64_10767.52",0.756120844280304,0.659276201864534,0.743114732191075,0.541614311076534,0.391617435406843,0.0404609932722117
"CGAT2_10772.21",0.0470651992554137,0.392603542378806,0.149266298942284,0.930089691646138,0.45884638838232,0.235459460202552
"RAB3D_10780.10",0.351431799035327,0.0617530032487602,0.281160406629643,0.0922631753511405,0.65963200078798,0.23900535998576
"CLC4G_10781.19",0.829481581721032,0.45119138183009,0.844711532424398,0.730836072853645,0.680769600533998,0.755824686524245
"LRC52_10785.8",0.528999180168127,0.587003775684029,0.488589819885071,0.867269789337201,0.52069704258046,0.236474786528902
"CLM2_10798.4",0.361854092499802,0.0720780706941174,0.388552532824593,0.0964974421696257,0.804068977933289,0.283211439725065
"Collagen.binding.protein_10800.15",0.820534928709984,0.752841342890634,0.110515325930198,0.086671934988929,0.503517968191355,0.445866654378791
"Ephrin.A2_10801.11",0.335936853403865,0.779528112840738,0.0133105795612042,0.545801591563726,0.869685493860773,0.767526862563226
"HSP.70_10803.22",0.64667293158748,0.862137801904733,0.237465944813661,0.450185119750436,0.931780298208934,0.554922232299154
"KLRB1_10809.14",0.0341084845038126,0.580461865520236,0.382323023512639,0.545242502774884,0.689661347659368,0.224410784199152
"CD1A_10814.7",0.948613005171533,0.802630033911532,0.574601327034747,0.300500663703252,0.699138046786742,0.427909822955006
"HABP4_10815.2",0.845030223681981,0.618390811463104,0.126477961051196,0.444087265143454,0.195089298526465,0.792130676682644
"PILRA.isoform.FDF03.M14_10816.150",0.202781166752328,0.506218467911542,0.165395922015382,0.477236669438498,0.66250098809019,0.44903534936502
"TO20L_10817.26",0.661090510757502,0.942089520676286,0.823844072804263,0.393741386812445,0.577858415954756,0.358529214941084
"ASM_10818.36",0.61621270657234,0.361731447255303,0.0372267335716666,0.850056340288108,0.569698102828791,0.350714331510022
"fibulin.1_10819.108",0.00646660516422427,0.871654715278132,0.108644362289582,0.327452967794189,0.545567053635254,0.48591577213056
"VSI10_10825.12",0.824830635992147,0.837408052974869,0.440003392184551,0.591945183538362,0.584459290102202,0.552554731177149
"LIGO3_10827.67",0.670614122602248,0.250668613902048,0.777111208857597,0.79154031359269,0.610757973575706,0.297117829608358
