"Protein","Nominal_pvalue","Active_mean","Control_mean","the_log(fold_change)","Nominal_pvalue_and_fold_change","Absolute_nominal_pvalue_and_fold_change"
"SET_5364.7",2.51454222862798e-05,17039.5818107407,11371.6022222963,0.583454389393524,2.68362242447023,2.68362242447023
"PCNP_17769.28",7.069723786741e-05,5373.90086437037,8411.79773674074,-0.646444453292568,-2.68313076644222,2.68313076644222
"S100A11_14011.17",1.18944029678089e-05,3708.63907407407,2544.17409474074,0.54369247526742,2.67749914567359,2.67749914567359
"HD.5_6387.61",0.00258019841536501,10858.7534361852,5303.93619340741,1.03372316907699,2.67563415582341,2.67563415582341
"CD5.ECD_5596.75",0.00022608932885213,13486.0680250741,8109.06127559259,0.733862960516299,2.67545882497275,2.67545882497275
"ML12B_19122.47",0.00115116872058869,917.25265432963,1723.0451029,-0.909569386999134,-2.67309801598775,2.67309801598775
"LSM4_16854.17",2.88108715292446e-05,2892.65497937037,1923.56458840741,0.588611983994797,2.67255951802994,2.67255951802994
"Lefty.A_15503.15",7.6834308349792e-05,13783.8076541111,8790.06333311111,0.649029009502497,2.67039404216871,2.67039404216871
"Integrin.beta.7_11205.10",0.0161782507527488,11545.9530456667,4111.48384785185,1.48965619709497,2.66807619745516,2.66807619745516
"MOCS3_14229.5",1.41873058846467e-05,3061.17839511111,2090.63448551852,0.550146271206372,2.66716417461511,2.66716417461511
"NHEJ1_11351.233",6.3552165014786e-06,290.260534977778,414.058477362963,-0.512486103014232,-2.66332347473112,2.66332347473112
"Layilin_2635.61",2.32622856604183e-05,2494.06792177778,1674.76541162963,0.5745417270945,2.66205154120899,2.66205154120899
"FGF.16_4393.3",0.000884110774052888,1845.27218103333,3376.28726325926,-0.871604025347759,-2.66143706642485,2.66143706642485
"LRFN5_6587.6",1.86797551619814e-05,1747.35102882222,1183.18751028519,0.562490734689076,2.65980989927211,2.65980989927211
"FGRL1_6104.1",6.27839943862809e-05,4458.41485596296,2875.61084362963,0.63266241667665,2.65854304325794,2.65854304325794
"WFDC3_6384.19",0.000291836643115937,464.870370355556,782.894938285185,-0.751990240857392,-2.65818035728644,2.65818035728644
"carboxylesterase..liver_15487.164",0.000184147246958583,6164.90150188889,3764.60473259259,0.711579448491796,2.65763166552974,2.65763166552974
"DDIT4_17817.22",2.25414036299137e-09,1074.35738683333,868.353168759259,0.307120161116465,2.65567388208689,2.65567388208689
"RAB3D_19808.26",0.000903160313086275,7020.41067877778,12838.9460900741,-0.870899448247211,-2.6512227164314,2.6512227164314
"EIF3G_11454.87",4.22167604525921e-05,13800.684651037,20994.530822963,-0.605273707002084,-2.64777896836691,2.64777896836691
"LAMA3_20074.3",9.32297943997308e-08,572.492263381482,441.128168725926,0.376058308610961,2.64385735834582,2.64385735834582
"PAXI1_12894.3",3.47287719002809e-06,1937.23917696296,1385.14705766667,0.483962932298716,2.6421039538194,2.6421039538194
"Carbonic.Anhydrase.X_3289.19",5.43882120425909e-06,1337.13360080741,944.310329214815,0.50181066442549,2.64177984318008,2.64177984318008
"MANEA_8014.359",4.56087652656588e-05,5604.7562757037,3676.41862137037,0.608350587630959,2.64082050841815,2.64082050841815
"CLC4D_7752.31",1.86468812279772e-06,1943.29991766667,1412.08567907407,0.460680947734216,2.63942256361815,2.63942256361815
"Lamin.B2_20217.26",0.000997128465176344,3441.00069962963,1870.99166665926,0.879025052533344,2.6381729594157,2.6381729594157
"GPV_7185.29",4.86381011860411e-06,28893.0462548148,40759.0928392593,-0.496399624003834,-2.6373828121787,2.6373828121787
"NAR3_7970.315",9.64185072156797e-05,7753.43259218519,4920.10238692593,0.656146822125262,2.63498038953736,2.63498038953736
"DHH_4389.2",0.000819733523896603,439.660288055556,793.735205759259,-0.852268568751446,-2.63037975374078,2.63037975374078
"BMP.3_16748.1",1.71902907007151e-05,2434.21761314815,1660.61888885185,0.55173713370656,2.62887117857192,2.62887117857192
"NALD2_7986.98",0.000187062807634171,1813.13292178889,1113.1887860037,0.703786413247447,2.62372458222927,2.62372458222927
"PRKACA_3466.8",0.00014238026589877,13854.0514404444,22226.8712751111,-0.681996948608302,-2.62333549930208,2.62333549930208
"RAB24_20934.13",0.00078145542931142,889.087530837037,1595.66166663333,-0.843757419872049,-2.62163512464781,2.62163512464781
"SETD3_24260.4",0.000709695022289158,3559.38911518889,6324.42839507407,-0.829305436202784,-2.61142330834674,2.61142330834674
"CAMK2A_3350.53",9.85735973275104e-05,839.018724240741,1317.82257192222,-0.651381230329225,-2.60958914551572,2.60958914551572
"CBX5_4540.11",5.31700392145727e-06,1234.64864197778,876.339979422222,0.494537953509019,2.60835785752918,2.60835785752918
"Kallikrein.6_3450.4",0.000358915273243714,5387.69308644444,3189.39144037037,0.756386495753323,2.60575757461062,2.60575757461062
"CSK_3363.31",0.000161276795748901,72379.0011496667,116473.538672222,-0.686359126511268,-2.60296764749076,2.60296764749076
"TP4A2_11699.16",0.000144763660885805,1236.01746914815,1977.26738679259,-0.677808846989798,-2.6023389186536,2.6023389186536
"IL.18.BPa_3073.51",0.000576809791749696,6428.39757214815,3684.88164607407,0.802840874569225,2.60037540066713,2.60037540066713
"STABP_19187.21",3.38531143043033e-05,1949.31878614815,2916.71777785185,-0.581375753345821,-2.59898296562924,2.59898296562924
"Alcadein.beta_6291.55",0.000421282852495403,1884.71074077407,1105.59154321852,0.769524634817468,2.59747362747599,2.59747362747599
"SYSM_12348.46",0.000370784772467952,2384.22191355185,4026.00650211111,-0.755830980093702,-2.5931639644139,2.5931639644139
"SYT4_17355.56",0.000587272535919438,1479.22092592222,2578.72829227037,-0.801822232354044,-2.59081617179234,2.59081617179234
"CDK2_21128.2",0.000129185223088202,3008.04166659259,4772.89339496296,-0.666039562430032,-2.59008609874709,2.59008609874709
"UBD_17772.7",1.17531964657244e-05,2615.78195474074,1817.54082303704,0.525254517988714,2.58942283615758,2.58942283615758
"EPHA4_7190.50",0.000153737789643869,21219.3452671481,13253.201029,0.679039287822597,2.58932576345932,2.58932576345932
"PSME2_17694.32",5.5774974070585e-05,1467.88625512222,2238.24123466667,-0.608625356775352,-2.5888248517053,2.5888248517053
"Vasoactive.Intestinal.Peptide_3522.57",6.59192104578039e-06,193.326625514815,273.282448562963,-0.499352462962468,-2.58713911988106,2.58713911988106
"PEAR1.ECD_8275.31",1.9148220409926e-05,13660.4685189259,9341.78938307407,0.548236141117639,2.58650771046805,2.58650771046805
"SNP25_13105.7",0.0807881820708162,4353.0802675,843.787325077778,2.36708530113507,2.58640087768384,2.58640087768384
"FSTL4_9350.3",1.58112849671905e-07,541.7570782,416.302942377778,0.380012342331138,2.58447641750366,2.58447641750366
"PIPNA_9934.29",2.50509052600816e-06,4877.45213996296,3542.52806585185,0.461348433436865,2.58409403850611,2.58409403850611
"HBD.1_6629.3",0.00025215727476108,8017.72539062963,4874.18436222222,0.718032184712137,2.58371567265009,2.58371567265009
"CACO2_12534.10",1.13301323374687e-06,2268.75345681481,1679.40925925926,0.433945994365518,2.580140912778,2.580140912778
"NKG2F_10552.88",2.95241200138498e-05,537.871234566667,798.12341562963,-0.569351015450188,-2.57905934647169,2.57905934647169
"LECT2_5970.61",7.24003850547831e-07,1847.03831285185,1380.77045262963,0.419740294794479,2.57731417483966,2.57731417483966
"REG4_11102.22",0.00013387855665193,38764.9372840741,24442.4955962963,0.665360737983494,2.57713441311066,2.57713441311066
"BiP_16588.10",0.00247024931722048,12280.5034975185,6190.09580218518,0.988336069183399,2.57684832100223,2.57684832100223
"GBRAP_22966.20",7.42331634761916e-06,12523.6058444074,8843.37862155556,0.501980445231371,2.57485951550216,2.57485951550216
"Ornithine.decarboxylase.antizyme_9893.27",0.000723499449074505,170.688168711111,301.237201644444,-0.819536887243048,-2.57380623787236,2.57380623787236
"TBC24_25114.256",2.2865431674867e-05,3870.64796296296,2635.47413577778,0.554512566181231,2.57339333742613,2.57339333742613
"WDR18_25307.8",1.02973344011183e-05,1191.93331278519,833.747469140741,0.51562113894725,2.57154451036944,2.57154451036944
"GSTM4_18895.54",0.00287290063052087,926.278374488889,1867.4910906,-1.01158362326284,-2.57112125193734,2.57112125193734
"PUR8_5023.23",0.00135385768406467,8930.55689266667,4799.30979422222,0.895923200233995,2.5698902847369,2.5698902847369
"PALM_18306.1",9.17125223517717e-07,1385.88063788148,1031.79940324444,0.425640490236959,2.5698348343933,2.5698348343933
"Neddylin_21445.40",9.7046264684261e-06,15364.4440734815,21916.7401633333,-0.512437664370682,-2.56886086285533,2.56886086285533
"CLN5.LD_8874.53",3.2430163481937e-07,1625.8280247037,1235.81866256296,0.395707596055209,2.56776671729117,2.56776671729117
"RPAB1_20441.35",9.47955944898216e-05,857.9999177,1335.23475296296,-0.638043995745666,-2.56698616163526,2.56698616163526
"complement.factor.H.related.5_3666.17",4.96538189641035e-05,60986.9080651852,40357.8826748148,0.595649088256433,2.563701875979,2.563701875979
"SLIK4_7139.14",0.000194463538683741,3606.2597737037,2234.87106996296,0.690311719240366,2.56185849329701,2.56185849329701
"NMT1_12448.246",0.000326367538039688,18660.551564037,31053.2680662963,-0.73475347695946,-2.56156593623562,2.56156593623562
"CO8G_14708.59",2.03988415077423e-05,74352.1300392593,50925.8883118519,0.545974832517988,2.56083734958941,2.56083734958941
"TIMD3_7152.5",2.66386676787191e-05,3402.31674892593,2308.17074081481,0.559767511820361,2.56064948573205,2.56064948573205
"D.dimer_4907.56",0.000234904039737251,42109.79531,25860.9672833333,0.703379625188326,2.55264169002364,2.55264169002364
"G.CSF_8952.65",6.89566095078378e-08,975.9335185,762.365390951852,0.356300246596972,2.5516171729085,2.5516171729085
"CCD43_21595.8",6.70698440688529e-05,7256.57279840741,4750.39366244444,0.611241265937765,2.55099873855385,2.55099873855385
"DJB14.LD_8037.53",2.85678188539358e-06,1645.80502055556,1196.43343617778,0.460053294520432,2.55059201302196,2.55059201302196
"BRPF1_11671.19",2.48940509374619e-07,1416.42022640741,1083.80113177037,0.386149291812603,2.55009301735443,2.55009301735443
"FSTL1_13112.179",7.26104633610992e-05,24306.6272425926,15859.3045262222,0.616020214367216,2.54970815503017,2.54970815503017
"TMCC3.region.2_11294.7",0.00041233859285719,3829.9768107037,2272.1307612963,0.753289792675266,2.54969462425655,2.54969462425655
"Tissue.transglutaminase_18934.50",0.00167634653620804,1096.25942392593,2071.94094652593,-0.91839363984201,-2.54912663130018,2.54912663130018
"COX6C_8903.1",3.41332946145387e-05,6218.73218111111,4187.500679,0.570531062323304,2.54846058146699,2.54846058146699
"EFNB2.ECD_14131.37",0.00016048594585251,7827.55888914815,4914.54650214815,0.671504161593226,2.54806484178166,2.54806484178166
"Frizzled.10.CD_11647.6",0.00348007728793559,3433.77763362963,1677.37364192593,1.03359252456798,2.54099534647656,2.54099534647656
"HPT_7905.30",5.55386184800523e-05,92948.9215188889,61450.6683528148,0.597009423937603,2.54051684438904,2.54051684438904
"RPB3_20995.47",0.117771507395638,10872.2296074963,1634.3481276,2.7338606039223,2.53964650753777,2.53964650753777
"VASP_9762.14",0.000104121543780662,53992.6267057778,83995.6945674074,-0.637552975786345,-2.53902884228135,2.53902884228135
"sICAM.5_5124.69",0.000138907063685232,3850.90736633333,2441.22191355556,0.657594973598393,2.53652509172454,2.53652509172454
"GIPC1_22970.8",0.000552165637711311,1625.88353908519,2786.8611522963,-0.777417204049118,-2.53277131654411,2.53277131654411
"ST4S6_14097.86",5.17489415827457e-06,1805.39407407407,1295.48709876667,0.47881912871848,2.53108509167558,2.53108509167558
"a.endosulfine_17734.13",0.00056766846736837,2829.09615221481,4855.18016462963,-0.779183621447589,-2.52915619130834,2.52915619130834
"MAGE.3_20133.1",3.82915114823434e-05,2183.21347740741,1468.22224285185,0.572382842249393,2.52815633947406,2.52815633947406
"KAAG1_19492.5",6.63939763289515e-05,4747.79057618519,3121.72611111111,0.60491233342269,2.52724588935575,2.52724588935575
"RAB2A_23008.4",0.0040153310210697,1507.28530871852,3129.56835395556,-1.05401116157477,-2.52570443910337,2.52570443910337
"TBCA_12501.10",0.000615031972205221,4331.79493822222,2512.17594651852,0.78602743865659,2.52401452163769,2.52401452163769
"RGS21_19819.7",3.11415546846615e-05,10648.4529215556,7228.93230448148,0.55878935577867,2.51827347599526,2.51827347599526
"FKBP2_9339.204",0.000178919085342915,1302.04063791852,2074.3130246037,-0.671859143669085,-2.51768688117279,2.51768688117279
"hnRNP.A.B_4450.26",3.60445438419281e-06,11762.8026332963,16204.3744448148,-0.462151486718277,-2.51556470193535,2.51556470193535
"PL8L1_22532.59",6.26762527519861e-05,3681.70360077778,2431.50448551852,0.598524232767787,2.51553568841139,2.51553568841139
"CC134_15300.66",9.08439293494321e-05,2719.10934159259,4185.44045274074,-0.622245285468959,-2.5149313147273,2.5149313147273
"CADH4_20589.5",0.00190679185999607,370.370884777778,702.391769540741,-0.923305248446852,-2.51111024719471,2.51111024719471
"LIMK1_25308.8",4.73919732040568e-06,4992.47166666667,3600.37251022222,0.471608058302424,2.51098052521037,2.51098052521037
"MCA3_21628.6",7.80302158159123e-05,694.135473255556,1059.64411528519,-0.61029064883071,-2.50691359607768,2.50691359607768
"UB2V2_18165.181",8.04279991575668e-06,5005.35069962963,7039.72024696296,-0.49204694346313,-2.50677878359207,2.50677878359207
"AT1B3_8990.42",0.00098896567181948,9325.64104908889,5230.50921822222,0.834251492897191,2.50677455562141,2.50677455562141
"LEG9_9197.4",1.58332201515911e-06,1278.84139923704,948.103209859259,0.431721330000199,2.50416967778362,2.50416967778362
"LYVE1_3206.4",5.2794728872059e-05,53943.5154318519,35969.124897037,0.58469048311324,2.50096058966854,2.50096058966854
"DTX3L_11643.73",0.000156429207426711,556.411646088889,877.158168711111,-0.656684395334655,-2.499132084866,2.499132084866
"LPL_21987.76",8.18230477492645e-06,3215.71958840741,2288.81434144444,0.490541166053757,2.49544390948533,2.49544390948533
"ARL2_12587.65",0.000355739437781608,964.921604962963,584.796892996296,0.722476089084642,2.49172465403395,2.49172465403395
"C1s_20203.45",3.52163497398144e-05,20382.2603707407,13834.0603699259,0.559089396433114,2.48976802006991,2.48976802006991
"TM1L2_19356.20",3.5332949176657e-05,2240.34312755556,1520.52137859259,0.55915360932758,2.48925128330266,2.48925128330266
"CLK2_11327.56",7.96127452162043e-05,1412.1983333,927.102818981482,0.607141466367273,2.48868343516107,2.48868343516107
"ZN264_9993.11",1.20044098634196e-06,1359.64946488889,1016.06629629259,0.420240215939656,2.48809909440589,2.48809909440589
"ADA15.CD_9956.7",3.18362113952583e-08,833.550699607407,662.261111118519,0.331869808193098,2.48805404369657,2.48805404369657
"UB2R2_19824.3",7.05518574767449e-06,2814.73111107407,2014.0224897037,0.482917316052707,2.4877444718986,2.4877444718986
"ERBB1_2677.1",0.000116505439995904,16417.3517697037,10591.3234152963,0.632338560030014,2.48740097678193,2.48740097678193
"LTBP4_13133.73",0.000254172323087595,18757.0102056296,11612.8214402963,0.691711355572124,2.4866136055483,2.4866136055483
"KAD2_11368.32",0.000111694139609064,32795.402839963,50674.7605762963,-0.627773770984243,-2.48094286672937,2.48094286672937
"ACY3_21781.9",1.31676027444766e-08,823.704464988889,662.289876544444,0.314664003009634,2.47970756250767,2.47970756250767
"ART4_6576.1",3.77259552047395e-05,1685.84611103704,1143.91648154444,0.559491125475688,2.47483052785775,2.47483052785775
"TF_4931.59",0.00057972095005302,1483.20646095926,873.306543240741,0.764159378864764,2.47341656210242,2.47341656210242
"LZTL1_20378.110",3.77197478760898e-05,1839.12378604444,2709.28399188889,-0.558893040682413,-2.47222492412924,2.47222492412924
"RAB5A_17205.21",0.000142746596020187,9327.60851859259,14563.2567888889,-0.64275387752778,-2.47166776807543,2.47166776807543
"M3K11_21406.25",0.0023062455565685,17832.1595882593,9312.43851781481,0.937250532408065,2.47161818031799,2.47161818031799
"LRIG3_3322.52",0.000199223690355407,9418.24761288889,5932.80218103704,0.666744973240651,2.46739579888397,2.46739579888397
"Apo.D_4712.28",2.41468166730248e-05,3912.61150203704,2701.66615240741,0.534282456308344,2.46685696182506,2.46685696182506
"DNPEP_25037.4",3.86499269918294e-07,1053.79444445926,807.176275722222,0.384637802113406,2.46662503781638,2.46662503781638
"MGMT_21437.77",0.000608489882984671,12229.6355756259,20808.0038267037,-0.766757155305567,-2.46569674444468,2.46569674444468
"COX7R_9590.10",0.0306540308348205,6057.59806553333,1959.11962961852,1.62854035992976,2.46481604506664,2.46481604506664
"Tenascin_6260.14",0.000150573019914859,24586.9160081481,15726.9714408519,0.644649909592385,2.46401494725291,2.46401494725291
"CHMP3_12508.9",2.43684076874888e-05,5694.24971196296,8245.40489725926,-0.534084578618594,-2.4638244766876,2.4638244766876
"KI2L1_17200.50",3.04864974260744e-06,1562.25938274444,1146.38216044444,0.446545940555488,2.46309939038502,2.46309939038502
"BMP.8_15668.19",9.34131049880621e-06,1992.10691340741,1418.89253085185,0.489529755226426,2.46213503465189,2.46213503465189
"CNTFR.alpha_2711.6",0.000234673473834817,6894.37909433333,4308.45580251852,0.678249744575848,2.46173186345339,2.46173186345339
"TIM.1_9021.1",0.00712044838619841,1639.84841564815,742.292695477778,1.14350238392246,2.4556629730479,2.4556629730479
"p19.INK4d_12376.85",0.000666083972505642,3775.04722216296,6450.49390944444,-0.772914939574366,-2.45514190364626,2.45514190364626
"VWC2_11121.56",6.86450085234677e-05,5840.65189292593,3884.71049381481,0.588322315190996,2.44941585376622,2.44941585376622
"TOM20_20408.11",0.000425060061373074,3203.49798351852,5300.01487651852,-0.726348326776653,-2.44891948280979,2.44891948280979
"CRADD_15322.35",2.96712727298036e-06,2705.81893018148,3678.03333325926,-0.442869255353864,-2.44803236180562,2.44803236180562
"SHC1.SH2_5272.55",0.000475749389531915,4812.53615211111,8019.48399159259,-0.736712032043309,-2.44781542875292,2.44781542875292
"Cyclin.E_19767.20",8.1884070566986e-06,3252.65985592593,2330.45549385185,0.481008000586898,2.44679177449974,2.44679177449974
"ARF4_18408.26",0.000411685193922169,5046.8936212963,8327.01395066667,-0.72240356323205,-2.44565012788574,2.44565012788574
"ERGI1_23372.112",3.8899018636082e-05,3164.82582307407,2155.83337455556,0.553880427005994,2.44264666650465,2.44264666650465
"UPK3L_6633.43",9.17194217106782e-05,2171.66697525926,1428.2221194,0.604582516010331,2.44102530099059,2.44102530099059
"PCKGC_18182.24",4.4419540767823e-05,2308.80792181482,1565.46335388889,0.560558418362891,2.43978899857175,2.43978899857175
"ERO1A_7060.2",1.5459265885708e-06,3364.97790122222,2515.87884766667,0.419534579470674,2.43783620518155,2.43783620518155
"PSA1_7880.9",1.50815081100821e-05,2639.5134362963,1859.45353911111,0.50539330921627,2.43678175225774,2.43678175225774
"LRTM2_8906.60",3.31942297174182e-05,4734.49279837037,3249.68302466667,0.54291087547485,2.43166382765913,2.43166382765913
"TXNIP_11682.7",1.10952522548824e-05,1508.74884781852,1074.29187240741,0.48996665946842,2.42771758377778,2.42771758377778
"CNPY4_15465.79",0.000230676446279181,7905.37407392593,12552.5078181481,-0.66706998745544,-2.42613137492963,2.42613137492963
"CLC2D_7054.87",5.00131105841374e-06,2701.50845674074,1967.39152262963,0.45748110705921,2.42506898118363,2.42506898118363
"RAB13_19282.3",6.05208065133789e-05,1921.08604933333,2861.00156381481,-0.574598144551747,-2.42370972896228,2.42370972896228
"LIGO1_6620.82",0.000390018146475397,8001.55238718519,4893.88016466667,0.709301150599381,2.41794746370527,2.41794746370527
"GEPH_24902.84",5.906858144965e-05,222.175473244444,330.1841358,-0.571571244250442,-2.41697100320009,2.41697100320009
"HSP.90a_2625.53",0.000496099516600831,5387.03808625926,8941.93395062963,-0.731094624449034,-2.41585188435963,2.41585188435963
"MNDA_20076.7",0.0167340639963283,50372.0406988148,19654.9858023704,1.35772785776373,2.41186583104743,2.41186583104743
"KHDCL_21804.15",0.000534181249378916,4523.87176955556,2715.26950618519,0.736462635347874,2.40993504821934,2.40993504821934
"Carbonic.anhydrase.XIII_3420.21",0.00104066676834893,5471.6925719,9578.87497940741,-0.807869049728292,-2.4096215735105,2.4096215735105
"BT3A2_21433.3",7.53304219460098e-05,17203.4540325185,11475.9137038889,0.584089227323635,2.40821717327316,2.40821717327316
"HSP.70_10749.18",8.24129571800017e-05,2998.55736633333,1993.0254527037,0.589308438924546,2.40673831764852,2.40673831764852
"RIPK2_8970.9",5.21416848167266e-06,717.124650214815,983.305349822222,-0.455415582930602,-2.40587624536723,2.40587624536723
"NXPH1_4562.1",0.000316699883660099,26121.3746914815,16238.6162970741,0.685802118909668,2.39986308236191,2.39986308236191
"NDP.kinase.B_4249.64",0.000152118149206803,23448.9158027037,36250.3786833333,-0.628474847050272,-2.39940319148193,2.39940319148193
"KGUA_17325.10",2.66987102306274e-06,15036.2039505185,20261.92893,-0.430331135554892,-2.39845476604113,2.39845476604113
"NF2L2_22510.6",0.0017483873754415,551.493415607407,1006.82218102222,-0.86839333917762,-2.39447508808417,2.39447508808417
"KTHY_19504.22",0.00121138527185998,12877.5254729259,22738.8774481481,-0.820305640507794,-2.39259998996709,2.39259998996709
"S6A14_13053.6",1.66181650574647e-06,2018.00504114815,1514.6634362963,0.41393252118002,2.39228862152223,2.39228862152223
"UBP14_19189.2",1.98889331960729e-05,37035.7312752963,52693.4804122222,-0.508706649397667,-2.39162759693085,2.39162759693085
"Fas..soluble_9459.7",0.000101864423979629,4032.28325092593,2662.22395066667,0.598965047412186,2.3910549723756,2.3910549723756
"F264_25041.11",7.19191479889188e-06,3131.29909466667,2270.32220162963,0.463864260313431,2.38572600602445,2.38572600602445
"TMOD4_23530.3",0.288524236099354,2985.4159053263,139.60860080963,4.41847220181987,2.38516950213603,2.38516950213603
"NCAM.120_4498.62",0.000304640235547012,11238.0386012593,7023.43069955556,0.678142447163861,2.3844931105571,2.3844931105571
"TBCD5_9960.2",0.000143729027908917,1326.5311934037,2038.79086422963,-0.620055192726317,-2.38253449285066,2.38253449285066
"Semenogelin_7115.5",7.16793856733533e-05,3988.83041151852,2679.82763374074,0.573825577676318,2.37828077464209,2.37828077464209
"CK2.A2.B_5226.36",0.048102815582021,502.467242760741,1754.08596713333,-1.80361800432813,-2.37686101735207,2.37686101735207
"CgA_11184.51",0.00214652364051548,48012.8219769259,25900.8974077778,0.890417648677462,2.37586964551594,2.37586964551594
"C1T9A_6019.12",0.000126877482348586,4839.30744855556,3173.58444444444,0.608687367596281,2.37182059940774,2.37182059940774
"TAD2A_22795.17",4.45911699263933e-07,1866.11609059259,1441.33958844444,0.372628455303093,2.3664705847171,2.3664705847171
"AL7A1_21498.3",0.00416127848470223,4197.61765433333,2108.55053507407,0.993319164067906,2.36486766373333,2.36486766373333
"sE.Selectin_3470.1",0.000375709026619326,23905.799177,14813.903662037,0.690408775964539,2.36475249407301,2.36475249407301
"RGS4_23020.18",4.12463069506471e-05,1174.14454721111,807.99874482963,0.53918507048533,2.364118910393,2.364118910393
"FOLR1_17455.42",0.000355137057116894,886.344958825926,551.372181092593,0.684841814673616,2.36243306905884,2.36243306905884
"Ubiquitin.1_2846.24",5.57744875920247e-05,2493.61041155556,3664.23508244444,-0.555275980096027,-2.36190214719162,2.36190214719162
"CTGF_2975.19",4.86446237439796e-07,1124.82407402222,1456.90718088889,-0.373209589568145,-2.35605913312529,2.35605913312529
"BMP.3b_16749.79",1.11635611565471e-06,1787.36532925926,1358.88903285185,0.395406894604013,2.35353982836578,2.35353982836578
"BRAF1_15669.7",1.97050949111582e-06,1290.45559667037,1717.4239507037,-0.412365715895543,-2.35272020854149,2.35272020854149
"TPSG1_14103.12",2.91646725973852e-06,1543.41294248148,1149.58002061111,0.425017215330961,2.35253101952034,2.35253101952034
"Adenylate.kinase.isoenzyme.5_13613.23",0.32043833038864,5903.53755184445,218.295823037037,4.75722328306315,2.35128396160966,2.35128396160966
"FAM3B_9177.6",0.000716592738757375,18125.0154739259,10795.2173255926,0.747589939312791,2.35096671329085,2.35096671329085
"TCAL1_20924.85",2.44996003064809e-07,1445.25156377778,1129.69127576296,0.355392069381127,2.34944046361774,2.34944046361774
"CA162_6896.3",0.00312384242668611,5268.8880658963,2752.14224284444,0.936943494111036,2.34733473066696,2.34733473066696
"STAP1_12510.3",3.1771279300564e-05,2451.66051451852,1707.5362962963,0.521842974961699,2.3472315921445,2.3472315921445
"FUBP3_24952.28",0.000740709600687563,892.136399174074,1499.94283955185,-0.749571316465438,-2.34642208929074,2.34642208929074
"Calbindin.D28_9918.23",1.78106699659908e-05,1775.71804540741,1261.41000007037,0.493365248203986,2.3431493142061,2.3431493142061
"NUD11_23623.48",0.018674773059543,936.78792182963,366.263045262963,1.35484232983659,2.3421764525129,2.3421764525129
"MATN3_3208.2",7.54378912781143e-05,1390.95329220741,938.172901307407,0.568148240462701,2.34214024929823,2.34214024929823
"IL.17C_9255.5",7.42556511555625e-06,1367.33415622593,996.522736640741,0.456391232292682,2.3409540793218,2.3409540793218
"MA1B1_7071.23",8.418371591041e-06,2866.3849177037,2082.40748974074,0.460979951764938,2.33936810945732,2.33936810945732
"NEUL4_13468.5",1.25075914136902e-07,1512.74734562963,1196.43057603704,0.338434367597952,2.33615365832666,2.33615365832666
"PI15_5745.64",1.13037359505776e-05,2407.56672840741,1735.88393003704,0.471905299397542,2.33441075122505,2.33441075122505
"TIMP.1_2211.9",0.000128607976263143,8382.80144074074,5533.89407411111,0.599137428276171,2.33108322189613,2.33108322189613
"IQCF3_13439.6",3.10870781360852e-06,1399.44532933333,1043.76467082222,0.423058651964727,2.32996172129123,2.32996172129123
"PIK3CA.PIK3R1_3390.72",0.000627268424968174,729.615123466667,1206.91292182963,-0.726114050997416,-2.32541406573558,2.32541406573558
"MCE1_20135.85",0.00338252800707144,8075.79899155556,4206.89625511111,0.940848761397683,2.32461016738479,2.32461016738479
"Protein.C_2961.1",1.71937184079448e-05,79465.3913133333,56678.3205351852,0.487529666456832,2.32289856744088,2.32289856744088
"PH_4588.1",0.00191492659732023,2588.2676750037,1431.28911512593,0.854671705956452,2.32286767446116,2.32286767446116
"NRL_22516.30",1.33929903449749e-06,1401.53736623333,1065.67002063704,0.395249424435636,2.32134826572908,2.32134826572908
"EIF2A_25105.87",0.00036173470929544,7229.01851859259,11536.8071192963,-0.67437231333586,-2.32092637433672,2.32092637433672
"OTUD5_12480.9",0.000263132748982368,3250.6812553,2074.49224288889,0.647983837302278,2.31966880330073,2.31966880330073
"ACPL2_6079.59",9.63697078028023e-06,2291.12413581481,1662.79333333333,0.462446758819659,2.31966043831283,2.31966043831283
"IKK.beta_24940.3",2.05529577825841e-05,1099.80956782222,1549.74049385185,-0.494772911952395,-2.31906281635136,2.31906281635136
"C99L2_10539.30",1.17896996708389e-07,604.939753081482,479.842613174074,0.334230185121392,2.31571292112796,2.31571292112796
"Ficolin.3_14077.6",1.45085677638589e-05,2028.64339514815,1456.01969137407,0.478485416557216,2.31509209624727,2.31509209624727
"SE6L2_3867.49",0.000260886922624792,938.977695437037,1468.42034979259,-0.645102219485117,-2.31175456848929,2.31175456848929
"HYOU1_21497.32",1.05832557509161e-06,22675.6961311111,17358.2088892593,0.385528750714011,2.30368105968579,2.30368105968579
"CCNB2_18208.3",2.37190367156949e-05,2633.5248352963,1864.6500412963,0.498090174839353,2.30361872029618,2.30361872029618
"RhoGDI_16810.3",2.7568350174444e-05,5394.65831274074,7655.85670762963,-0.505032242502972,-2.30273957040258,2.30273957040258
"PCDG1_6457.50",0.0156364979402946,3558.22571996296,1472.0362963,1.27334478779487,2.29948306537493,2.29948306537493
"Galectin.7_9400.40",9.02061727618881e-06,3131.53654322222,2283.21569959259,0.455803554399721,2.29942124511781,2.29942124511781
"RN128.region.1_6510.56",3.85768340022313e-06,2774.35150207407,2066.82141977778,0.424736843893203,2.29938656132112,2.29938656132112
