"Protein","Nominal_pvalue","Active_mean","Control_mean","the_log(fold_change)","Nominal_pvalue_and_fold_change"
"SAA_15515.2",1.61018514178246e-10,80171.3669135802,6366.52057613169,3.65451003939366,35.7890706518082
"CRP_4337.49",5.91639010615725e-11,61531.346872428,15742.7881481482,1.96663049837197,20.1145850285385
"SAA2_18832.65",3.42980384435094e-05,18708.4429218107,1180.8433127572,3.98580004008946,17.7955238716152
"IL.1F6_14150.7",1.35489388581791e-08,6975.52711934156,1662.05868312757,2.0693309201774,16.2816916808691
"TXN4A_21651.9",9.1021077074735e-09,25432.2941563786,7889.17016460906,1.68871614719077,13.5787267919994
"C3b_4480.59",0.000115738150994104,23722.2561316873,2361.8903909465,3.3282273057736,13.1016448697402
"iC3b_2683.1",7.32010949040856e-06,37351.7218930041,7368.77057613169,2.34167891025389,12.0256508837804
"CHKB_13117.232",1.92840173005841e-07,6988.5562345679,2332.75709876543,1.58295834737036,10.6292526486314
"Histone.H2A.type.1_22468.54",1.31190253993492e-05,44152.958909465,10495.4503703704,2.07274604782752,10.1193502198977
"Pregnancy.zone.protein_6580.29",9.19032825690292e-07,35442.3104938272,11361.2862962963,1.64134647424104,9.90826534050832
"GAGE.2_25413.80",2.44384416746576e-07,5322.36220164609,1945.00526748971,1.45229263079379,9.60245211747196
"FTMT_8048.9",1.51521173554889e-07,10509.1449382716,3969.9528600823,1.4044515094635,9.57769453203874
"XPO5_25963.2",8.53473367983373e-06,14543.7498765432,4005.98576131687,1.86017009495759,9.42884882772444
"C3_2754.50",1.01072542778856e-07,77040.2678600823,30391.4274279835,1.34194828215895,9.38742047133459
"DNJB9_11214.40",5.40969982930814e-08,20852.2706584362,8585.47983539094,1.28023381844048,9.30323746325343
"MPIP1_11548.84",0.0237483779100445,10786.7549794239,214.722489711934,5.65064380359926,9.17871394800139
"VSIG4_17678.28",3.46848365320465e-06,12289.1409876543,3860.64724279835,1.67046943200543,9.12052981429986
"C3d_5803.24",0.00023875181748908,17057.8291152263,2979.7712962963,2.51716054187436,9.11728968176435
"PCDGK_7859.21",1.1304927612268e-06,4111.26146090535,1422.36312757202,1.53129129458119,9.10617927078683
"FGL1_5581.28",2.08186723619554e-08,83421.1128806584,37089.4167489712,1.16940497778747,8.98283926330544
"H2B2E_14143.8",9.46945129567465e-05,24650.207037037,5314.40049382716,2.21362090514601,8.90689150574702
"IZUM4_20549.1",1.05429026876485e-09,1295.39098765432,657.416255144033,0.978508578290302,8.78411045396682
"HN1_19335.2",2.60229661141855e-06,5485.43847736626,1894.2525308642,1.5339782713195,8.56672132768997
"GRIA4_10760.107",5.98574798773425e-08,4624.35465020576,2036.59388888889,1.18309371953038,8.54534582450745
"C4b.binding.protein.alpha.chain_9449.150",2.52041581865703e-09,24096.4500411523,12222.6169547325,0.979267409946623,8.42025805131641
"TR.ECD_8795.48",1.00367425453606e-05,12230.2232098765,3822.20851851852,1.67797234324686,8.38718906854626
"Macrophage.mannose.receptor_2637.77",8.55408442234135e-08,8508.38631687243,3745.28131687243,1.18381145230197,8.36697391558314
"Lectin..mannose.binding.2_7638.30",5.05590749152551e-06,12207.1922222222,4140.76193415638,1.55976323903495,8.26081944070502
"H2A3_14144.3",0.00113961203364486,13749.2551028807,1993.73425925926,2.78580842566765,8.19931107438975
"OLFL3_8660.33",7.53562040458159e-06,11277.0944855967,3740.35932098765,1.59214663326289,8.156377715403
"OAF_6414.8",2.74668248550411e-08,11641.2648559671,5565.53576131687,1.06465534050031,8.0500629555272
"HTRA1_15594.47",1.30632389588222e-07,25446.4944032922,11350.0726748971,1.16476538418182,8.01818565165079
"FCN2_13717.15",6.23491716148808e-09,30445.3955144033,15467.0694650206,0.977024178788428,8.01664880915164
"Activin.A_19622.7",2.22660745873642e-07,13569.2138065844,5900.45485596708,1.20143905538822,7.99240071778371
"NAB1_13933.276",2.90928602267804e-07,4332.47191358025,1862.95757201646,1.21759557880349,7.9584647565825
"Apo.A.V_15363.32",9.76130129031254e-07,26664.5663374486,10670.0890946502,1.32135164212226,7.94197384701708
"LBP_3074.6",6.02437544379859e-09,60456.8175308642,31304.2974074074,0.949544315182693,7.8053378025869
"B4GT1_13381.49",1.23105440134466e-08,29323.9204938272,15123.5123868313,0.955284759338201,7.55603759825178
"alpha.1.antichymotrypsin.complex_4153.11",6.22347534161422e-05,24741.406872428,7208.14633744856,1.77922733303228,7.48337149601259
"C2_3186.2",6.19269881031313e-09,12082.7878806584,6443.23874485597,0.907095410535696,7.44554801916489
"Myeloperoxidase_2580.83",1.83811864284721e-06,19148.405308642,7841.74631687243,1.28797737254067,7.38735709802947
"Inhibin.bB.chain_13676.46",1.01848497975735e-06,14520.923744856,6230.71728395062,1.22066307107946,7.31426850513991
"IGF.II.receptor_3676.15",3.55937482539001e-08,12859.4583744856,6511.76765432099,0.981708750309823,7.3123815924909
"Coagulation.Factor.IXab_5307.12",9.90550494125704e-09,18877.5402880659,10178.7735802469,0.891107051704186,7.1325307875577
"Haptoglobin..Mixed.Type_3054.3",7.27198287550919e-08,71488.7173662551,36012.0430452675,0.989236118759293,7.06151083148263
"C9_13722.105",3.84175644516598e-09,78772.9969135802,44530.6751440329,0.82290167889044,6.92510453274349
"TNF.sR.I_2654.19",1.18719449731512e-06,17486.9976954733,7876.34300411523,1.15068477220895,6.81835744652851
"IGF.I_2952.75",5.68405783341274e-07,28787.0423868313,13518.7104938272,1.09046202824303,6.81030777215765
"RNAS4_5644.60",3.81300191830326e-08,19006.9449382716,10098.8305761317,0.912338418996347,6.7683951144941
"Endothelial.lipase_23148.100",8.83216599431242e-09,2180.28989711934,1220.91401234568,0.83655837585904,6.73758492343973
"IGF.II.receptor_16057.6",1.20707114997998e-08,8867.2779835391,4945.00676954733,0.842518807825521,6.67128898237637
"Kininostatin_19631.13",0.000258782874787662,18072.6365432099,4984.56580246914,1.858267246091,6.66572440849192
"RM33_13453.2",0.016798409909362,10013.4398559671,751.030596707819,3.7369221655309,6.63203469633446
"PCKGM_20079.6",0.000949766240545329,7226.73681069958,1583.37923868313,2.190337514028,6.62003946130046
"TMPS6_11239.49",8.60003377363009e-05,2050.34314814815,668.670823045267,1.6164973084147,6.5718695539144
"complement.factor.H.related.5_7885.17",2.89649400915224e-06,18796.0265020576,8306.74185185185,1.17807308134418,6.52431877025648
"ZAP70_4476.22",3.97207117017574e-06,30739.4117695473,13314.2154320988,1.20712214059007,6.51964613438314
"H2B2E_22974.25",0.00127031767529031,8163.11530864197,1715.23386831276,2.25071453827876,6.51826659838727
"T.plastin_25960.15",0.000119264195705306,15647.1616872428,4948.33884773662,1.66088478326856,6.51646469924843
"Ck.b.8.1_3028.36",2.40211185320295e-07,39934.6672839506,20281.1137037037,0.977504816186569,6.47050200163375
"sCD14_16914.104",2.13698161329489e-07,27077.9312757202,13954.3202057613,0.956405678561047,6.37941640589368
"BLC_13701.2",0.00219687483855092,5168.84197530864,980.18279835391,2.398718362477,6.37626040246766
"SPON2_8099.42",9.10402201149539e-06,13340.755,5573.5262962963,1.25917802039131,6.34722263571954
"S35G2_13501.10",3.53433753159187e-05,3444.6462345679,1282.65965020576,1.42521741913124,6.34462895084852
"TNF.sR.II_8368.102",2.38960671874846e-06,11037.5840534979,5050.95150205761,1.12779732977827,6.34010844035989
"IL.18.Ra_3446.7",1.48520619365822e-06,8998.0271399177,4283.06335390947,1.07096570105138,6.24181648737708
"HCC.4_4913.78",8.75696935680639e-07,23121.9788065844,11393.4620164609,1.02105867982585,6.18521220120549
"BSP_14023.84",0.000332230500826841,5849.4205144033,1708.56119341564,1.77551178813521,6.17622517192738
"MLF1_17820.170",4.22219303459717e-07,5138.31170781893,2625.84843621399,0.968510765402765,6.1737349883751
"SAA_4336.2",0.0159911200149214,8217.24775720164,768.053971193416,3.41937566805816,6.14161284533943
"SNP25_13105.7",0.00733722388821332,6249.35631687242,856.416172839506,2.8673236545578,6.12021124191462
"FABP_5437.63",5.25126867288098e-06,25916.1490946502,11646.5057407407,1.15395418952228,6.09257320115216
"H2A1A_22402.12",0.00166858295284616,6262.44600823045,1372.52958847737,2.18988900950159,6.08275002000259
"CXCL16..soluble_2436.49",7.09997103710876e-08,7316.04930041152,4057.31868312757,0.850538173115706,6.08027917098079
"C8_2429.27",8.59109811322475e-06,11416.7104526749,4980.90543209877,1.19666709521719,6.0622572519891
"NIF3L_23371.5",5.4906821215066e-06,37766.6885185185,17002.5483950617,1.15136329186129,6.05660117813521
"H2B3B_18823.52",0.00194131113482444,9938.41905349794,2123.68790123457,2.22644461223996,6.03790595211497
"Coagulation.Factor.IX_4876.32",4.06169868513177e-08,28980.2234979424,16515.0612757202,0.811286398669281,5.99645490965781
"Vitronectin_8280.238",3.66277762258113e-07,3312.78355967078,1746.1316255144,0.92388163302094,5.94627721742978
"IGFBP.3_2571.12",4.0255076909061e-07,34181.8532921811,18164.3612757202,0.912119983739602,5.83317087495822
"FUT5_4549.78",9.42555464119305e-06,6474.60592592593,2901.7087654321,1.15788965815317,5.81919804767327
"KIF3A_13961.18",5.4779281204073e-06,11927.0616872428,5543.0579218107,1.10548468091028,5.81637904836772
"PSB10_21861.8",4.342896565277e-07,15306.9736213992,8141.33644032922,0.910851527807169,5.79503827551576
"FABPA_9851.9",2.5722459503541e-06,26651.762962963,13022.6882716049,1.03320367307896,5.77528566446551
"FCN1_3613.62",2.15972502819585e-05,14781.7951440329,6328.35450617284,1.22391916010637,5.71031911678457
"MMP19_6425.87",1.63030020243581e-06,9731.98413580247,4944.3141563786,0.97696355508917,5.65440363852941
"SIG14_22577.24",2.71048712184935e-05,12747.7991769547,5429.68975308642,1.23130652546454,5.6233186016636
"C3a_4900.8",2.83814389378121e-09,156157.989300412,99309.4819341564,0.653003005904235,5.58119422137383
"Clusterin_4542.24",1.6282385148869e-07,28657.9760082304,16212.6855144033,0.821813639066311,5.57870271413869
"ST2B1_17209.27",1.35800292020103e-05,4828.37304526749,2182.65444444445,1.14545340211542,5.57503544722367
"DNM1L_21452.3",2.24202939200523e-05,11601.5536213992,5060.19757201646,1.19705239652408,5.56552597209625
"Thrombin_4157.2",0.0116986229268471,12655.9281481482,1719.04205761317,2.88013656735105,5.56403577016118
"SAE1..SAE2_21923.24",2.4602774255275e-07,2681.64467078189,1496.22652263374,0.841789476789137,5.56340005193125
"Apo.F_12370.30",1.5334750680174e-05,12821.4706584362,5767.89720164609,1.15244439510536,5.54823988094669
"sperm.egg.fusion.protein.1_21526.88",6.11280700131899e-05,2680.66358024691,1078.42565843621,1.31366344699669,5.53546158774513
"COLL1_9526.3",2.24057473370893e-07,886.101131687243,497.96378600823,0.83143053719208,5.52871422771168
"DMP4_21547.6",3.19695504339783e-08,5287.65835390946,3172.01205761317,0.737230709371844,5.52573840556056
"FCN2_3313.21",1.23633541568535e-06,85030.2087654321,44634.7363786008,0.929808574877782,5.4931823180883
"PAF_19158.1",1.49703083425229e-05,6640.16012345679,3024.4946090535,1.13452394252428,5.47381623630362
"L.plastin_9749.190",9.24065809650604e-07,12523.5411111111,6680.9329218107,0.906521072153204,5.47021747525469
"PRKRA_22010.36",0.00170578796452138,3275.275,832.577119341564,1.97596022751394,5.46960601618593
"ATF6A_11277.23",2.68661914713221e-07,15009.5316255144,8433.77641975309,0.831628276916671,5.46445800439404
"GBP2_18891.98",5.96092544646456e-06,4210.21092592593,2048.22888888889,1.03951556715867,5.43114275263606
"SIR1_19823.75",1.21633616247586e-06,10948.8743621399,5794.80724279836,0.917949978419947,5.42962490298196
"GOLM1_17456.53",2.04470016575142e-05,5801.95555555555,2602.10111111111,1.15686222152071,5.4249554212341
"VEGF.D_13098.93",2.70875755395956e-05,18644.7202469136,8191.41349794239,1.18658282274343,5.41939650479086
"protein.Z.inhibitor_13119.26",4.42289278566392e-05,14276.4104526749,6045.92230452675,1.23959894088759,5.39757772016744
"X5HT7R_13547.5",0.0107441819903448,9001.61100823045,1366.65248971193,2.71953677875792,5.35429646930001
"ALT_16015.19",5.68872279016639e-06,10659.1638683128,5278.76335390946,1.01382237710911,5.3174833925261
"Holo.TC.II_5584.21",4.07787518222115e-07,9177.31374485597,5156.19144032922,0.831766100454444,5.31462445486396
"TR.CD_6895.1",0.000270713609750674,4448.32135802469,1600.86393004115,1.47441032865888,5.25994397088035
"kallikrein.12_3199.54",2.46585720604166e-05,19765.7030041152,8971.12234567901,1.13963887614233,5.25149249669723
"Lymphotoxin.b.R_2636.10",2.17051237737383e-05,19635.914218107,9017.61927983539,1.12267626285604,5.23553084642532
"HNP.3_20539.4",0.000481952553434429,10338.7740329218,3466.259218107,1.57661366861984,5.22962078215476
"FCN1_22961.7",2.43502669003746e-05,4865.44880658436,2222.60106995885,1.13032386527977,5.21474494107725
"MIP.5_18289.16",4.38837268644247e-06,25524.0650205761,13022.5714403292,0.970843762721392,5.20148622636286
"Ceruloplasmin_17453.34",5.83789100020255e-06,7816.60277777777,3934.70390946502,0.990286649583398,5.18290682838648
"VEGF_2597.8",2.29835945105623e-07,9688.66950617283,5654.69388888889,0.7768496340518,5.15718003540003
"LKHA4_3204.2",2.31793075755993e-05,4019.44557613169,1861.24080246914,1.11073179681222,5.1481302959417
"HPT_7905.30",8.12349873553407e-08,99047.8239917695,60105.3735802469,0.720631303032445,5.10946105628264
"PSMA_3218.8",2.96634582699941e-05,11002.2561316872,5035.56251028807,1.12757454206065,5.10540745159556
"Cathepsin.H_8644.46",6.8051782695832e-05,11702.6190123457,5015.53788065844,1.22235510392916,5.09374989807406
"RCAN3_20442.12",8.47522586356306e-07,6867.24835390947,3840.07115226337,0.838599096863069,5.09184685211346
"IL.18.Ra_14079.14",1.54120496366166e-06,3632.09602880658,1979.90602880658,0.87537038838891,5.08777489985585
"X7B2_15358.28",3.67446223500057e-05,15068.5434567901,6804.05728395062,1.14707277872812,5.08704548449852
"HSP.70_10721.76",3.40305891400101e-06,10307.2487860082,5414.68164609054,0.928710876692668,5.07831230052391
"LIRA5_8766.29",1.51631230001944e-05,9334.04843621399,4504.83691358025,1.0510280759526,5.06512642449952
"MZF1_14662.6",2.78456590936945e-07,3841.38613168724,2252.27650205761,0.770243037592277,5.049129893895
"GPDA_11081.1",0.0024095472119096,2400.70349794239,632.886378600823,1.92343881006287,5.03568698166572
"IFN.a.b.R1_6055.53",1.27003626696113e-05,16657.7769958848,8182.91526748971,1.02550906554859,5.0210809526822
"FHR1_5982.50",5.0647087932843e-07,15904.3367901235,9150.16893004115,0.797549929104807,5.02093212841013
"BTLA_16308.14",1.41817647317074e-08,2052.32098765432,1317.39117283951,0.639572600854795,5.01953827935017
"Coagulation.Factor.VIII_13499.30",7.99695061569416e-06,32185.8914403292,16347.4126748971,0.977366110500764,4.98170894033237
"HERC5_12934.1",3.84780055657353e-10,1401.86113168724,971.756008230453,0.528677415423434,4.97738549417732
"calgranulin.B_5339.49",0.0012589194033483,13741.999835391,4192.42919753086,1.71273364624577,4.96693112418612
"MIS_4923.79",4.59931027362394e-07,4922.98230452675,2873.34146090535,0.776803104444031,4.92283997788391
"Activin.A_2748.3",5.18207299098714e-06,6561.79325102881,3448.85440329218,0.927972912814709,4.90479755878378
"HCC.1_2900.53",0.000175248465842722,8641.48456790123,3516.81121399177,1.29701129045068,4.87202288132087
"P.Cadherin_2643.57",8.9115066034718e-07,32984.1825925926,18878.382962963,0.805039157528119,4.87052624269486
