"Protein","Nominal_pvalue","Inactive_mean","Control_mean","the_log(fold_change)","Nominal_pvalue_and_fold_change","Absolute_nominal_pvalue_and_fold_change"
"SAA_15515.2",3.09896570175692e-09,72439.3599138518,6933.97695481482,3.38501885161183,28.8023916390133,28.8023916390133
"CX038_24707.6",4.12369867466609e-11,307.612654340741,1798.30170784444,-2.54744832938551,-26.4545199787174,26.4545199787174
"Cysteine.rich.protein.1_15529.33",2.16214956887149e-16,29964.2040324074,93310.7646418519,-1.63880347406281,-25.6720436816719,25.6720436816719
"MBNL1_24408.30",1.51776863985176e-12,4048.6538683963,17773.2809458519,-2.13419581425042,-25.2236215909222,25.2236215909222
"NEK7_12703.6",9.18398557819795e-14,12876.2822642593,41720.6081903704,-1.69604408122176,-22.1112737820614,22.1112737820614
"MBNL2_24446.65",2.09139700552572e-10,1016.95072022,4633.66777781852,-2.18790484011858,-21.1779638715782,21.1779638715782
"PKHF2_20994.37",4.64450411334124e-12,3995.48901219259,12320.9417282222,-1.62466853788609,-18.4124670730176,18.4124670730176
"CRP_4337.49",6.09969819825009e-10,58261.1299170741,17171.4293414444,1.76252354782163,16.2411110235222,16.2411110235222
"X6.Phosphogluconate.dehydrogenase_4187.49",5.50337369907343e-10,5967.44763371852,18836.5572422593,-1.65834940129835,-15.3552723476391,15.3552723476391
"PP1G_19295.32",4.50237243805634e-11,22736.0865844815,61315.0231688889,-1.4312566469314,-14.8085807445486,14.8085807445486
"Glutathione.peroxidase_15591.28",3.61153549878278e-12,3461.72152277778,8471.46189318519,-1.29112128015505,-14.7734074974706,14.7734074974706
"PYRG1_23705.42",7.03935014292239e-13,11409.9114402963,25432.1718925926,-1.15636707862058,-14.0527132624933,14.0527132624933
"KS6A6_12688.115",7.26301511787125e-12,1415.92197526296,3284.5857407037,-1.21396965855958,-13.5222660552008,13.5222660552008
"IL.1F6_14150.7",9.42729256211225e-08,6749.26345696296,1804.21329222222,1.90336016773138,13.3722719666863,13.3722719666863
"SAA2_18832.65",0.000224522099793175,15531.4035807778,1239.10829220741,3.64781402986748,13.3099282638461,13.3099282638461
"GLRX3_16596.25",4.80058297827348e-11,5972.33615236667,14560.5372017778,-1.28569630901411,-13.2667222425703,13.2667222425703
"LANC2_12628.31",3.41222774145843e-12,5369.3995472037,11871.878929963,-1.14471561678789,-13.1264104676725,13.1264104676725
"UBS3B_12558.3",9.29704409578538e-09,23124.7698767852,71770.5090922222,-1.63395214536083,-13.123340096446,13.123340096446
"DEST_18883.4",4.44593903280123e-12,2894.4148766,6201.04831266667,-1.09924040143679,-12.4786171561753,12.4786171561753
"HSP.60_2682.68",6.22869159972688e-10,14054.422962963,35879.7712340741,-1.35214647007108,-12.4473238335584,12.4473238335584
"SHRPN_24472.28",2.91737684237946e-08,396.019238677778,1202.2137655037,-1.6020510208371,-12.0714664072783,12.0714664072783
"KLC1_12656.1",3.93299335682127e-07,1328.40746912963,4837.87771601111,-1.86467656398332,-11.9437695108287,11.9437695108287
"WWP1_11307.33",4.08582999459056e-09,3431.7389505963,9190.87600796296,-1.42126256289438,-11.922573271148,11.922573271148
"I5P2_12641.3",2.52955122807625e-08,4504.53995875556,13342.2617691481,-1.56655157311353,-11.9010241886947,11.9010241886947
"OSBL1_25266.14",1.90169354088204e-08,750.802407433333,2117.23125515926,-1.49567367544739,-11.5478862589998,11.5478862589998
"CIAO1_21178.8",2.2050640089829e-09,2488.7928601037,6232.68222214815,-1.32440699660444,-11.4648335283674,11.4648335283674
"SNX8_6925.26",1.48998121399396e-08,1107.28689303704,2928.43687244444,-1.40310172865236,-10.981823559517,10.981823559517
"FAH2A_23389.28",9.9988131761955e-09,851.293148092593,2155.87930035926,-1.34054848564112,-10.7244569852581,10.7244569852581
"RPS6KA3_3469.74",5.44306866857406e-09,2057.25915638889,5029.75393014815,-1.28976427699061,-10.6588134290551,10.6588134290551
"KPCT_3817.18",2.98038723229502e-08,1645.32193416296,4332.22199588889,-1.39673727433185,-10.5114638443954,10.5114638443954
"TXN4A_21651.9",1.44135932799308e-07,22831.4454324074,7926.02641988889,1.52635251643481,10.4421251717878,10.4421251717878
"SRCN1_5488.74",2.61931536370387e-08,51541.713326963,133796.896941852,-1.37623225640589,-10.4343345249743,10.4343345249743
"SMAD2_10364.6",1.81837702326396e-08,3281.29783951852,8321.19497974074,-1.34252417246556,-10.3915614196888,10.3915614196888
"KPRB_19150.20",5.53358075366174e-12,17602.6578601481,32947.7034359259,-0.904384627424936,-10.1806520965703,10.1806520965703
"AIP_3839.60",2.64495365760238e-09,1729.63065847407,3913.89625514815,-1.17814151442331,-10.105605368473,10.105605368473
"C3b_4480.59",0.00062149885511648,21176.7325114444,2407.51051441852,3.1368660002579,10.0585479973667,10.0585479973667
"ARL8A_23281.29",1.45404130450213e-07,14716.8560906296,40129.7309866667,-1.44720197838749,-9.89513246378187,9.89513246378187
"HGS_13644.30",1.29378713301797e-07,4142.45082318519,11077.131729037,-1.41902788789038,-9.77445874314065,9.77445874314065
"DCTD_17756.69",8.59031602898508e-09,2702.20648135185,6223.39209877778,-1.20356322641329,-9.70792998202414,9.70792998202414
