"Protein","Nominal_pvalue","Active_mean","Control_mean","the_log(fold_change)","Nominal_pvalue_and_fold_change"
"SAA_15515.2",6.8228584004589e-09,59276.5401648148,6933.97695481482,3.09570629647199,25.2796417622554
"CRP_4337.49",1.82001645409184e-08,54416.0385599259,17171.4293414444,1.66402179989816,12.8794034065785
"TR.ECD_8795.48",4.75541120822566e-08,10022.8272014815,3822.46288066667,1.39071511895905,10.1839452545331
"SAA2_18832.65",0.000598334605359562,10868.9686010741,1239.10829220741,3.13284086105942,10.0973211537
"H2A3_14144.3",0.00051913102310523,14409.7133335556,2041.66393012222,2.81922432007076,9.26037101435002
"VSIG4_17678.28",5.24009054672554e-07,11047.7386007407,3987.20584355556,1.47030109670389,9.23446306290048
"Histone.H2A.type.1_22468.54",3.60010590278057e-05,45239.6448533333,10875.7838264815,2.05646822282378,9.1382964263086
"H2B2E_14143.8",9.7914994726788e-05,26727.1714815926,5539.2503292963,2.27054452299296,9.10295537975395
"IL.1F6_14150.7",2.47351924869274e-05,7029.245165,1804.21329222222,1.96199987132414,9.03831479971244
"XPO5_25963.2",5.11477337234744e-05,14099.3590943333,3748.90098766667,1.91108995625571,8.20081877599203
"BLC_13701.2",0.000934211020843471,6501.67672837037,997.626275748148,2.70424045631147,8.19264523257804
"S35G2_13501.10",8.49554146595134e-08,2819.90839507407,1297.93942383704,1.11942524448139,7.9152420218857
"C3b_4480.59",0.00310767191975982,20299.4925120778,2407.51051441852,3.07582965650613,7.7128422893586
"sperm.egg.fusion.protein.1_21526.88",4.04846346343574e-06,2686.20016462963,1035.99637862222,1.37454785247422,7.41253764132888
"OLFL3_8660.33",4.42884957580557e-06,9762.2919347037,3799.27170788889,1.36149700403399,7.28905885942703
"Lectin..mannose.binding.2_7638.30",2.07292122432055e-06,10282.7720164074,4227.21604925926,1.28244948260204,7.28869544981108
"PRKRA_22010.36",1.15378075502277e-05,2303.1410904963,830.605617292593,1.4713672596889,7.26543012246962
"H2B2E_22974.25",0.00108093918405963,9657.00407340741,1777.80304538148,2.4414801826024,7.24191544061759
"H2B3B_18823.52",0.00103664499391582,11715.2891968889,2211.05314832222,2.4055869586285,7.17916141997036
"IGF.I_2952.75",1.3446346793728e-07,27648.5409877778,13589.1446916296,1.02474869658869,7.04145377920437
"DNJB9_11214.40",4.5544928628667e-07,18361.2002473333,8510.24358014815,1.10938803847271,7.0352507805804
"FGL1_5581.28",1.77927959003759e-07,73981.7903262963,36909.5940744444,1.00317434230875,6.771181838392
"alpha.1.antichymotrypsin.complex_4153.11",9.17207412643713e-06,17860.8753093333,7094.74164622222,1.33198072959491,6.70989614020669
"FTMT_8048.9",4.53093977433961e-06,9527.0934157037,4005.23224277778,1.25015023547004,6.68056746814398
"iC3b_2683.1",0.000292958884038309,27860.7813583704,7531.09954740741,1.88730329885127,6.66820742225759
"TXN4A_21651.9",3.11017365732687e-06,18287.4392182963,7926.02641988889,1.20618338793281,6.64271168263451
"calgranulin.B_5339.49",0.000614165218382393,16457.436708037,3943.52133740741,2.06118329558179,6.61993285947508
"CTLA.4_3022.4",0.0958602494209853,6931.94679049111,78.2334773666667,6.46933067807928,6.58811693972397
"GPDA_11081.1",3.33568196524683e-05,1738.31818938148,627.131625518518,1.47085200358525,6.58473284650717
"H2A1A_22402.12",0.00163912893614497,6937.42716077778,1420.05730451852,2.28845156997542,6.37422298512095
"Inhibin.bB.chain_13676.46",8.05616734696859e-07,12734.4664403333,6185.49516466667,1.04177751724087,6.34845834349691
"OAF_6414.8",1.82467989206288e-07,10690.8673661852,5614.02016459259,0.929272754945983,6.26219561321881
"GAGE.2_25413.80",1.14987210180705e-05,4698.93995896296,1958.06057625926,1.26290993562272,6.23795477492888
"BSP_14023.84",2.05143918429327e-05,4262.99292185185,1700.81263374074,1.32564244144654,6.21453402099166
"HCC.1_2900.53",2.60712413857318e-07,6853.56773659259,3626.06816874074,0.918449154608513,6.04692071093088
"IGF.II.receptor_3676.15",1.75507306923686e-07,12338.1823862593,6641.40123466667,0.893570312321667,6.03669724609665
"T.plastin_25960.15",0.000228687634349805,14246.1493833704,4521.85094640741,1.65558668091563,6.02758932417522
"Apo.A.V_15363.32",8.85740856107235e-06,25786.4144033333,11314.0898775185,1.1884906438619,6.0050787399578
