0,Protein
0.29042267182734527,SAA_15515.2
0.04864838982073748,CRP_4337.49
0.09854520811360439,SAA2_18832.65
0.02642337035391597,TXN4A_21651.9
0.007663122864596218,C3b_4480.59
0.009374292914750436,IL.1F6_14150.7
0.000894519225515018,Histone.H2A.type.1_22468.54
0.03306179116729209,iC3b_2683.1
0.06080454695488814,CHKB_13117.232
0.015125804704093686,DNJB9_11214.40
0.001280788177339902,XPO5_25963.2
0.023808687982410037,H2B2E_14143.8
0.0010714285714285717,MPIP1_11548.84
0.03941741520070461,VSIG4_17678.28
0.02277441454411353,HN1_19335.2
0.10590387885286107,GAGE.2_25413.80
0.030493236419556233,FTMT_8048.9
0.06030370253516116,PCDGK_7859.21
0.041864877687310134,H2A3_14144.3
0.019196214286328474,HTRA1_15594.47
0.007238037354771738,OAF_6414.8
0.0198838267973261,C3_2754.50
0.011489027804215023,TR.ECD_8795.48
0.0,C4b.binding.protein.alpha.chain_9449.150
0.02431074583973485,LBP_3074.6
