"Protein","Nominal_pvalue","Active_mean","Control_mean","the_log(fold_change)","Nominal_pvalue_and_fold_change","Absolute_nominal_pvalue_and_fold_change"
"IGS11.ECD_9279.7",0.000146120860073961,1250.02923870741,952.268991759259,0.39252077966984,1.50543014973279,1.50543014973279
"Angiopoietin.2_13660.76",0.00447011830312118,14893.7868312963,9554.14012344444,0.640512673095507,1.50500044732544,1.50500044732544
"CYH1_21239.31",7.15857381580037e-05,723.808230440741,930.904670825926,-0.363025923622891,-1.5048054356716,1.5048054356716
"EVI2A_22560.1",0.0641864951132079,9094.20839548889,3801.35263401111,1.25843520049293,1.50075487456809,1.50075487456809
"NT5C_12560.9",0.000743887019787124,1733.95491773704,2417.61308644444,-0.479516985441661,-1.50016554159232,1.50016554159232
"SEM5A_13132.14",0.00135971358004623,5202.77991762963,3620.05740751852,0.523270105273522,1.49998126242973,1.49998126242973
"RAB3B_16847.39",0.000545525354658866,511.990555566667,703.923189281482,-0.45930081559817,-1.49878355935944,1.49878355935944
"C43BP.START.domain_13950.9",0.00446098256439688,2905.79905348889,4519.27679011111,-0.637156980966833,-1.49768174972178,1.49768174972178
"CATC_3178.5",1.24764305651103e-05,672.838271596296,544.545761325926,0.305206477577108,1.49670498942188,1.49670498942188
"IL.6.sRa_8092.29",0.0389326099980563,20601.5328806296,9877.27514444444,1.0605666829514,1.49506651483314,1.49506651483314
"STX12_10418.36",0.0296725983234769,2838.22057607407,5592.75032925926,-0.978571212467521,-1.49490885464824,1.49490885464824
"IGF.II.Mature_15295.81",0.00716475973372387,25546.0871184444,15766.412058,0.696247945962206,1.49331145881419,1.49331145881419
"ALDOB_18185.118",0.013793150092522,3255.10057592593,1866.79401232593,0.802139375364764,1.49224918849253,1.49224918849253
"IL.8_3447.64",6.44996923608911e-05,873.830102918518,682.74761317037,0.356000441153875,1.49179932764357,1.49179932764357
"Factor.D_2946.52",0.000927551157155225,49531.9625096296,35222.0551440741,0.491880692927368,1.49170794915329,1.49170794915329
"CX04A_24905.22",0.000293856003910291,418.010720166667,560.095226325926,-0.422132190625689,-1.4909140916297,1.4909140916297
"ELA1_6107.3",0.00218838779783533,34265.5780248148,23256.8700408889,0.55910307507225,1.48714469182209,1.48714469182209
"CAMK2D_3419.49",0.00205634481409909,4769.61763377778,6996.8973662963,-0.552841715447694,-1.48543264964227,1.48543264964227
"LIPN_8097.77",0.00184663412130781,3094.73740748148,2123.53296292593,0.543350496715955,1.48531331972213,1.48531331972213
"IL.20_4138.25",0.000582711806649083,343.99135802963,472.761337444444,-0.458739735254742,-1.48381485935491,1.48381485935491
"KI2L1_17200.50",0.00452611665939991,1777.17057618889,1146.85744851852,0.631896081456423,1.4813377164893,1.4813377164893
"TKN4_6468.37",0.000223922642646328,964.528436207407,728.073827159259,0.405739024350526,1.48090767204879,1.48090767204879
"STXB4_24904.121",0.000391195585247654,2634.97273666667,1950.04934151852,0.434277406253316,1.47984631909516,1.47984631909516
"X10.Sep_12690.33",0.00139346217778274,3928.86569959259,2743.45736625926,0.518117696714382,1.47969482461839,1.47969482461839
"NRP1_3214.3",0.000502224402852926,72675.2301225926,53258.2900396296,0.448457625814097,1.47950753497063,1.47950753497063
"ZNF23_11565.58",0.227623621215633,1049.82395061852,213.051975314815,2.30087008393094,1.47895942010736,1.47895942010736
"SVBP_20379.59",0.00014418377480344,1371.10302467778,1050.17164612593,0.384711829708692,1.47771030313494,1.47771030313494
"FAM3B_5618.50",0.000875203608964333,1717.76637858148,1228.97139915185,0.483082497495218,1.47721357311853,1.47721357311853
"ITM2B_8086.49",0.000259572268342169,2716.95666662963,2042.14526744444,0.411906060283719,1.47698874000144,1.47698874000144
"Caspase.10.region.2_23156.146",0.000205136310569133,1001.05697528889,758.465637848148,0.400368361666629,1.47654148601661,1.47654148601661
"UBQL2_19121.3",0.000747011575105619,5559.68691348148,7710.16609025926,-0.471758296865095,-1.47503377301494,1.47503377301494
"CBR1_12381.26",0.00152417705191322,3871.96746907407,2694.0449382963,0.523292915615404,1.4740976089965,1.4740976089965
"PA2GC_8850.5",1.06811787070198e-05,769.95045267037,627.031687240741,0.296227257550419,1.47265850615725,1.47265850615725
"BCL6_13111.79",5.9072013630991e-05,1733.70084359259,1362.09069966667,0.348032204198271,1.47169532148171,1.47169532148171
"TFIP8_12563.2",0.00103527585361263,1906.77059667037,2683.23713985185,-0.492843279489585,-1.47110954825622,1.47110954825622
"FGFR.3.CD_3809.1",0.000528510403862276,1682.04499992593,1232.38411515185,0.448764310727505,1.47057661899756,1.47057661899756
"GDE5_12786.61",0.00381156245623987,648.414629618519,988.144732462963,-0.607805725725923,-1.47021942191834,1.47021942191834
"Galectin.7_9196.8",0.000195036857992111,2938.88172840741,2233.51730451852,0.395949868527164,1.46892780808283,1.46892780808283
"gp130..soluble_2620.4",0.00133034510170628,9087.21032888889,6378.23214,0.51068086488477,1.46873639110832,1.46873639110832
"X4EBP3_18859.7",0.267300307057376,885.327263314815,149.916707822222,2.56204967260937,1.46805585194216,1.46805585194216
"RBM24_11380.84",0.000186352428575921,1038.51532924074,790.628292177778,0.393451024362181,1.46744049238064,1.46744049238064
"ENOX2_13422.66",5.02689918335337e-05,1230.77092594074,971.579753092593,0.341157938075473,1.46653556858267,1.46653556858267
"NOE2_19377.14",0.00124783727110594,826.260226325185,1172.48224282593,-0.504897945814923,-1.46614388438008,1.46614388438008
"MEOX2_18259.15",0.00069581077743379,1138.57183121852,825.344403240741,0.464157148290764,1.46558030293225,1.46558030293225
"F173A_7148.42",0.153489350979865,3425.15602912593,983.360864188889,1.80037686490435,1.46536588906774,1.46536588906774
"VAMP8_7064.2",1.20090454671655e-05,502.666995877778,408.982962962963,0.297562221683294,1.46415238575718,1.46415238575718
"STIM1.ECD_9271.101",0.000272817083074202,1964.96123451111,1478.92288066667,0.409954026550423,1.46112880463228,1.46112880463228
"SCAD_17393.13",0.000479198165226534,1956.76993823704,1442.29098762963,0.440111881999557,1.46094472612529,1.46094472612529
"DCP1B_12715.30",0.0528126386884665,515.637695455556,233.428189296296,1.14337894054975,1.46039462469347,1.46039462469347
"SYFM_13941.82",4.65694939076982e-05,1761.05076125926,1394.11069959259,0.33709137141497,1.46024560003386,1.46024560003386
"DCA11_22120.4",2.07330591893077e-05,1019.31732505185,821.225082288889,0.311753651983622,1.4600472924073,1.4600472924073
"KCNG4_13525.17",0.00101110363894172,2748.55351859259,1960.63722218519,0.487349953611936,1.45971268962256,1.45971268962256
"HS3S5_10731.10",0.000161490090929447,2464.005535,1887.30732507407,0.384676129391634,1.45863576645649,1.45863576645649
"HXK2_13130.150",0.012094480914931,990.86594647037,584.925349781481,0.760437374797769,1.45807233053082,1.45807233053082
"VEGF.C_3132.1",7.08289626927472e-05,781.021769540741,996.323539025926,-0.351251547522382,-1.45761984976556,1.45761984976556
"MMP20_15419.15",0.00112075766105285,1026.95253087778,729.275267481481,0.493834124375851,1.45705179810564,1.45705179810564
"K.ras_5193.51",4.14907648397259e-06,650.402839496296,539.238024692593,0.270411323260255,1.45536687277764,1.45536687277764
"COL10_6558.5",0.00367292337418683,1505.26236626296,994.747119288889,0.59761324861674,1.45518116788604,1.45518116788604
"NIPA4_12864.9",0.000507401371614478,1476.16658449259,1087.0366667037,0.441454933275073,1.45443877330676,1.45443877330676
"CHIA_16591.71",0.000274902812547749,1107.19971191852,834.2559465,0.408353502758522,1.45407365325207,1.45407365325207
"SAHH_21393.62",0.00304579878974895,6059.17921837037,4059.59497955556,0.577786579416134,1.45388367079469,1.45388367079469
"DNJC1_24917.95",0.012352773758087,786.767242818519,1333.98580255556,-0.761734515042915,-1.45356885280942,1.45356885280942
"KAT_19277.4",0.00481456128109311,3420.26888889259,5282.00576133333,-0.626976126202496,-1.45298161107835,1.45298161107835
"PCDG1_6457.50",0.0471995982222939,3114.80378581852,1457.70275722593,1.09544471774228,1.45262728269388,1.45262728269388
"FLRT2_13122.19",0.00270036122285152,10131.9439092222,6846.7069547037,0.565428825175745,1.45234811843311,1.45234811843311
"TUTLB_9060.27",7.78125108641709e-06,1110.09716055926,911.789567907407,0.283913145033978,1.45049822431878,1.45049822431878
"ANM3_12696.166",0.00117958261362356,262.724382714815,370.279485588889,-0.495064523629269,-1.44968340319018,1.44968340319018
"MUL1.MIMD_9315.16",0.0725605567323887,3764.28800427407,1558.42257204444,1.27229053380771,1.4495198338306,1.4495198338306
"EKI2_21379.30",0.000466388275556307,2453.28514392593,1815.62853914815,0.434245856538323,1.44658254125545,1.44658254125545
"CD8A_5992.50",0.00119655256725661,1679.62641975185,1191.94781895556,0.494819307458067,1.44589577152769,1.44589577152769
"Corticotropin.lipotropin_9204.33",0.000785911824725056,359.68537037037,496.59679012963,-0.465339455002187,-1.4447050531164,1.4447050531164
"GLCM_18331.3",0.00132553475669857,6691.88936218518,4725.2191357037,0.502032356335061,1.44465276673477,1.44465276673477
"ASAP2_13518.5",0.00901253301921342,2939.68467059259,1802.38845685185,0.705751431475649,1.44336974989255,1.44336974989255
"Chymase_3423.59",0.000156786552608219,1287.01582307037,989.690164614815,0.378980944187056,1.44190545913351,1.44190545913351
"FOXO1A_22055.31",0.0143911402970635,6858.63919751852,3986.71115225926,0.782723281840064,1.44170176435299,1.44170176435299
"a.Synuclein_8458.111",0.00237432865138678,2164.20777772222,3164.55569955556,-0.548163947214563,-1.43863389615514,1.43863389615514
"HBD_6992.67",0.000185800929008127,1089.77658441111,834.640102907407,0.384806251557394,1.43569369959725,1.43569369959725
"HPT_7905.30",0.000641904195105193,91736.04617,67178.6655544445,0.449485590523468,1.43499613613082,1.43499613613082
"IL.1.R.AcP_2630.12",0.00240866159383294,26955.3931685185,18447.2999581481,0.54716428126072,1.43259876921804,1.43259876921804
"PSG9_9335.28",0.317243759625542,3296.6799176963,450.093765422222,2.87271633304757,1.43235621981937,1.43235621981937
"LRP11_15472.16",0.000468454868992582,3069.53465018519,2278.87072022222,0.429700872486173,1.43061696950682,1.43061696950682
"GREM2_5598.3",0.000979621900058269,5265.42547337037,3787.22962955556,0.475407214899593,1.4304725052113,1.4304725052113
"DAF_5069.9",0.00138929627620416,16983.9904519259,12004.5873253704,0.500589655557783,1.43028733105601,1.43028733105601
"TRML1.ECD_9329.28",0.00283393666300411,817.802242785185,1206.80927981481,-0.561373770801605,-1.43016135377072,1.43016135377072
"ANP_5443.62",0.000651973271139079,1297.88925926667,950.898045248148,0.448804722945398,1.42978871584554,1.42978871584554
"SECTM1_13093.6",4.0410162026846e-05,916.874362133333,731.8177572,0.325239634716522,1.42894339505483,1.42894339505483
"BT3A2_21433.3",0.00142595905954274,16501.4616457407,11651.990535,0.502017384680753,1.42868773245523,1.42868773245523
"PSB5_12580.7",2.38917614449978e-05,804.752654307407,649.562345685185,0.309077426412825,1.42847916121451,1.42847916121451
"CA050_23261.27",5.01029504739424e-05,874.009691333333,694.2783539,0.332135084911873,1.42822626750473,1.42822626750473
"Desmoglein.2_20517.1",0.000840598195872489,54033.3572022222,39173.1693003704,0.463984468250392,1.42694319102182,1.42694319102182
"Afamin_4763.31",0.00048955134182992,47478.33539,35224.0682296296,0.430707810468567,1.42572974998491,1.42572974998491
"TIMP.1_2211.9",0.00145866804302179,8187.7888892963,5780.88444444444,0.502183670715323,1.42421475101082,1.42421475101082
"GDF.3_16755.195",3.24001466933972e-05,1457.65878598889,1169.99043214444,0.317156316042068,1.42385838197637,1.42385838197637
"CPLX3_21536.65",0.00160147437026936,3052.65532925926,2144.79788066667,0.509223007336418,1.42352273627709,1.42352273627709
"Noggin_8778.3",0.000175012271160098,261.2913786,339.476440337037,-0.377651931698637,-1.4188124379531,1.4188124379531
"CK2N2_21281.13",0.000123760116207809,8725.59397122222,6785.41757207407,0.362815740937615,1.41767322540541,1.41767322540541
"Glutamate.carboxypeptidase_3192.3",0.00704710687661833,3037.12065853333,1925.26518522222,0.6576470492328,1.4152493091717,1.4152493091717
"PEDF_7735.17",0.000267469857244152,3918.46341559259,2978.16475307407,0.395864460976629,1.41431491734224,1.41431491734224
"ID2_15403.53",0.00151742635043082,785.198621407407,554.624938281481,0.501545152328249,1.41380180741714,1.41380180741714
"VCAM.1_20093.9",0.00288158514519458,6916.00304507407,4702.96022637037,0.556369373027858,1.41338325371893,1.41338325371893
"UB2Q2_21717.44",0.00521050857832819,1152.84748967407,1770.44691363333,-0.618911914239901,-1.41305009831932,1.41305009831932
"EXTL2_6528.95",0.000211044215922789,1020.63572011111,782.066995896296,0.384103932377106,1.41182261028035,1.41182261028035
"HECA2.ECD_6568.18",0.000167726187809932,1305.81374476296,1007.66452671111,0.373933717779026,1.4117490304762,1.4117490304762
"NDUBB_7747.47",0.00339718974125999,2136.89012344444,1437.76176951852,0.571688080424162,1.41142938008037,1.41142938008037
"ACYP2_12812.25",0.00025257263936114,7978.16650214815,10470.1127981852,-0.39214784750847,-1.41079646760212,1.41079646760212
"CLD1_24641.10",0.00598905653911787,2204.71977366667,1420.26518511111,0.634434968687421,1.41012154563949,1.41012154563949
"Stress.induced.phosphoprotein.1_5489.18",0.000525864490688752,3582.70376551852,4826.69292188889,-0.429986284479656,-1.40997927137963,1.40997927137963
"HES5_22466.27",4.12162285505065e-05,4490.09907407407,3593.63880648148,0.321301866288279,1.40888675495604,1.40888675495604
"UCN3_10756.34",0.00662809845415984,996.61668717037,1560.23265426296,-0.646650537195063,-1.40880000528443,1.40880000528443
"PSG2_6405.74",8.32926059274267e-05,1409.19711923333,1109.59864198519,0.344835503612738,1.40671972931198,1.40671972931198
"MRE11_11319.106",1.4828496059764e-05,924.898415596296,1131.74693416296,-0.291184574551396,-1.40610203470593,1.40610203470593
"Diaphanous.related.formin.1_25083.26",0.00218884165933082,3119.76409466667,4499.80481496296,-0.528425482172506,-1.40549851675996,1.40549851675996
"CU059_24676.105",0.00106687498935075,435.447283951852,604.323909481481,-0.472823947894666,-1.40517909149031,1.40517909149031
"NRX3A_16323.8",0.00509803157673666,6042.5343007037,3952.88481477778,0.612247841225495,1.40363785724238,1.40363785724238
"IRF8_22065.32",0.00218050713895144,1913.99251037037,1328.48946507407,0.526798397138666,1.40204363628832,1.40204363628832
"CAST1_23385.18",0.000237150085918326,2399.30880659259,1835.42411522222,0.386505385684983,1.40107302281583,1.40107302281583
"PCDB2_10748.216",0.297170092528854,3104.03915620741,493.01604937037,2.65444023948586,1.398876469912,1.398876469912
"ZDHC4_22834.21",0.000300071907084995,913.900267488889,1203.05728384815,-0.396596698478595,-1.3971208002692,1.3971208002692
"RELB_11464.9",5.29292207888477e-05,739.845925937037,590.178888885185,0.326072543064102,1.39438548308138,1.39438548308138
"VSI10_10825.12",0.000529290519600975,772.557366214815,575.294897122222,0.425340390710608,1.39354522513443,1.39354522513443
"DNJA2_11582.63",0.00111507809911462,646.823395018519,897.10582307037,-0.47190631550842,-1.39339528327528,1.39339528327528
"FLRT3.CD_9128.34",0.000295858365539492,1854.00154318519,1411.08679007407,0.393835719966489,1.38981323118935,1.38981323118935
"GDF2_4880.21",0.0027736708019309,3060.19477355556,2100.12502066667,0.543148265445033,1.38880028787532,1.38880028787532
"RM38_25486.38",0.00305156475188841,456.167181074074,668.551316881482,-0.55147564767031,-1.38722453399574,1.38722453399574
"KI2S2_10428.1",0.00991298208161299,2084.47736611852,1290.50302472222,0.691752184144589,1.38613003741545,1.38613003741545
"ANGL3_10382.1",0.000806960700617132,66546.6546503704,48803.3943211111,0.447384650562405,1.38382676492738,1.38382676492738
"PCTK1_16867.76",0.214693755275284,1189.76028808148,4986.14767477037,-2.06725468196292,-1.38129944802372,1.38129944802372
"nectin.1.gamma.CD_8803.61",1.48962465731312e-05,994.995246940741,816.136111103704,0.285879856231829,1.37992009546542,1.37992009546542
"CKS.1_12530.14",3.00234544703592e-06,4626.62524685185,3890.93131681481,0.249844732517672,1.37977736414673,1.37977736414673
"SPD2B_25297.11",0.0273442878945952,1459.22613164815,2690.40880656296,-0.882621935926216,-1.37965581184266,1.37965581184266
"GT251_5638.23",0.000137705415394785,1282.5206995963,1642.35524705185,-0.356784109942956,-1.37756092390707,1.37756092390707
"NUBP1_21189.9",0.000321876647984704,3027.05127574074,3977.81115222222,-0.394061671986436,-1.37618572656865,1.37618572656865
"GLT11_8700.325",0.000107037064787325,1730.03174888889,1361.46724285185,0.345636242603524,1.37233688354209,1.37233688354209
"KREM2_3202.28",0.000736942303400282,4387.89868322222,3239.36890948148,0.437817438111408,1.37149224523483,1.37149224523483
"SPA11_9002.36",0.00300801451828174,21002.5551434444,14406.3650612963,0.543858486805557,1.37145886247174,1.37145886247174
"MYO6_9894.13",0.0294273442218606,1235.33074076296,2297.8874897,-0.895410808883078,-1.37109684357076,1.37109684357076
"AN32A_13073.14",0.000104491539999636,1821.56919755556,1435.16460911111,0.343965581829976,1.36929907538188,1.36929907538188
"NKG2E.CD_7795.14",0.000379114833085253,1727.47512340741,1309.6352674,0.399499857122443,1.36678058585971,1.36678058585971
"Integrin.a3b1_21901.14",0.00194826595049633,925.886193414815,652.933724285185,0.503898314365199,1.36574168294664,1.36574168294664
"CASC4_10613.33",0.00100119871713175,1840.30265435556,1342.23306581852,0.455307846634078,1.36568665030466,1.36568665030466
"I.TAC_3038.9",0.0528564974170214,4964.93553506667,2367.12814811111,1.06863717516733,1.36454453926818,1.36454453926818
"HDAC8_2859.69",0.000392199613375656,10369.7820775185,7856.33444440741,0.400457324376857,1.3641550077303,1.3641550077303
"SEM4A_16915.153",0.00408488519245763,10582.4313993704,7125.89378614815,0.570528251525959,1.36288938053827,1.36288938053827
"NHRF3_16852.10",4.51604426482515e-05,1984.99862148148,1597.23528803704,0.313561154278374,1.36249903753411,1.36249903753411
"EGFL6_17454.15",0.0313191081656203,1157.17465023333,619.032901233333,0.902518629197691,1.35756005035781,1.35756005035781
"RALYL_22545.20",0.00345424321179152,1233.49938278889,841.640493840741,0.55148096996609,1.35755152336476,1.35755152336476
"X14.3.3.protein.theta_7625.27",0.000664662887705274,1250.2525102037,1680.24257197037,-0.4264500243004,-1.35500169735943,1.35500169735943
"FCN1_15582.25",0.126621561273567,9026.02213862963,3170.12269559259,1.50955163800002,1.3548110256426,1.3548110256426
"AK1A1_4192.10",0.00102020520743584,3810.94425918519,5215.20592592593,-0.452575712946386,-1.35379537105326,1.35379537105326
"BRF.1_19596.18",0.000121477489180748,513.157633744444,403.847942392593,0.345589877658102,1.35315861506229,1.35315861506229
"Inhibin.bA.chain_13738.8",0.00248131925732193,1177.17790118889,821.469485559259,0.519053473663821,1.35229902254715,1.35229902254715
"PSA2_4280.47",0.00123565442137677,576.779773662963,417.913497948148,0.464816217284764,1.3517334231572,1.3517334231572
"CYH2_12533.135",0.000240757606054476,760.380802466667,587.699362137037,0.371643775856641,1.34476326537105,1.34476326537105
"SLAF7_5487.7",0.00172167700119026,1001.99442381852,1402.96248962593,-0.485601956949357,-1.34222727424824,1.34222727424824
"TELT_22800.24",0.000155498274096574,1382.13781896667,1082.62137857407,0.352372697877628,1.34193193407333,1.34193193407333
"ROBO1_5740.17",0.00287637161028163,6291.7925922963,4363.50020577778,0.527985248184298,1.34169235671495,1.34169235671495
"ABCD4_25886.11",0.298170865848421,2897.94425912222,494.956769540741,2.54965541736307,1.33993263337132,1.33993263337132
"RALB_18432.32",0.00972385585404264,1640.95971189259,2602.44790127037,-0.665329463437168,-1.33875032298756,1.33875032298756
"OLFL3_8660.5",0.00222494401228016,14364.8696500741,10124.8852463704,0.504639344760195,1.33864715778478,1.33864715778478
"CCKN_6918.183",0.000778709403358414,1061.76656381111,788.075740781481,0.430060418525266,1.33689638830822,1.33689638830822
"ROCK2_13654.1",0.0960513144260182,1934.4381686963,4807.14892983704,-1.3132668841523,-1.33624470456684,1.33624470456684
"TCP.1.theta_12699.28",0.00440865830080977,17411.3457611148,25788.4266662963,-0.566696041642454,-1.33496221603917,1.33496221603917
"IL.1.sRI_2991.9",0.00311307941813347,4821.13427988889,3333.05786011111,0.532526250647992,1.3349420237958,1.3349420237958
"HACL1_23645.49",1.78449135558969e-05,795.23771602963,654.472407411111,0.28105381238872,1.3345799673238,1.3345799673238
"JAK2_11816.84",0.00594228359638676,8635.68802440741,13084.9051857037,-0.599520440379373,-1.33456045308549,1.33456045308549
"LPPL_11094.104",3.57751758470451e-06,780.522757207407,658.734485596296,0.244743617522216,1.33297609840148,1.33297609840148
"FA38A_11838.130",0.299241402272108,284.719629622222,1659.50020584074,-2.54313494202183,-1.33254757135366,1.33254757135366
"AL1B1_22057.9",0.000160292577866073,687.195123462963,538.835925914815,0.350873755627626,1.33159628357475,1.33159628357475
"RBPS2_23300.3",0.0148048746034043,4224.41874502963,6995.98691348148,-0.727774741825618,-1.33153322287747,1.33153322287747
"UCRP_14151.4",0.0029822350421015,1298.57343615926,1871.14993831852,-0.526997565971898,-1.3309102880091,1.3309102880091
"PDCL3_20935.4",0.0114570737092405,5221.68779825926,8398.36946511111,-0.685593054989396,-1.33068558663013,1.33068558663013
"B2L10_7249.307",0.00140191835425306,1178.8234567037,853.265576114815,0.466280922531537,1.33042876157834,1.33042876157834
"PDLI4_12387.7",0.319033136583896,441.797325092593,2832.33927971852,-2.68053750416483,-1.32998676326945,1.32998676326945
"KXDL1_22050.19",4.90453176265074e-05,1496.8767901,1208.70028800741,0.308498921070742,1.32944600583724,1.32944600583724
"OST48_17161.1",0.000669811229602732,1597.78072018519,2135.48057611111,-0.41849134955185,-1.32831145347434,1.32831145347434
"NALP4_12794.6",0.000112558312248597,837.558580244444,663.472798359259,0.336152780555675,1.32734040838101,1.32734040838101
"SCN4B_7911.29",0.000331840759129086,869.159814785185,667.199629633333,0.381502985768165,1.32727569638307,1.32727569638307
"KLOTHO_15384.15",0.00235956574745983,3033.42045274074,2137.31895062963,0.505143262736187,1.32709617328623,1.32709617328623
"ODO2_23699.61",0.000158621111264116,333.233436207407,424.405144037037,-0.348908976560162,-1.32572815893223,1.32572815893223
"IL.21.sR_9366.54",0.0282141313952613,2432.2463787037,1344.49681074074,0.855223043511371,1.32519659805899,1.32519659805899
"HS3S1_15497.9",2.92460145321808e-05,1061.00436211111,866.592283966667,0.292005291425559,1.32393251706512,1.32393251706512
"SELS_11286.78",0.00703645927100253,602.516131696296,393.532798362963,0.614515988548533,1.32283527518322,1.32283527518322
"TXLNA_9065.28",0.000359772442960434,962.498641966667,1256.04335394815,-0.384029851315003,-1.32258809534991,1.32258809534991
"Contactin.4_3298.52",0.00301157512471704,7558.6672017037,5255.9410287037,0.524182781744672,1.32157293102663,1.32157293102663
"PAX.8_18314.88",0.000594594785340914,543.258209885185,408.984197525926,0.40959297113284,1.3212563654754,1.3212563654754
"GRHPR_18295.102",0.000473571588043915,2610.12279840741,3436.56018507407,-0.396847542909866,-1.31936504029654,1.31936504029654
"TLR1.CD_11149.3",9.56912052375951e-05,878.134567914815,699.739753088889,0.327623584231184,1.31676111278873,1.31676111278873
"C7_2888.49",0.000394702703917237,88523.3662551852,67710.3433703704,0.386682077758698,1.31616134926319,1.31616134926319
"PTPRD_9296.15",0.00231121910687637,5587.56300407407,3953.67648148148,0.499024369772109,1.31550752412597,1.31550752412597
"Aldose.reductase.like.C3_17377.1",0.000151703203127259,646.105967059259,820.326460911111,-0.344427366597877,-1.31536992101724,1.31536992101724
"FCGRN_21708.149",0.00242655905631029,14712.1614806296,10383.0011934815,0.502785706796013,1.31478921601326,1.31478921601326
"LECT2_5970.61",0.00666227900981042,2101.56407414815,1382.94751022222,0.603717043156218,1.31391599797334,1.31391599797334
"X5.Lipoxygenase_25880.14",0.00649225949222486,753.556913585185,496.979485585185,0.600530176603898,1.31372229451332,1.31372229451332
"Marapsin_3624.3",0.00278966061321459,5231.74051459259,3663.51341577778,0.514063088563788,1.31314775193584,1.31314775193584
"FGF7_4487.1",0.0267463475859593,1284.65168727407,2291.41800433333,-0.834863412721622,-1.31301933999363,1.31301933999363
"MRT4_21310.37",0.00133841763200975,1409.6471399,1027.15508225556,0.456680055686734,1.3122282856135,1.3122282856135
"PPT1_9244.27",6.67123072684592e-05,719.379279837037,894.370432107407,-0.314119887097622,-1.31169995203002,1.31169995203002
"Myosin.light.polypeptide.6_20105.7",0.00121265492352398,994.500843611111,1357.88232515926,-0.449313960266003,-1.31031757239038,1.31031757239038
"Arginase_17752.24",0.000101140713966873,287.11890947037,360.298004118519,-0.327542311274939,-1.30855576674337,1.30855576674337
"PALMD_22059.56",0.00326105664674275,1924.91174885185,1336.98183125556,0.525812444050811,1.30750712722033,1.30750712722033
"STCH_17515.6",0.00183315188516443,4304.43539103704,3091.21037040741,0.477652173751617,1.30723920959327,1.30723920959327
"NMI_17512.2",0.000164100066295121,17299.3065840741,21975.4211111481,-0.345176600922655,-1.30645589429165,1.30645589429165
"ACY3_21781.9",1.17423604867643e-05,809.8055761,673.929814814815,0.264977224652807,1.30640252859595,1.30640252859595
"COQ9_20374.41",0.0400640768383888,11584.8555963704,6064.32370381481,0.933821391909224,1.30477713988831,1.30477713988831
"LY86_3623.84",0.000250498165380031,4694.85067903704,3652.67016455556,0.362127788828316,1.30409294563116,1.30409294563116
"SOM2_10978.39",0.0119394432458306,873.629341555556,546.291399162963,0.677350601806393,1.30255599376936,1.30255599376936
"F19A4_6511.17",6.31919859592578e-06,919.962139903704,773.800761307407,0.249612341575853,1.29781893174573,1.29781893174573
"Alkaline.phosphatase..intestine_17441.4",0.000331924022214751,376.4869753,290.722119344444,0.372959113344017,1.29751032755708,1.29751032755708
"ACE2_2805.6",2.9730845045754e-05,268.124897114815,327.013251025926,-0.286443907871993,-1.29667220445718,1.29667220445718
"DNS2B_6533.20",0.319744889717862,1116.10679027778,182.584629625926,2.61183784604062,1.29337266701004,1.29337266701004
"TNR6B_9808.41",0.00053413203476633,506.946111122222,666.707222225926,-0.395220959997288,-1.29330185159043,1.29330185159043
"DRB3_6962.5",0.00145760454558382,1847.67979426667,1347.72405351852,0.455189622193091,1.2910817669917,1.2910817669917
"Troponin.I_5441.67",0.321378009713742,2125.88808657037,346.496152262963,2.6171544140039,1.29021484113389,1.29021484113389
"RFA2_19264.6",0.00369829389115161,3959.504033,2741.56658444444,0.530319217010708,1.2897355826442,1.2897355826442
"E41L1_13993.20",0.00192461292696798,10602.9708638519,14735.6366256296,-0.474840838222856,-1.28950465699325,1.28950465699325
"ATL1_16890.37",0.00368131641980204,10933.9746295556,7575.578724,0.529389922876996,1.2885334058061,1.2885334058061
"TKN1_9337.43",0.000455687612916906,260.541172848148,199.44600822963,0.385513127799586,1.28812764980528,1.28812764980528
"EXOS1_7930.3",4.57601349237167e-06,694.726172825926,587.788539096296,0.241147220752039,1.28760864866656,1.28760864866656
"CONA1_4543.65",0.000886828813025069,637.296748959259,853.629835411111,-0.421645299855783,-1.28692900489643,1.28692900489643
"DC.SIGNR_3030.3",0.00122750802323382,4800.56185196296,3534.75164607407,0.441594413088053,1.2854705883393,1.2854705883393
"MPP7_12732.13",0.000236776326441538,5051.29158437037,3951.05563777778,0.35441416120431,1.28498585792597,1.28498585792597
"HXK4_12960.9",0.0167106030309035,3342.40923862963,2025.67413581481,0.722486274487602,1.28386380119282,1.28386380119282
"MMP.10_8479.4",0.00407917193596576,1313.99355973333,905.487325096296,0.537191852851201,1.28358124861448,1.28358124861448
"T23O_9880.33",0.0576034396203485,5619.42534977778,2743.85267488889,1.0342195847299,1.28196852360983,1.28196852360983
"SH3L1_12693.2",0.00135359553608483,1362.50345680741,1856.08448562963,-0.446002490689557,-1.27936308916208,1.27936308916208
"UBL5_21104.37",0.000723089408457527,3311.70158440741,4391.76592585185,-0.407228484793797,-1.2790264827877,1.2790264827877
"FABP9_18194.18",0.0243336655405343,2577.40909473333,1488.25890944074,0.79229601354463,1.27860133710329,1.27860133710329
