0,Protein
0.2516616352002642,SAA_15515.2
0.04011144672655649,CRP_4337.49
0.07277817701401652,SAA2_18832.65
0.03215520150617135,IL.1F6_14150.7
0.011093795831903248,TXN4A_21651.9
0.003131634872304729,C3b_4480.59
0.0054502895497040545,iC3b_2683.1
0.11181988291821338,CHKB_13117.232
0.009098000680945982,Histone.H2A.type.1_22468.54
0.010975334560902888,Pregnancy.zone.protein_6580.29
0.10133913350804823,GAGE.2_25413.80
0.03496830261513173,FTMT_8048.9
0.01701061210526451,XPO5_25963.2
0.010285667140554268,C3_2754.50
0.002715615124947717,DNJB9_11214.40
0.0,MPIP1_11548.84
0.08866080239675198,VSIG4_17678.28
0.03954324390183065,C3d_5803.24
0.046914041351901956,PCDGK_7859.21
0.012784665259378108,FGL1_5581.28
0.054664545177662546,H2B2E_14143.8
0.007330975495372728,IZUM4_20549.1
0.01939243130637835,HN1_19335.2
0.006932811439265434,GRIA4_10760.107
0.009181754316528967,C4b.binding.protein.alpha.chain_9449.150
