0,Protein
0.30244052067609667,SAA_15515.2
0.06046481652532583,CRP_4337.49
0.07392686435660488,SAA2_18832.65
0.02809846902174775,IL.1F6_14150.7
0.007493626290676827,C3b_4480.59
0.011104263361750593,TXN4A_21651.9
0.0030445301542776997,Pregnancy.zone.protein_6580.29
0.05266410498768129,iC3b_2683.1
0.011594117467923423,FGL1_5581.28
0.05076852708778974,FTMT_8048.9
0.08385902245598321,CHKB_13117.232
0.022352809277393533,DNJB9_11214.40
0.008002777777777777,FCN2_13717.15
0.021516468568402364,HN1_19335.2
0.028265442973914992,C3_2754.50
0.002904074063796286,XPO5_25963.2
0.009524717520027865,Histone.H2A.type.1_22468.54
0.10194417898892741,GAGE.2_25413.80
0.011763866978961939,FCN2_3313.21
0.036354750386972265,TR.ECD_8795.48
0.03902357830319394,PCDGK_7859.21
0.006364109004519887,VSIG4_17678.28
0.007351494182536066,IZUM4_20549.1
0.01674904341389161,C3d_5803.24
0.002423826173826174,C4b.binding.protein.alpha.chain_9449.150
