"Protein","Nominal_pvalue","Inactive_mean","Control_mean","the_log(fold_change)","Nominal_pvalue_and_fold_change","Absolute_nominal_pvalue_and_fold_change"
"CX038_24707.6",9.38465294942617e-13,312.599135822222,1898.17563787037,-2.60222779572629,-31.2985076317138,31.2985076317138
"SAA_15515.2",1.56100225596148e-09,73961.0631253333,6421.14905359259,3.52586256900391,31.0508488514073,31.0508488514073
"MBNL1_24408.30",3.67016244740333e-14,3844.06323054444,18306.0972422222,-2.25162027724449,-30.2512270383602,30.2512270383602
"Cysteine.rich.protein.1_15529.33",6.75252972596037e-18,28558.3322216296,95677.560527037,-1.74426887601504,-29.9500271604025,29.9500271604025
"NEK7_12703.6",3.7884581178043e-15,11934.5721817778,42447.9181077778,-1.8305469462727,-26.3993014487632,26.3993014487632
"MBNL2_24446.65",7.85990716181577e-12,976.383065885926,4800.29864206667,-2.29760498458873,-25.5139442959686,25.5139442959686
"PKHF2_20994.37",1.09031468656658e-13,3753.208004,12762.2406580741,-1.76568549216765,-22.8876066200956,22.8876066200956
"X6.Phosphogluconate.dehydrogenase_4187.49",1.23343359523017e-11,5365.26146098519,19747.2299585926,-1.87992991002039,-20.5079377429102,20.5079377429102
"CRP_4337.49",1.66583969777812e-11,61602.5162136296,17022.5347732222,1.85554340008598,19.9997273658579,19.9997273658579
"PP1G_19295.32",8.08443693861983e-13,21554.3830042222,63598.7471192593,-1.56101707917073,-18.8763652242606,18.8763652242606
"UBS3B_12558.3",3.61748889001514e-10,21795.6430043407,75624.0340718519,-1.79480504418571,-16.9458183718302,16.9458183718302
"KS6A6_12688.115",2.12548735234068e-13,1375.98362137407,3394.44911518519,-1.30271416119371,-16.5086992377288,16.5086992377288
"Glutathione.peroxidase_15591.28",8.25108442129937e-13,3562.35962974074,9100.87905366667,-1.3531727341995,-16.3510478073395,16.3510478073395
"PYRG1_23705.42",7.22948905554993e-14,11217.5950616667,26242.8287237037,-1.22615982699355,-16.112834346087,16.112834346087
"KLC1_12656.1",1.6611290269087e-08,1287.77580244815,5175.98697530741,-2.00695254015243,-15.6132812234617,15.6132812234617
"GLRX3_16596.25",3.85852472173116e-12,5849.77827166667,14998.9199177407,-1.35840476768419,-15.5042597398906,15.5042597398906
"I5P2_12641.3",1.07621135146759e-09,4209.21213982593,13834.0020573704,-1.71659644916693,-15.3946127896653,15.3946127896653
"WWP1_11307.33",1.42977932741983e-10,3308.43158437037,9624.06251003704,-1.54049856698861,-15.1657939771015,15.1657939771015
"SAA2_18832.65",0.000132754494832557,16874.6963787407,1186.24368315926,3.83038923451053,14.8502304751054,14.8502304751054
"HSP.60_2682.68",6.86431772216562e-11,13464.0085185185,36973.1885177778,-1.45737147040269,-14.8118530248555,14.8118530248555
"OSBL1_25266.14",9.68486671717991e-10,712.831152288889,2224.71446504444,-1.64198789039029,-14.8007250745218,14.8007250745218
"IL.1F6_14150.7",3.23121783760859e-08,6997.0490947037,1820.39102885185,1.94249823271099,14.5505428452561,14.5505428452561
"VAV_5275.28",5.02045795080734e-09,3521.16578185556,11682.8593006296,-1.73026834907043,-14.3599411300517,14.3599411300517
"SRCN1_5488.74",9.11071067649667e-10,47665.0118251111,141156.438424074,-1.56629237502665,-14.1599843694736,14.1599843694736
"CIAO1_21178.8",1.35529515374783e-10,2402.83386832963,6431.132181,-1.420335837789,-14.0158259186766,14.0158259186766
"RPS6KA3_3469.74",2.02167363964049e-10,1936.93563788519,5190.28364207407,-1.422037366434,-13.7856411301625,13.7856411301625
"FAH2A_23389.28",3.75633504243732e-10,830.355473192593,2282.13491762222,-1.45858309678473,-13.7474894434772,13.7474894434772
"SMAD2_10364.6",4.61313894961219e-10,3173.26405351852,8759.63518555555,-1.46490321111006,-13.6763414534496,13.6763414534496
"RNF31_23183.6",1.209562958656e-10,1377.09440327037,3559.34512351852,-1.36998436393617,-13.586643915611,13.586643915611
"SNX8_6925.26",8.08244688528259e-10,1086.66514405556,3032.26641981481,-1.4804890743251,-13.461283455609,13.461283455609
"DEST_18883.4",5.50639057842822e-12,2732.32565849259,6244.73057603704,-1.19250988444988,-13.4266273767875,13.4266273767875
"LYNB_3381.24",7.93971136105084e-10,20493.2003705926,56149.588682963,-1.45413015044478,-13.2328683396616,13.2328683396616
"KPCT_3817.18",1.87748667472607e-09,1593.3815020963,4549.02746914815,-1.51346641474507,-13.2071483382112,13.2071483382112
"HGS_13644.30",4.59731968104028e-09,3948.06500011111,11751.0123874074,-1.57356740761982,-13.1196108588539,13.1196108588539
"LYN_3453.87",8.16092238358881e-09,6438.55915607407,19265.962305,-1.58124447009538,-12.7895175877166,12.7895175877166
"ARL8A_23281.29",1.70594367296022e-08,13705.4349382704,41440.9051433333,-1.59630740197623,-12.4001722681816,12.4001722681816
"RFIP3_25500.6",3.58632332914305e-09,1140.47779826296,3143.93353910741,-1.46293235829179,-12.3549766094187,12.3549766094187
"p60.Src_15433.4",9.16807310449645e-09,4817.77866254444,13964.7625517407,-1.53535102292966,-12.3407245909039,12.3407245909039
"LANC2_12628.31",1.32085497277201e-11,5504.60578174815,12032.9498355556,-1.12827920506602,-12.2747129194386,12.2747129194386
"DCTD_17756.69",3.9367995810401e-10,2601.19514388519,6408.87506177778,-1.30089650986365,-12.2347452492425,12.2347452492425
"TXN4A_21651.9",2.3715285954456e-08,23697.1058852593,7810.56016477778,1.60121294862526,12.2092033138046,12.2092033138046
"AIP_3839.60",2.39524236344181e-10,1686.73456795185,4018.36057618519,-1.25237406344276,-12.048653204465,12.048653204465
"AMPD2_18403.25",8.60457461230408e-08,1144.8449176963,3716.49497948519,-1.69879047706199,-12.0024144049759,12.0024144049759
"alpha.1.antichymotrypsin.complex_4153.11",8.87896265495874e-09,19558.6086834074,6982.3015227037,1.48602918224121,11.9649686920311,11.9649686920311
"FAF2_9738.7",2.00537195365626e-08,5175.84600825926,15138.1650620741,-1.54832374292677,-11.9186943478116,11.9186943478116
"M2.PK_4240.31",7.65909155898778e-09,18006.6850207111,49326.055597037,-1.45381731586993,-11.7989236301455,11.7989236301455
"PKC.B.II_5475.10",3.36272921244787e-10,34804.0776953333,81882.04687,-1.23429082281283,-11.6928172536174,11.6928172536174
"ERAB_4217.49",3.5742088951938e-08,4534.0369138963,13406.607736037,-1.56407619741523,-11.6473940158567,11.6473940158567
"AMPK.a2b2g1_5245.40",2.68010809780743e-08,2838.85232506296,8231.15506159259,-1.53578709225773,-11.6287459453928,11.6287459453928
"SYMC_24425.8",4.22943667917564e-09,10193.8944451185,26541.4727149259,-1.38054310446025,-11.5602779156016,11.5602779156016
"PRAF3_13503.19",7.07663739836008e-09,9538.71827210741,25477.3642387407,-1.41734870339473,-11.5516372144288,11.5516372144288
"UBP4_21763.46",2.35234036969774e-08,1885.25864198148,5354.77399185185,-1.50606322167875,-11.4890030429162,11.4890030429162
"KPRB_19150.20",9.7152792078501e-13,17289.6403705185,33539.5901025926,-0.955957196579047,-11.4834785682662,11.4834785682662
"AGAP2_14291.53",4.22541003030568e-08,448.881975325926,1311.04158442593,-1.54630537488331,-11.4026586185632,11.4026586185632
"Alpha.1.syntrophin_19274.80",8.72246739418773e-09,5959.6521397,15675.7152674444,-1.39523124402214,-11.244671779208,11.244671779208
"FER_4220.39",3.46994262571402e-07,739.19648152963,2453.10374488889,-1.73057845374142,-11.1789790562159,11.1789790562159
"VPS25_18189.12",2.08473943556908e-09,1485.15930043333,3493.09650203704,-1.2338888149222,-10.7113249094494,10.7113249094494
"METAP1_3210.1",2.75021024606166e-07,1507.71820985926,4558.67897113704,-1.59624899969069,-10.4724056262835,10.4724056262835
"TTC9A_24474.12",1.86138777183944e-07,901.271008218518,2632.05639915556,-1.54615751474755,-10.4058923197355,10.4058923197355
