"Protein","Nominal_pvalue","Active_mean","Control_mean","the_log(fold_change)","Nominal_pvalue_and_fold_change"
"SAA_15515.2",1.56100225579567e-09,73961.063127572,6421.14905349794,3.52586256906884,31.0508488521418
"CRP_4337.49",1.66583969789866e-11,61602.5162139918,17022.5347736626,1.85554340005714,19.9997273654887
"SAA2_18832.65",0.000132754494886021,16874.6963786008,1186.24368312757,3.8303892345371,14.8502304745384
"IL.1F6_14150.7",3.23121783315249e-08,6997.0490946502,1820.39102880658,1.94249823273584,14.5505428466056
"TXN4A_21651.9",2.37152859676445e-08,23697.1058847737,7810.56016460906,1.60121294862686,12.20920331343
"alpha.1.antichymotrypsin.complex_4153.11",8.87896265520146e-09,19558.6086831276,6982.30152263375,1.48602918223503,11.9649686919636
"C3b_4480.59",0.000516593858340087,21797.8591358025,2519.55685185185,3.11294453341081,10.2317841096955
"FGL1_5581.28",2.43345727773416e-09,84157.2486831275,37179.7709465021,1.17856965772014,10.1519353548258
"FTMT_8048.9",1.22837309375767e-07,10617.2599588477,3956.24829218107,1.42420661489396,9.84222150706061
"CHKB_13117.232",6.00681410606222e-07,6853.95047325102,2357.98615226337,1.53938052112606,9.5770339458801
"iC3b_2683.1",3.86496960455627e-05,33333.347037037,7417.12748971194,2.16803371508889,9.5672160721924
"PCDGK_7859.21",9.00384877487497e-07,4112.8566255144,1420.6266255144,1.53361335044957,9.2715696356213
"DNJB9_11214.40",7.08863435882969e-08,20715.7509053498,8434.13316872428,1.29641641013416,9.26864800042187
"XPO5_25963.2",1.59391168801109e-05,14260.1086419753,3896.55395061728,1.87171427637902,8.97961614482458
"GAGE.2_25413.80",5.6548062252371e-07,5237.19288065844,1937.98261316873,1.43423811129538,8.96052059877209
"HN1_19335.2",1.60747156902026e-06,5422.32127572016,1881.23179012346,1.52723297924172,8.84856902863332
"Histone.H2A.type.1_22468.54",5.4168527639125e-05,40698.2377983539,10445.6971193416,1.9620575508576,8.37063385141998
"VSIG4_17678.28",9.37368841242417e-06,11942.9477777778,3858.53975308642,1.63003209440893,8.19594723706118
"C3d_5803.24",0.00019299068429182,14048.7859465021,3046.09767489712,2.20541135396359,8.19192031639155
"C5a_2851.63",3.10324182751672e-07,15913.428600823,6732.79174897119,1.24096795574144,8.07644826522046
"HTRA1_15594.47",1.84217907842455e-07,25250.6601646091,11099.5090946502,1.18582523586911,7.98613945254237
"C9_13722.105",4.33448569221382e-10,79499.5026337448,44207.2920164609,0.846661472045543,7.92734421668945
"C3_2754.50",3.32147397705041e-07,71336.5730041152,30668.5698971194,1.21788101665263,7.89024816584522
"B4GT1_13381.49",1.77532311686866e-08,28764.3760493827,14448.7746090535,0.993336032024127,7.69907202470517
"SPON2_8099.42",2.51785294188527e-06,13465.6315843621,5247.82024691358,1.35949168935886,7.61175269313766
"H2B2E_14143.8",0.000243190818232143,22618.1258436214,5332.6441563786,2.0845564250783,7.53369703912296
"C4b.binding.protein.alpha.chain_9449.150",1.65089704827713e-08,23558.0813580247,12167.7262139918,0.953162450010767,7.41777708001556
"OLFL3_8660.33",2.34261125212309e-05,10946.2720987654,3726.86718106996,1.55440431412837,7.19735794600595
"LBP_3074.6",1.53302730563166e-08,59347.9732510288,31448.7948559671,0.916194029404195,7.15955253349959
"NAB1_13933.276",9.0208206845324e-07,4246.44849794239,1871.23020576132,1.18226969742706,7.1465294234641
"IZUM4_20549.1",1.71080385925325e-08,1236.92897119342,658.555534979424,0.909385647088527,7.06301624258475
"SAA_4336.2",0.0116241749623112,8473.76759259259,681.10537037037,3.6370536482166,7.03638169337776
"Lectin..mannose.binding.2_7638.30",2.21551884310353e-05,11592.8512345679,4078.96242798354,1.50696131405227,7.01418843504899
"BTLA_16308.14",4.13887577345588e-12,1994.76086419753,1306.52248971193,0.610483845155226,6.9492094075293
"Ck.b.8.1_3028.36",2.08277308427877e-07,39731.3272016461,19334.350617284,1.0391106771664,6.94267048082383
"MPIP1_11548.84",0.046761264975729,7995.31255144033,216.567942386831,5.20626282443086,6.92492176321419
"Macrophage.mannose.receptor_2637.77",7.74437631798904e-07,8184.8083127572,3740.77432098765,1.12961169789185,6.9030723940515
"Pregnancy.zone.protein_6580.29",2.10745426260494e-05,32929.3481481482,11852.229218107,1.47421552047656,6.89378830090898
"OAF_6414.8",1.86361912988235e-07,11267.909382716,5542.15366255144,1.02370124976453,6.88914378598909
"TR.ECD_8795.48",5.27551363281981e-05,11230.3923868313,3686.05946502058,1.60725708557225,6.87542029130391
"TNF.sR.I_2654.19",1.64610976053117e-06,17391.3278600823,7692.2904526749,1.17688294584403,6.8065510165736
"Endothelial.lipase_23148.100",7.44965585199492e-09,2205.97825102881,1235.07318930041,0.836822030194127,6.80157547761473
"KIF3A_13961.18",7.26232748671058e-08,10694.3536419753,5550.25512345679,0.946223296692997,6.75501636387494
"NIF3L_23371.5",4.29254325210018e-06,36763.3277777778,15489.1874897119,1.24700589655675,6.69303644272937
"FUT5_4549.78",2.95402914043541e-06,6684.26041152263,2898.06855967078,1.20567621515874,6.66688938528764
"GRIA4_10760.107",9.69533408655953e-07,4497.38242798354,2089.51491769547,1.10591750802771,6.6503655063461
"sperm.egg.fusion.protein.1_21526.88",2.81938146947926e-05,2784.73296296296,1017.41353909465,1.45263279159913,6.60925572730267
"Myeloperoxidase_2580.83",5.12982262733836e-06,18007.999218107,7638.74911522634,1.23722958534216,6.54481787740507
"Renin_3396.54",4.32628310081942e-05,25968.2798353909,9331.27436213992,1.47660442467064,6.44373199551917
"Kininostatin_19631.13",0.000237540990707126,16191.4132921811,4729.99851851852,1.77531728216039,6.43421396338828
"Activin.A_19622.7",2.66714708867227e-06,13025.63281893,5872.48,1.14931166411401,6.40620923609664
"H2A3_14144.3",0.00350052125129165,12165.5074897119,2006.75150205761,2.59986262163765,6.38491754874081
"ZAP70_4476.22",7.60559392825585e-06,29688.6712345679,12810.1400823045,1.21262627255265,6.20727244717629
"Haptoglobin..Mixed.Type_3054.3",2.75933899125002e-07,71264.870164609,37055.1350617284,0.943517595518308,6.18871584035336
"C2_3186.2",6.22812111006403e-08,11847.5118312757,6566.31553497942,0.851428118336007,6.13508701905977
"TREM2_16300.4",1.81897823924125e-05,22843.878600823,9329.33551440329,1.2919613894896,6.12411984493034
"kallikrein.12_3199.54",9.86086845420235e-06,19874.8972427984,8592.7775308642,1.20975095254243,6.05611589732075
"IGF.II.receptor_3676.15",3.02680696167742e-07,12261.6976748971,6444.15390946502,0.928095882737373,6.05027123699331
"FABPA_9851.9",2.63208337853815e-06,26741.3817695473,12623.482345679,1.08296406297694,6.04261496919877
"sCD14_16914.104",6.54737206492906e-07,26430.8894238683,13430.6493004115,0.976695920740353,6.03982211461905
"Lymphotoxin.b.R_2636.10",8.92683917612964e-06,19796.1249588477,8702.37685185185,1.18573665555962,5.98714280942958
"RNAS4_5644.60",2.47504056594808e-07,18381.2563786008,9818.04588477366,0.904727565463889,5.977008182779
"FCN2_13717.15",2.15660888891364e-07,29485.1125102881,15859.4774485597,0.894641462562912,5.96388451261275
"Apo.A.V_15363.32",1.01065021115924e-05,24315.4099588477,10664.6819341564,1.18902997661887,5.93967930947129
"Macrophage.scavenger.receptor.ECD_15533.97",9.65389773262203e-06,13451.8875720165,5933.10185185185,1.18095017183896,5.92281621550728
"Inhibin.bB.chain_13676.46",8.48889440953444e-06,13915.931563786,6209.01240740741,1.16430176942083,5.90434760050436
"T.plastin_25960.15",0.000226741352113155,15308.5506995885,4980.33580246914,1.62002278023871,5.90412323586054
"Apo.F_12370.30",9.00393590648221e-06,12836.1085185185,5710.7462962963,1.16845669311551,5.89552723878976
"FABP_5437.63",9.15569576271023e-06,25791.8627983539,11511.0532304527,1.16389613224947,5.86406794738751
"IGF.II.receptor_16057.6",4.87776054178525e-08,8497.28037037037,4873.69030864198,0.801986587762015,5.86394911077011
"TMPS6_11239.49",0.000172056900278072,2015.68818930041,687.18646090535,1.55249896523224,5.84411517804466
"TNF.sR.II_8368.102",5.57498286768962e-06,10928.1198148148,5073.33903292181,1.10703772749025,5.81610661547039
"IGF.I_2952.75",1.85890781000422e-06,26585.9475308642,13172.5781481481,1.01312614668049,5.80596470995802
"IFN.a.b.R1_6055.53",5.30743067220101e-06,16777.054526749,7928.49991769547,1.08136961330519,5.70434979226698
"MMP19_6425.87",2.09266541301454e-06,9771.24927983539,4878.23008230453,1.00218522170622,5.69171073360906
"BLC_13701.2",0.00424186352151544,4523.34687242798,857.87304526749,2.39855456575559,5.69043472999217
"X7B2_15358.28",1.77501553320657e-05,15215.3682304527,6644.90300411523,1.19520920355595,5.67819730507592
"GOLM1_17456.53",1.67851706727566e-05,5835.27181069959,2565.36150205761,1.18563771929854,5.66150812956618
"IL.18.Ra_3446.7",4.70066747571874e-06,8868.25248971193,4255.32989711934,1.0593788639514,5.64420158403127
"PSMA_3218.8",1.61317363824788e-05,11038.2165432099,4887.03304526749,1.17547632813696,5.63325740461421
"HNP.3_20539.4",0.000420479924830872,10187.9601234568,3227.96510288066,1.65816833088418,5.59839867707424
"ATF6A_11277.23",4.06848110067054e-07,14852.3415843621,8096.10641975309,0.875390241918795,5.59424060235699
"C8_2429.27",2.02107723077854e-05,11082.4889300412,4853.13304526749,1.19129360520184,5.59242906019549
"Cathepsin.H_8644.46",3.58168002704346e-05,11903.3207407407,4992.6645473251,1.25348222532335,5.57287319018808
"GPDA_11081.1",0.000444154402082405,1902.59934156379,601.981810699589,1.66017998328043,5.56569699626306
"LIRA5_8766.29",1.00256921594368e-05,9447.65407407407,4391.14448559671,1.10535913593331,5.52556390569456
"S35G2_13501.10",9.1979637330485e-05,3371.94314814815,1312.19043209876,1.36160310548958,5.49584992573225
"a1.Antitrypsin_3580.25",9.06048080132344e-07,43495.4315226337,23370.5482304527,0.896172300097457,5.41543366839674
"CXCL16..soluble_2436.49",3.58864539479177e-07,6941.42576131687,3887.18864197531,0.836504899090402,5.3913321728596
"Coagulation.Factor.IX_4876.32",1.67637509635171e-07,28833.4472016461,16626.5072427984,0.794258198314867,5.38159872275612
"L.plastin_9749.190",1.57499996092548e-06,12369.8993827161,6522.4416872428,0.923349719371073,5.35793937819242
"G3ST1_8696.15",2.76312928618859e-05,15564.565473251,6941.79489711934,1.1648846557384,5.31024178687784
"Coagulation.Factor.IXab_5307.12",3.14399567180749e-07,18166.0301234568,10314.8128806584,0.816525527816039,5.30947199148735
"LRA25_24638.3",9.73439353258732e-09,2427.30683127572,1534.04969135802,0.662011272603005,5.30382982114615
"H2B2E_22974.25",0.00300279716327142,7395.65407407407,1724.99773662552,2.1000832764621,5.29740546918175
"MAK16_21864.20",1.66201719128991e-06,17632.7766666667,9347.44465020576,0.915615747989864,5.29167713890435
"VEGF_2597.8",2.81878335091448e-07,9634.78316872427,5522.67882716049,0.802883969423479,5.25884046364441
"VEGF.D_13098.93",1.89620904317239e-05,16584.6547736626,7666.59588477367,1.11319094046502,5.25661428705445
"ZN276_14692.3",2.28541944451136e-05,13400.6782716049,6127.82995884774,1.12885785455293,5.23906777663601
"ARL5B_17404.5",6.28425717730634e-06,13633.2955555556,6795.11160493827,1.00456519319912,5.22549302586755
"MIF_8221.19",7.56467941204388e-06,4457.07625514403,2199.50353909465,1.0189197213085,5.21810132845125
"ST2B1_17209.27",2.45431554891717e-05,4591.32360082304,2096.03818930041,1.1312451154789,5.2151187183846
"SIG14_22577.24",6.19518499372687e-05,12431.9760493827,5279.16489711934,1.23567399439924,5.19964909688205
"COLL1_9526.3",3.23359610092217e-07,878.246502057613,504.040205761317,0.801087107659975,5.19930705231378
"ALT_16015.19",8.30146485626906e-06,10515.6549794239,5176.63969135803,1.02245090157058,5.19491482328467
"MIS_4923.79",2.76512780331732e-08,4547.75818930041,2824.39364197531,0.687214371930768,5.19416193548258
"ITPK1_21130.82",8.24198188432574e-07,8022.07286008231,4447.13790123457,0.851097927526084,5.17805284903528
"MUSK_11547.84",0.000363139728180855,7834.77053497942,2777.9479218107,1.49587146824707,5.14568750906898
"BSP_14023.84",0.00103163960606306,5452.21586419753,1669.26329218107,1.70763115415691,5.09979261635213
"MIP.5_18289.16",6.89631909231471e-06,25145.1873251029,12709.0706995885,0.984423758315396,5.08098770832276
"PCKGM_20079.6",0.00285054037141615,6169.87771604938,1550.26633744856,1.99272580277444,5.07163224611853
"H2A1A_22402.12",0.00335276273489333,5760.39691358025,1392.39806584362,2.0485965071965,5.06945113806903
"SNP25_13105.7",0.0100521041864711,4861.89384773662,848.268806584362,2.51892497885422,5.0321647912582
"HCC.4_4913.78",6.48159899953758e-06,22133.4414814815,11321.6234979424,0.967146937587738,5.01786571134423
"HBD.2_13397.88",0.00367255002638072,13763.3043827161,3337.98779835391,2.04377629692859,4.97666125544053
"UB2R2_21848.18",1.23448089241297e-05,17050.1014814815,8446.68555555556,1.01332307614879,4.97391215527925
"H2B3B_18823.52",0.0039267873740437,8971.45524691358,2150.34923868313,2.06077103436763,4.95813806486668
"C9_3060.43",5.84950742297967e-09,108523.819794239,71572.0418106996,0.600543690616095,4.94420456212636
"RM33_13453.2",0.0360379642422844,7878.76825102881,735.421810699588,3.4213262307274,4.93779401380552
"HSP.70_16780.6",1.5305882116675e-05,12895.8718930041,6335.51843621399,1.02537473217075,4.93732456523069
"ASGR1_5452.71",6.35799272262279e-07,2538.98436213992,1464.34666666667,0.793994374351058,4.92012903862533
"RAD51_2871.73",8.12517598752558e-05,7624.39020576132,3329.55238683128,1.19529371672961,4.88895118277966
"Carbonic.Anhydrase.IV_3177.49",8.52497099280387e-05,11185.1353497942,4871.65183127572,1.19909977929375,4.87950523358137
"IKB.epsilon_20071.53",0.00281558390282951,2136.02497942387,567.53987654321,1.91213485064515,4.87676900580755
"MZF1_14662.6",6.7160219030663e-07,3773.23047325103,2182.88024691358,0.789567238242297,4.87391004815064
"PHF11_22528.1",8.96684426398429e-13,3091.64740740741,2338.20816872428,0.402972416320974,4.85475391979557
"PRKRA_22010.36",0.00290805961286741,3184.16796296296,850.97512345679,1.90372757583516,4.82860833159818
"GBP2_18891.98",1.73519960690714e-05,4117.67471193416,2040.05674897119,1.0132205797423,4.8235891197246
"DNM1L_21452.3",6.93753683722585e-05,10968.2494238683,4909.42905349794,1.15970612438065,4.8229796811129
"TCTP_14072.9",9.53740109914461e-05,4638.15065843621,2020.85333333333,1.19858506338142,4.81899509141461
"Factor.B_4129.72",1.4203422157641e-07,42402.6014403292,26094.6058024691,0.700401170144935,4.79607195868095
"Spondin.1_5496.49",2.62903971186557e-06,12527.0749794239,6927.90333333333,0.854558885558819,4.76861193192648
