"Protein","Study_group","Age","Sex","Smoking","Prednisone","Methotrexate","Aspirin"
"GIP_16292.288",0.207225027968768,0.14047027881643,0.723188040183433,0.793453983616684,0.398462460865498,0.676862523546296,0.707740390013124
"Growth.hormone.releasing.factor_16293.1",0.10030129498369,0.475118021043368,0.560610541819632,0.330554036088358,0.805005972445738,0.737581911773354,0.309537075347806
"LGR5_16296.43",0.337230858122579,0.792374278394487,0.934687242747807,0.135546424338007,0.97819282311453,0.0278574948575487,0.178845080001339
"ROBO4_16297.14",0.531878702473224,0.891577840949923,0.719818957524536,0.250041678913739,0.167815341048474,0.455310857945729,0.0638568917877323
"sPLA.2..IID_16298.84",0.675001168223863,0.0167705014500255,0.344771270023699,0.268996271200116,0.059491034892517,0.710726535844589,0.585251101351632
"TIGIT_16299.13",0.116101085204549,0.619441007793944,0.902892545883394,0.882384866402764,0.854007985717734,0.436736788965681,0.260682803165188
"TREM2_16300.4",0.819205231925254,0.0117489436272259,0.769578728386687,0.118256498702755,0.402851168709377,0.915244390907951,0.665814807359988
"SPLC2_16302.11",0.596773044470935,0.459155079002156,0.38822369639542,0.498062906916003,0.35112511425419,0.132251107668039,0.479266187027862
"LGR4_16304.6",0.67764465711021,0.718214016281182,0.955364199409046,0.193281044595374,0.992677155755174,0.70794966061422,0.246568556180094
"Cadherin.11.ECD_16305.10",0.821403767921001,0.201602496160208,0.888948587929468,0.377182710901266,0.0398183221787536,0.505509948400828,0.982699248960063
"UNC5H4_16307.22",0.271536683588649,0.093918300151728,0.811679365922443,0.0353004910540322,0.661009909406484,0.212620736677752,0.532945179610282
"BTLA_16308.14",0.0867002217836283,0.58683632050123,0.734383426955303,0.925067521972517,0.393076454724354,0.486347325566572,0.944491036441574
"Soggy.1_16309.30",0.321822962954371,0.754046439450927,0.69154339636066,0.483926409663836,0.436670821311784,0.0588037147927713,0.528137960560732
"Cadherin.6_16312.45",0.765417452904346,0.883313700409199,0.68660411684862,0.965206290675133,0.478763894377205,0.54824957066396,0.228241650324456
"VEGF.sR1_16315.105",0.178635768818043,0.432970300271926,0.575762735286817,0.920605454860756,0.584220145558151,0.929777954357907,0.442146107921552
"Desmoglein.3_16317.20",0.705796489006471,0.484710157839442,0.321519847177715,0.695110759572506,0.117438560576462,0.867222381113228,0.834132338808758
"ALK.1_16318.12",0.652410404820569,0.0125673982270896,0.217845034098359,0.406384702724001,0.325929206163657,0.853803833859685,0.110618258425617
"CD320_16320.139",0.328152882683157,0.204160293940161,0.149693626807692,0.870385671100065,0.702054813947621,0.110180792734759,0.442159902856164
"PACAP_16322.10",0.21510637728895,0.0309668984445729,0.462768153544557,0.838761275526068,0.268062155848975,0.982812954690002,0.229675422647656
"NRX3A_16323.8",0.153773781783109,0.011270825382954,0.858756170530602,0.404930598512494,0.870864382299211,0.927698689865407,0.582205902616151
"TLR1.ECD_16324.38",0.966368119243493,0.308815003427486,0.713646203040189,0.637052317730896,0.761312657025524,0.645565660629505,0.129397329797127
"HMGA1_16536.3",0.323126441795832,0.34331630425486,0.0693097670074241,0.254704782166802,0.0350272591668583,0.721146414016358,0.317605156538148
"STA5B_16551.14",0.19386168224943,0.791913292786195,0.654544503919921,0.714799088023865,0.437098880764956,0.0724224756540059,0.630318767487785
"MYOC_16558.2",0.912129556748125,0.470015755610601,0.0298278805318933,0.391370310043419,0.0976997653346956,0.940037016716997,0.937755433031491
"Alpha.1B.glycoprotein_16561.9",0.182685956193997,0.625892226710525,0.0694507162208727,0.617123093578259,0.3375684495857,0.900619261448555,0.541900112715795
"AP4A_16583.8",0.992630012378237,0.141614541400581,0.91357245715799,0.292515850788128,0.909769946297036,0.559498788188331,0.397034974549779
"B3GN4_16585.16",0.111938392874769,0.656477780288275,0.594366611333981,0.54425845140979,0.85235153919296,0.944090155197544,0.00574556408092807
"Beta.casein_16587.1",0.19392175766542,0.384417325742653,0.974077635968425,0.700754655952562,0.256859932148226,0.254038537153824,0.03041602750939
"BiP_16588.10",0.349274652584526,0.00936386413760693,0.335408003773151,0.0802610010080075,0.423954093675777,0.96328239782188,0.301944892283646
"CHIA_16591.71",0.577664757731665,0.900559455002185,0.285554891161956,0.244213179336487,0.399198966335805,0.190921416862809,0.527874196523793
"FADD_16593.3",0.175240355907156,0.875764693611617,0.526146706515554,0.45350407405186,0.570097669532119,0.118673350612993,0.507301174177402
"FAIM1_16594.44",0.288832709855021,0.321163014506257,0.728229795937686,0.161290664063691,0.660576006367493,0.491998541023325,0.437516791353233
"GLRX3_16596.25",0.689801815868739,0.294391635513438,0.678042008000688,0.206152088195255,0.889659190214833,0.905300937527573,0.12982631507025
"GLRX5_16597.11",0.251489736011802,0.773680309601686,0.582663698324642,0.417168211273355,0.337519464733019,0.0726734505222828,0.339713981407007
"GPN1_16599.38",0.258657168132403,0.467128391775447,0.461435143126444,0.684525507601042,0.826248923564816,0.592621138769266,0.0736872407180971
"C1T9A_16605.2",0.754192954348658,0.268464240062634,0.983991775786051,0.103981019158528,0.323418926508436,0.950279545468153,0.59270906059924
"Aldose.reductase_16606.85",0.105350991348998,0.957642271567619,0.287880222822367,0.708731787808299,0.763368589907817,0.414416536665425,0.485740764836042
"Gelsolin_16607.78",0.0958846610259734,0.943675069560762,0.439569147555439,0.195496074023582,0.682097460630625,0.258548908126766,0.253768394786802
"KIRR2_16609.106",0.209563874863185,0.581462454370592,0.49204765407018,0.744262682191795,0.63967756887781,0.424427730211211,0.124886652914833
"LRP10_16610.13",0.690844822405368,0.0243363422864507,0.380641989126668,0.0491180519894775,0.922082866787236,0.882583868156395,0.214725161406513
"SDC3_16612.28",0.469564407221506,0.897648226971017,0.950154329277941,0.621655818479921,0.19219544814547,0.607848553917555,0.295004014598901
"CAD17_16613.3",0.812379204998697,0.915919577512023,0.723683021938986,0.0486670934050078,0.732915977940336,0.349528553843974,0.524139996635853
"RSPO1_16614.27",0.502952509646423,0.0225347616240364,0.755920691665844,0.584670556452275,0.834840374094566,0.62482307272329,0.507615496467
"ENOB_16616.137",0.305969723718784,0.965629953368558,0.747361707857238,0.508598427774147,0.137981584114184,0.83574615799476,0.22918981768611
"Caspase.14_16617.14",0.288993883587331,0.363938738934993,0.441227240502332,0.230447470626406,0.37264109547931,0.9957889356634,0.222163633376795
"CD69_16618.7",0.461565882048069,0.994958648782386,0.536614839315357,0.303728340599314,0.584819769702192,0.523725484200686,0.524304952333251
"LY75_16620.26",0.297788360778552,0.0513657364177149,0.120069425451902,0.0370880017882459,0.79833449666064,0.585321109720891,0.606226124933831
"AIBP_16621.77",0.602089989534977,0.291516529173461,0.829839613417514,0.753389476317032,0.795526199175799,0.71035501272384,0.188990267828338
"Activin.B_16746.12",0.408705439240332,0.0653215703300006,0.44706715906564,0.257190968081346,0.51161729103854,0.608457941042237,0.838815146145495
"BMP.3_16748.1",0.589967923584382,0.723127089519971,0.552065194622727,0.969473705496002,0.419347400011939,0.5657675006013,0.977251486426248
"BMP.3b_16749.79",0.31156670363979,0.261808046774513,0.524679417291959,0.693547226077257,0.549378065352906,0.548904736007153,0.525004976558506
"BNP_16751.15",0.339343760279045,0.264856078254854,0.664738465932082,0.363999370497861,0.69411056999526,0.665414475427283,0.50162235045798
"CO6A2_16753.46",0.517931407505732,0.0062826044616248,0.257302124201036,0.186673571811463,0.972037168486622,0.888443613014172,0.91991198014467
"CSKP_16754.40",0.821252570694641,0.150530737131965,0.325426929128271,0.0741747087050605,0.973096599924133,0.887228349056853,0.951332923985293
"GDF.3_16755.195",0.70054788706595,0.299612075104201,0.925255289514961,0.312521643281361,0.197252285434796,0.769878096307779,0.987695685825412
"GDF7_16756.30",0.439658096916713,0.359638027843338,0.579877953146521,0.345300771005911,0.665569850652537,0.75450945564215,0.321196875880371
"HDGF_16758.96",0.511888128277787,0.58634392527235,0.463015559803999,0.387985965390493,0.042087551294407,0.841133159472933,0.297583001025233
"IL.26_16760.2",0.184518557095155,0.558791702011279,0.472361706354426,0.4144213692336,0.424740990791585,0.19087128785732,0.336697046045962
"LECT2_16763.11",0.513482798354002,0.501294693782942,0.681785689407513,0.941334687577136,0.902083584868647,0.58134742257508,0.888039268121981
"PBP_16765.52",0.879698797589184,0.760132647791021,0.306413577577449,0.293406136898438,0.435539956651053,0.725601772244296,0.509369896120086
"PLAK_16768.3",0.496020973773318,0.928135833167798,0.367650195282576,0.19863562012912,0.621367936671019,0.622795617865366,0.979091041873772
"RAC3_16769.20",0.704187146063728,0.553393614013131,0.754860870300592,0.39733938542227,0.914611879237264,0.205288569440733,0.406564504283397
"REG1B_16770.3",0.537758779541957,0.0135156362874538,0.617029312033154,0.192394143419199,0.279458123385547,0.912303330689888,0.574956032036901
"SCUB3_16773.29",0.358883652427466,0.326955561539601,0.628733974018027,0.392756092740345,0.670697059270781,0.69870896354971,0.438292892881688
"HSP.70_16780.6",0.177216884652833,0.12036603130618,0.864716827674183,0.024273805207876,0.295754871590488,0.270326851625982,0.0689890313628055
"ENASE_16781.2",0.27673452724607,0.829605108251088,0.0551347511235841,0.645300956911938,0.40192853681069,0.683702736638741,0.672265052808081
"HD.5_16785.45",0.442474525444226,0.000828292410946992,0.611840712103327,0.956104541979595,0.595201031722906,0.636500371255249,0.237383041732858
"Siglec.5_16792.4",0.438438187538975,0.163937955625423,0.864859812852416,0.00307748632975126,0.932904655888568,0.938060849742233,0.0681330165746763
"OCAD1_16802.31",0.609669219317335,0.928268698189236,0.680346608287902,0.936991562831116,0.369447464869874,0.610941992009745,0.970494505406746
"CALB2_16803.4",0.104205756046111,0.0412615363025938,0.625908739986258,0.54351393284012,0.70150516997276,0.448910700071259,0.299633354418267
"PDE5A_16805.5",0.812153465069855,0.177176936389002,0.423387112606061,0.23903762064218,0.44514449120714,0.306376725487559,0.693435394810948
"TNNT3_16807.35",0.967671417411936,0.685761195183718,0.894468619299852,0.396567479570506,0.232074174631583,0.71083493173153,0.505927802575542
"NDKM_16809.1",0.514165295897297,0.259299085247008,0.810555378187085,0.494786555167281,0.888676275746205,0.248007499394197,0.53237925022061
"RhoGDI_16810.3",0.858074473244427,0.111091214276999,0.806627661429882,0.268256254924447,0.427592061669129,0.526973029784425,0.242164384079867
"SLIM.1_16814.13",0.100640797728024,0.9734284167482,0.783428750218164,0.209991168322771,0.486207347302628,0.403170050902907,0.185674990858134
"CDCP1_16818.200",0.265782974464969,0.00350239167441654,0.906241982517948,0.220729364015993,0.469484350012412,0.967605901040324,0.274621306534872
"APOL3_16823.75",0.729581663321051,0.565459288227794,0.939096657506067,0.0698327919454835,0.768243189557534,0.276030048893543,0.291758545484709
"ATX3_16825.20",0.647350061081772,0.0304308766059014,0.289821872779231,0.673953588813051,0.193467474556423,0.0472179003258817,0.92112232837174
"Collagen.a1.VI._16828.8",0.196184172515033,0.0847133410066929,0.813373911480901,0.575373863541724,0.0967619628544172,0.93936132378365,0.779503735260538
"DOK1_16831.7",0.994701685762322,0.61710285956466,0.705403768333064,0.364900867508042,0.332321498861931,0.383821609707089,0.531651013550394
"FHR3_16836.1",0.404095953263063,0.429805990372358,0.624789003042339,0.2074732159029,0.627680842424551,0.00508161337245313,0.324025053389064
"FLIP_16837.20",0.457491238412945,0.619316120053163,0.489867991960252,0.562929813383223,0.624684486175905,0.293196168595221,0.435843472639967
"MPZL1_16845.15",0.436682158876156,0.593379246025922,0.62001955953605,0.370663530639237,0.57024672325225,0.839469693419328,0.0882779741788341
"RAB3B_16847.39",0.228936521925246,0.876985934337552,0.590360192830766,0.173322974222706,0.425763072392973,0.721486443336118,0.247661180303394
"RGS5_16850.5",0.409095555252274,0.0635197499334003,0.793934842438385,0.428772439498667,0.281491512078083,0.327225513212477,0.832549075007803
"SCO2_16851.50",0.794913798947204,0.650056356971113,0.947747113080105,0.288442733500392,0.891446658722721,0.35000024772044,0.485743868929551
"NHRF3_16852.10",0.500423637729713,0.718594287981065,0.29719372346593,0.664235892886138,0.106744097005959,0.664798854485248,0.889455159214362
"NRK1_16853.5",0.351057410879761,0.43292498178308,0.503223303295506,0.308752240329779,0.631161996385038,0.750971000294651,0.359636065773029
"LSM4_16854.17",0.84654170229697,0.790486628371576,0.738871305105766,0.710296718450531,0.388523440627732,0.834434138576851,0.374626431141299
"MARE2_16856.79",0.706461619406631,0.304190434631723,0.965241985796373,0.292006963475918,0.628898880554857,0.605400898175987,0.440204987908169
"RAB2A_16857.2",0.249187142117925,0.648265036331402,0.589700938341327,0.150092767154299,0.635014682397177,0.423084181176257,0.179172542718979
"RCN3_16858.384",0.245093768483383,0.000541804891689968,0.325650112140276,0.974000938399933,0.923006824745545,0.232092751590419,0.552633200032265
"SHLB1_16859.100",0.226754057825812,0.524058521435011,0.654799549066536,0.475294299072977,0.470567953853625,0.0892168444979861,0.473423738233486
"NANP_16863.47",0.93383803292827,0.420581026040903,0.437801462980989,0.282825722956948,0.200971271605181,0.892552458007061,0.0257088894957301
"RBP56_16865.62",0.279878607089689,0.999086885625833,0.91370674844556,0.232298018880795,0.832289665051802,0.418803971961607,0.540299245052358
"PCTK1_16867.76",0.932815076605857,0.600485978387068,0.670366229763441,0.160925963286048,0.730564220190599,0.116861556634142,0.148455868238462
"MAAI_16872.248",0.613917349490998,0.210381442410351,0.831787621331556,0.954329215858974,0.718228911387709,0.894137265622314,0.0932371017177913
"MGN2_16875.13",0.280460017104067,0.717712256351822,0.0883701554440873,0.258132603296818,0.207990186952539,0.977092765598308,0.550731243017589
"MSRB2_16877.19",0.255608659064431,0.0927571424128993,0.786957859904719,0.257453217765622,0.944578366062688,0.606202687295528,0.00878088782925883
"PHP14_16882.27",0.461243433676967,0.922407248689424,0.424762764963366,0.682130788097492,0.103269458341739,0.396037308871036,0.669215563766668
"RAB4A_16883.57",0.656823551164506,0.591006606995503,0.655515367323042,0.123839771790282,0.662234150663642,0.312281852100098,0.231877755354122
"MARE3_16885.49",0.493141703927508,0.025778225098068,0.632153266175123,0.18207336535064,0.0229705727281227,0.739790865125652,0.432103602219478
"PTH2_16887.29",0.137742333268707,0.362969338156685,0.939492183877996,0.855256624181014,0.519280437002258,0.388373981963532,0.437174679010855
"ATL1_16890.37",0.516218447302475,0.0416052727299866,0.871166592068592,0.0404451506823461,0.662977395997418,0.685106442006882,0.174292258925116
"ENPP2_16892.23",0.336218493621404,0.189997519580044,0.603860817809167,0.515190501592063,0.018207117343131,0.757368811357383,0.990126406767538
"OSBL9_16899.59",0.300584419811133,0.956147707300175,0.596856357209223,0.366436108148694,0.382156564021579,0.0543006451452882,0.389848376665883
"MDGA1_16900.29",0.671894121047838,0.292026341036556,0.699996476273047,0.0736955619494539,0.885995780103477,0.610393734301487,0.395022069738793
"LAMP1_16902.17",0.984114194801648,0.948730568909768,0.821130546042162,0.311268967430892,0.295328398898091,0.76179526801709,0.0894575476210316
"Nectin.like.protein.3_16907.3",0.373775132321516,0.0139055767201085,0.966442995142116,0.0440053396438188,0.353586800536396,0.834841983101596,0.967899181094372
"OMGP_16908.5",0.790817389142191,0.959298291804242,0.645872641573124,0.0152119171048728,0.835973434344788,0.01473713411678,0.169151168252577
"RNT2_16913.8",0.782185975304782,0.0609052839129519,0.498246908399425,0.577192946504199,0.834741838741169,0.764481647944983,0.996041802807004
"sCD14_16914.104",0.886956246428289,0.142739278509676,0.717194459925423,0.26046721173489,0.263365493484789,0.704266932407855,0.873349354404848
"SEM4A_16915.153",0.934526361581989,0.227235315820437,0.815728737879011,0.174181712754404,0.946190944227426,0.759570977317558,0.879563396673551
"SLIK6_16916.19",0.53364429461368,0.647397294879437,0.466616355858827,0.0537060746624844,0.526561554517935,0.476761941442386,0.956324516569243
"TLR3_16918.198",0.41300598209155,0.673795614457624,0.925639599576416,0.805912902074637,0.346730698229733,0.57757636405424,0.822899103215405
"ACBP_16919.1",0.865226852599997,0.480717995325449,0.74744786383314,0.133277911626225,0.715382335471016,0.236393821998155,0.141064812112621
"PLXB3_16922.53",0.838758830536794,0.348809668587483,0.58982524373796,0.834533033208669,0.576351951271379,0.312218268646593,0.054186779499992
"Profilin.II_16923.20",0.748634278708518,0.978035687815442,0.853304091843469,0.849436811348513,0.056517996858954,0.379084422724545,0.542387853643303
"Alkaline.phosphatase..liver_16926.44",0.058941440109877,0.702332520941125,0.84018089876797,0.776291191224587,0.203045261236104,0.212431018375423,0.972543582755188
"Coagulation.factor.XIII_16927.9",0.791944362802554,0.967788718889592,0.0750076758985644,0.39423584008968,0.0860359931800552,0.998461435636684,0.694335955316346
"SULT.1E_16932.5",0.66597834469393,0.0293649228805122,0.333904704124315,0.384692180343941,0.641951748162097,0.998042579334351,0.382169964066531
"Beta.globin_17137.160",0.341782939493989,0.719330929532959,0.341408951694532,0.795955517220518,0.282471158498967,0.178595862424944,0.866911860000574
"GST.A1.1_17138.8",0.156017911764599,0.518460206637574,0.451434905974833,0.112207314722321,0.0698418540238423,0.626650208667561,0.72366431960505
"PDGFD_17140.57",0.925855176416945,0.990282093951474,0.174517664889619,0.450770763288068,0.832656236697005,0.498643318294139,0.528437775303964
"S100A8.S100A9_17145.1",0.576445091581256,0.4614570559617,0.901244237061936,0.43708156663706,0.499385565094377,0.550000277367868,0.332213335647086
"BLVRB_17148.7",0.0747708958704651,0.588229215280575,0.455493210574264,0.410584171173288,0.292260116466761,0.289093566688415,0.483506923174655
"HSP.10_17150.8",0.973867119768357,0.270394532685602,0.570036530132469,0.466163178301904,0.685973571542311,0.323449962450359,0.762097504918845
"IRF.3_17151.84",0.978393626650934,0.127745818055842,0.879498911364516,0.3716444677188,0.691560201907861,0.810059550944318,0.52240047842564
"KI2S4_17152.10",0.902938052581598,0.768771937015235,0.760310348312314,0.197569784729764,0.367773261203429,0.925657144152088,0.652273475186276
"KI2L3_17153.46",0.451235085254113,0.533301222952108,0.829442559882985,0.316757576493956,0.0665008386397749,0.913456084498801,0.176328492557585
"TEBP_17154.2",0.974166948848418,0.337303530805387,0.42273537495033,0.272463072512168,0.257292359402041,0.919067898319007,0.101166983594235
"VPS28.protein.homolog_17155.1",0.300237210461651,0.479978318717703,0.790187532285821,0.53255570861173,0.365768743093802,0.939554564704419,0.274864913567399
"DCAK1_17156.72",0.401432323817569,0.0381796702132695,0.738413896871715,0.203691465389979,0.844364347110289,0.822264649045202,0.130769745421251
"UB2G1_17158.17",0.74408627402249,0.346558620080012,0.716962884611089,0.208260756881577,0.0266099821701397,0.452795363769529,0.916613912414142
"OST48_17161.1",0.24559789203504,0.758270806319394,0.419191487610999,0.598085315336247,0.829607983414766,0.242425008330248,0.627823148924576
"Annexin.III_17163.117",0.0678705269785669,0.961839566442958,0.368462303955078,0.00226699686412323,0.239273531602884,0.726978143254634,0.00013297009975726
"annexin.IV_17164.15",0.870487045649991,0.257428657568893,0.907333023414294,0.369366800901152,0.828170580827084,0.44065183327248,0.361336736678787
"BTG_17165.1",0.542300098910685,0.533763750763491,0.823428098526747,0.253481388606748,0.1565283852567,0.810549755732625,0.969340285721265
"FGF.8F_17166.4",0.426664311209919,0.778844743749325,0.757999845657243,0.0964870512439257,0.0463224436101157,0.705756205296123,0.285930058979914
"CALCB_17170.15",0.265994607870568,0.922573627916557,0.050812001705301,0.132750055691207,0.640870224310359,0.514518699452703,0.469081903041702
"STAT_17172.19",0.37882841058719,0.647238682311829,0.944799355037844,0.644060351588657,0.722463867358075,0.86797631433171,0.689999668516577
"MP2K6_17175.5",0.331502385333969,0.473337030271909,0.557583492798492,0.214557665225568,0.543557068859154,0.997642190959421,0.134222275903608
"PSIP1_17176.13",0.505775877640376,0.825618707866955,0.737660586551058,0.389655869653847,0.156033590707239,0.550843754076716,0.424407531485239
"BAG.1_17195.43",0.728063274211874,0.326589928248142,0.832595181894777,0.400095575081752,0.7752899572549,0.915960518059841,0.37358219243553
"ClpP.endopeptidase_17196.5",0.765906969692583,0.753213373227849,0.844318793460554,0.672733391873183,0.321991377058881,0.763613081760984,0.650254509533694
"HIF1N_17199.43",0.490044978014198,0.65075945512979,0.288278360358662,0.183962550762652,0.539158205243529,0.248191424507668,0.314962757792164
"KI2L1_17200.50",0.464205718413309,0.159129103626306,0.426983315103558,0.735410695231169,0.440671847488944,0.768600306541594,0.891925278386074
"PDCD4_17202.37",0.283922197342681,0.333003531864108,0.608170368555495,0.524230641559275,0.620369757706179,0.755729456817315,0.43259267598603
"PNMT_17204.17",0.252427677979001,0.772090898107592,0.657397679489284,0.690399032871136,0.32292264526382,0.0917433177077616,0.600836622863724
"RAB5A_17205.21",0.809239535229312,0.237225468410239,0.930748061449672,0.280745700307397,0.66949532753879,0.556564690801391,0.327011203766173
"ST2B1_17209.27",0.0297069193503389,0.0784176755408382,0.527209699070407,0.3129698660452,0.3258906713338,0.902615132986748,0.434643162858142
"TCL1A_17210.2",0.392723669820244,0.335505638173169,0.451526223153219,0.193423866132462,0.795512766507705,0.00694065285449676,0.316889176207337
"MIME_17224.12",0.756354843502635,0.00879951844583071,0.774994313974505,0.125430790232564,0.580315621092514,0.714357447441245,0.31900575114537
"L.plastin_17231.1",0.590875819311802,0.303104951622667,0.782422757530704,0.223455396617862,0.72922703100234,0.899828476358069,0.121207508670175
"SELH_17319.1",0.394124155010647,0.721058139071014,0.387301027902553,0.406989323580547,0.528562964768042,0.298397827667043,0.133669861794824
"ADPPT_17320.19",0.89906275793615,0.356945104355816,0.87844972065144,0.836646756307455,0.492196015723913,0.40411703602173,0.642073068257882
"KGUA_17325.10",0.576409834276107,0.0362419248425248,0.701509539591385,0.911670702816121,0.94794633618485,0.418137269445151,0.97986731181789
"DUS23_17326.44",0.546832888989411,0.0915277356300047,0.216031149883072,0.991292263164911,0.297795458824776,0.55837733615938,0.561001686541944
"CNPY3_17327.3",0.50150413744065,0.248190504037714,0.87682643867266,0.827762418202935,0.810859913718537,0.221137108876033,0.0426016150473502
"BDH2_17329.2",0.0974620962720582,0.794241877525295,0.27687607897454,0.946470172828293,0.214596793404018,0.300695043849631,0.659719488401821
"KREM1_17331.138",0.84324886238376,0.413381282622074,0.576873275790624,0.195504289433761,0.328482283149756,0.7283555947456,0.110850848494786
"ARHL2_17332.3",0.789129158163215,0.111715079870697,0.988206440516884,0.479130671848074,0.47344007610488,0.215517989875934,0.693816678430841
"ACADM_17333.20",0.957257673058465,0.416089861885917,0.675502240465166,0.270849263341443,0.836250946295505,0.37328563280405,0.372480517346171
"VAMP2_17335.18",0.240257199955278,0.619730915300508,0.0315712851108184,0.119562423508641,0.424799991612803,0.379898320799931,0.1526085564929
"CR3L2_17336.54",0.283817836105172,0.448305159432297,0.42469458335333,0.519239313149779,0.666238215607265,0.926464501180575,0.454575053588164
"TYY1_17337.1",0.392398004238985,0.384502901136018,0.427556671253657,0.142204280947726,0.833473002980772,0.991297081019487,0.622936531795238
"THIC_17341.89",0.948987598443517,0.355817872989497,0.722346556785709,0.717346625542063,0.386305581410559,0.822102589996672,0.328773479714955
"AGR3_17342.13",0.0654686979529969,0.776756123999639,0.618333686159033,0.472525528238517,0.536038798048319,0.906528633655011,0.284541573763491
"SNPH_17343.6",0.441229847364892,0.676101246567449,0.586081161676563,0.372751456158069,0.977083536736609,0.742211444745664,0.732209251529867
"STML1_17344.23",0.283474468865352,0.776397403006847,0.331720956316485,0.88168360297194,0.359903107689472,0.0304687097000793,0.522213099649455
"ZADH2_17345.12",0.714261601655861,0.249706169295938,0.49268803794903,0.347729519400278,0.738624342165353,0.316105093892509,0.693622787285823
"FDSCP_17346.61",0.259082128012001,0.647384780694093,0.267270043715055,0.127179342568421,0.932457247562727,0.899895325883204,0.22298383925503
"CA080_17347.80",0.327754059007055,0.00535124278702291,0.924389182696639,0.86516599799197,0.734686357296118,0.262428985555942,0.900359895502014
"SYJ2B_17348.5",0.493007485403449,0.865879258306317,0.498123592462554,0.537935529041714,0.233932748969693,0.309484800484269,0.152494143656254
"CHM2B_17350.13",0.762998889877335,0.0818287847466923,0.656675428268322,0.0558484989862764,0.972759718398299,0.761663698819104,0.229177706826427
"SYT4_17355.56",0.471210665663276,0.73339868383867,0.629732476172804,0.10065825698047,0.943230235175399,0.926464013529893,0.202397391095889
"IL1FA_17356.34",0.341833473488437,0.415112150978544,0.44513316216461,0.425807225556278,0.558397154884524,0.911711738998624,0.386769730374742
"SPCS_17357.33",0.158449574755397,0.167405389193527,0.0432284993439232,0.953615423025468,0.606615992939247,0.339214058777825,0.975689137418935
"VHL_17362.5",0.554262285815324,0.51115288004788,0.250529953091224,0.931405305162965,0.425977548722579,0.868575874055161,0.372641094388911
"RU2B_17364.8",0.544943712348772,0.658806044447581,0.49160716276418,0.581775705651793,0.499389500400097,0.205120176342874,0.234237720556581
"KAT1_17365.7",0.285427470033264,0.605747630131522,0.797651650417712,0.783863109836308,0.318465208607521,0.541994676581551,0.481000766867714
"DCNL1_17366.6",0.243724276175678,0.720356128611317,0.593134978639768,0.833748087101111,0.948704596223513,0.516009148199778,0.424689707793631
"Stathmin_17367.5",0.0787321472924453,0.480682681221132,0.571099060966727,0.824000699953319,0.755758510284572,0.417803261010991,0.126804175811449
"ABHDA_17370.186",0.868443568429376,0.456918262694975,0.857435658910939,0.247830179866113,0.889360791759978,0.332292255428871,0.378308839434339
"X4EBP1_17372.5",0.273401762043488,0.898408687570729,0.414789608919655,0.638756276412362,0.839453404044402,0.0685888484937589,0.294095734345558
"Aldose.reductase.like.C3_17377.1",0.941855923856355,0.554857797913288,0.686702423192891,0.436139777690775,0.383082377850496,0.976666893179516,0.192349852456854
"UBE2K_17380.2",0.23622839059805,0.0152490059194891,0.959865119796429,0.203012909383724,0.276037296014795,0.181865220633462,0.493652986309983
"STAR5_17383.4",0.446808096899467,0.622996492061831,0.415726783143387,0.647873469499599,0.16999806435952,0.999186454577574,0.80439815830886
"K6PF_17384.110",0.495902266985256,0.105012198418218,0.13075578969079,0.0994230635551402,0.583546015463619,0.647423911630175,0.332071354521133
"IKB.beta_17387.27",0.217226255852217,0.91680830858119,0.209640659341045,0.32577020585391,0.891478265721557,0.864859320428852,0.523019026736209
"SPF45_17391.10",0.516863122865659,0.915578894675222,0.657809522599174,0.218203424187431,0.453778437322355,0.50100094105424,0.30285347850269
"SCAD_17393.13",0.245187303342078,0.858780546422318,0.572564073808399,0.453629595907423,0.436320558319741,0.0522724725512122,0.513379967230073
"ADH1A_17396.23",0.891302148220233,0.372195189152374,0.686003720090507,0.415888699295289,0.141792294022567,0.670396017524572,0.994586849749018
"DHB11_17397.8",0.187801149001431,0.150740535964594,0.244898590039856,0.926735302319965,0.642736977102055,0.998758817563253,0.0389711891020369
"HO.1_17398.55",0.935427337201291,0.638275126003249,0.704491649898725,0.0582133730228904,0.449206532223071,0.447892779100025,0.195399066325995
"ACOT8_17400.71",0.402782890305114,0.0475937541473094,0.308019766053955,0.836593306102081,0.437166282645847,0.319321519353516,0.685340280543748
"acyl.Coenzyme.A.dehydrogenase_17403.14",0.353970693497224,0.655401345720431,0.71964160621963,0.234574128004744,0.814158083772285,0.934100408561515,0.483235425002426
"ARL5B_17404.5",0.0587863510744737,0.569658937406267,0.814446117820247,0.387722578274794,0.453289224465327,0.294999927823041,0.845983600176719
"UCHL5_17405.2",0.188217893771454,0.62903083827259,0.943942693407395,0.163123949171787,0.510833275472322,0.747532883241332,0.213712491811807
"PMM1_17408.2",0.169929391764575,0.628001690711878,0.628657294291498,0.421907591816828,0.625775510922312,0.818621207136094,0.4864113481188
"CETN3_17410.5",0.198859299338083,0.688525568798235,0.162729760392044,0.00691298870845884,0.502092074061221,0.310688535850531,0.0745409776295508
"UFD1_17411.55",0.94319064453367,0.221959387974695,0.708332507082031,0.267618078331989,0.743228670787281,0.515040522984948,0.558985455095866
"TES_17419.17",0.502608985182273,0.00468753886800862,0.0610310117889589,0.49787380245135,0.136611333800548,0.367250139635351,0.236596218075273
