"Protein","Study_group","Age","Sex","Smoking","Prednisone","Methotrexate","Aspirin"
"megalin_10618.190",0.190412204832621,0.695164995196381,0.29972605074074,0.864424177855626,0.709110566243585,0.929870425267358,0.58237842047135
"PSP.94_10620.21",0.904885410449094,0.000602791670915716,0.130584377470773,0.868152691356295,0.22327141449928,0.53672452369559,0.529603653102753
"PRR16_10621.26",0.483835100701653,0.266872164064267,0.686345034828519,0.498095224233135,0.780362095104343,0.52897140295352,0.713727296797936
"MUC1.region.1_10623.19",0.165117301972461,0.312770998127824,0.421093991677536,0.912275769281301,0.0375289585975404,0.00277692389560991,0.687784949730855
"ISK13_10624.45",0.07026893469002,0.336370112253636,0.71775393833396,0.201010939038433,0.0305459860800689,0.574981726482338,0.235319263906959
"SIA7C_10626.116",0.988495793816348,0.999189632488523,0.974801355500682,0.331644673228678,0.189715820209937,0.106847923310074,0.988479743316017
"APLP2_10627.87",0.727838315695397,0.815230158018948,0.535055311143461,0.723507270362539,0.33599042295547,0.387521283461018,0.622253549519245
"HTAI2_10630.5",0.247975149136085,0.438719746232122,0.571910749389252,0.170941851615417,0.528565910547912,0.00555259036813714,0.19413763672582
"PGRC2_10631.9",0.132590391660997,0.680933524456519,0.594764458169572,0.357928035235019,0.788975609804893,0.489591938402139,0.0545623035770961
"MO2R1.CD_10636.1",0.20206117581192,0.241971758864558,0.954649764736676,0.0947030531820069,0.0441471155725792,0.986774628484609,0.516856199127269
"K1324.ECD_10637.50",0.095098440270152,0.318052503210628,0.802165168874666,0.936898649367486,0.463278398169354,0.944207946388571,0.483588605307964
"TINF2_10638.1",0.146664206350928,0.527462835931718,0.301937170051742,0.734839205343654,0.255334667271072,0.784400355586105,0.603029319718142
"NOE3.C.term_10643.16",0.373713922054623,0.591731570731092,0.300377103387136,0.345401109191078,0.148423253938082,0.0121308217469634,0.370901075151638
"ASCC1_10647.18",0.244064817465025,0.724155439544115,0.463341718281133,0.419933715118682,0.4428903792048,0.103440436493641,0.3968372999659
"INSI1_10663.42",0.288898377543455,0.306964735324224,0.550687827188395,0.804680558094996,0.309915286894538,0.198270679642939,0.542685607747818
"GNPTG_10666.7",0.0705127770966062,0.153775058739942,0.51713565504866,0.270321928575521,0.852008521580953,0.42157103176693,0.164877257141654
"CA185_10667.78",0.703191080697892,0.428876047526639,0.206452344903954,0.484955379410187,0.244512466659976,0.694870570938275,0.82026551549618
"STX4_10668.5",0.380594590306999,0.825487427575717,0.810131521745446,0.238794473757851,0.442161534395379,0.521172293842033,0.388854278473302
"Semaphorin.3E_10670.26",0.171446971691692,0.0477650909297924,0.814836571918548,0.482218329238473,0.0249783175424382,0.328697413236257,0.245056445483115
"SP.B_10672.75",0.408297655106531,0.286334776733824,0.433477057022991,0.247284950357968,0.4428116806121,0.867665933544385,0.272553259522803
"TMX2_10675.223",0.713842771696414,0.576508668852946,0.111032042362026,0.806426739799564,0.416495164855647,0.159900041858871,0.0246308986513441
"NDUB4_10677.9",0.913303622058974,0.94878142552082,0.887006733965186,0.678343821653851,0.531220571044188,0.780106360399705,0.213237843657107
"KLRG2.C.term_10693.43",0.569389572908018,0.11831808456566,0.503626462557554,0.726002551134183,0.284624631967481,0.971654652072595,0.698626432726074
"WF10B_10695.12",0.0909815901187637,0.107193234200875,0.970048220147504,0.446826193728296,0.225079351190831,0.786513546494362,0.333809774482612
"LRP1_10699.52",0.389481683475035,0.341598674241845,0.895221503405495,0.6100378012787,0.498074152236156,0.236507754522878,0.630231668498343
"IGS11.CD_10700.10",0.356351615375488,0.434123884800157,0.653472292104496,0.450080880896544,0.672142003915927,0.853428965243753,0.579958110079772
"COSA1_10702.1",0.222494937731079,0.00128335537410961,0.318484807584949,0.454950113848497,0.523894006995967,0.552686192118878,0.335971996435913
"SDS3_10703.203",0.417134203112296,0.252754559107016,0.311353471250611,0.404603494860605,0.527157668747304,0.57728416301511,0.420478097908705
"LRMP_10704.91",0.631123709462169,0.425011887383391,0.178390571627669,0.268035555667664,0.482465318244073,0.0130360479157057,0.436735473302462
"SIA7C_10705.14",0.555011890344059,0.127373350059003,0.222458418322001,0.236826028014675,0.855186161177535,0.483070710246687,0.218651447058626
"GON2_10708.3",0.852205902508357,0.857178407929757,0.547355030133382,0.358297656700654,0.645164979887466,0.934805361800193,0.616334221292552
"ZPBP2_10710.23",0.495960301012304,0.242045556414674,0.896298797145903,0.874711752288666,0.368912674466057,0.93077412796177,0.689850341342438
"CLM7_10713.151",0.455169887917083,0.212480771280302,0.194141096823262,0.944961162620572,0.990012272522551,0.11904710275944,0.397991974707044
"ACE_10714.7",0.539037707049819,0.297510480564664,0.808713055821258,0.783579912048816,0.165863751764454,0.0516506359061811,0.617227983688253
"PSMD5_10716.35",0.821355900800367,0.302906397759765,0.342508009285462,0.271210668052717,0.915054511635672,0.628932403464092,0.299187695970762
"HSP.70_10721.76",0.555448907566249,0.121339537014638,0.873285025213536,0.0206737324835094,0.334675560358553,0.733134718109908,0.10263535018495
"KSYK.Protein.Kinase_10722.13",0.327088996965051,0.170305132169366,0.797298728879119,0.193226320229383,0.715685437478937,0.676576624920494,0.371159875421469
"HS3S5_10731.10",0.542928776417939,0.448239035865661,0.152412721547386,0.596498543445342,0.326408379617465,0.166296376570347,0.743824096824893
"G3ST2_10734.339",0.409554469718376,0.0372155669137368,0.786192919419288,0.763383232240536,0.983973383477351,0.150651821588091,0.22106471578822
"Serpin.B1_10737.96",0.24901964027325,0.399688257337155,0.382961218826608,0.419288208712538,0.0150159666568409,0.488043966390274,0.346487957208652
"fibulin.5_10738.11",0.593168982801607,0.0367049082468264,0.325681428773482,0.109860008102274,0.711293823330361,0.699223567063161,0.190115596296234
"CSF.1_10741.22",0.487574590986596,0.372457698974843,0.475962846395406,0.939778114369197,0.507979029477207,0.125053072653091,0.206724977614731
